drug_name	n_signals	n_female_signals	n_male_signals	pct_female	n_unique_aes	mean_abs_lr	median_abs_lr	max_abs_lr	total_female_reports	total_male_reports	total_reports	report_pct_female
DICLOXACILLIN	2	1	1	50.000	2	0.810	0.810	0.954	35	22	57	61.404
MUSCLE RELAXANTS, UNSPECIFIED	2	2	0	100.000	2	0.642	0.642	0.737	144	88	232	62.069
PENICILLAMINE	2	2	0	100.000	2	0.701	0.701	0.846	140	24	164	85.366
CODEINE;GUAIFENESIN	2	2	0	100.000	2	0.548	0.548	0.576	459	369	828	55.435
TAFLUPROST	2	1	1	50.000	2	0.563	0.563	0.617	137	28	165	83.030
CHLORPHENAMINE;CODEINE;PSEUDOEPHEDRINE	2	1	1	50.000	2	0.637	0.637	0.663	113	129	242	46.694
VOGLIBOSE	2	2	0	100.000	2	0.727	0.727	0.884	38	32	70	54.286
PENTAZOCINE	2	1	1	50.000	2	0.917	0.917	1.284	302	53	355	85.070
PENTOBARBITAL	2	2	0	100.000	2	1.164	1.164	1.479	95	32	127	74.803
COLCHICINE;PROBENECID	2	2	0	100.000	2	1.031	1.031	1.340	41	25	66	62.121
CALCIUM GLUCONATE	2	1	1	50.000	2	0.881	0.881	1.016	82	50	132	62.121
COLESTIPOL HYDROCHLORIDE	2	0	2	0.000	2	0.736	0.736	0.870	59	28	87	67.816
ABIRATERONE	2	2	0	100.000	2	2.256	2.256	2.813	35	913	948	3.692
PERMETHRIN	2	0	2	0.000	2	0.697	0.697	0.710	88	50	138	63.768
FLUTICASONE\FORMOTEROL	2	0	2	0.000	2	2.281	2.281	2.707	21	31	52	40.385
ARFORMOTEROL	2	0	2	0.000	2	0.675	0.675	0.690	25	23	48	52.083
SUZETRIGINE	2	0	2	0.000	2	0.587	0.587	0.621	43	43	86	50.000
PEVONEDISTAT	2	2	0	100.000	2	0.751	0.751	0.781	38	40	78	48.718
CROMOGLICIC ACID	2	0	2	0.000	2	0.558	0.558	0.612	55	24	79	69.620
PHENAZOPYRIDINE	2	0	2	0.000	2	0.924	0.924	1.010	37	24	61	60.656
NALMEFENE	2	2	0	100.000	2	1.082	1.082	1.290	42	33	75	56.000
CALCIPOTRIOL	2	1	1	50.000	2	1.004	1.004	1.492	81	64	145	55.862
CYCLIZINE	2	0	2	0.000	2	0.648	0.648	0.665	51	51	102	50.000
CHLORHEXIDINE GLUCONATE	2	1	1	50.000	2	1.645	1.645	1.711	119	22	141	84.397
PHENTERMINE	2	0	2	0.000	2	0.828	0.828	1.108	39	21	60	65.000
NABILONE	2	0	2	0.000	2	1.133	1.133	1.142	88	134	222	39.640
CYNODON DACTYLON POLLEN	2	0	2	0.000	2	0.807	0.807	1.042	30	28	58	51.724
PEMIGATINIB	2	1	1	50.000	2	0.723	0.723	0.931	32	28	60	53.333
ARGININE;LYSINE	2	2	0	100.000	2	0.640	0.640	0.677	26	33	59	44.068
FLORBETAPIR (18F)	2	0	2	0.000	2	1.021	1.021	1.075	24	31	55	43.636
PARAFLUOROFENTANYL	2	2	0	100.000	2	1.212	1.212	1.730	22	44	66	33.333
ATENOLOL;CHLORTHALIDONE	2	0	2	0.000	2	0.972	0.972	1.241	37	25	62	59.677
PACRITINIB	2	2	0	100.000	2	0.626	0.626	0.693	35	33	68	51.471
TAZAROTENE	2	0	2	0.000	2	0.741	0.741	0.768	48	35	83	57.831
ATOMOXETINE HYDROCHLORIDE	2	1	1	50.000	2	0.857	0.857	1.003	26	52	78	33.333
OXACILLIN	2	2	0	100.000	2	0.798	0.798	0.843	36	20	56	64.286
PALONOSETRON HYDROCHLORIDE	2	0	2	0.000	2	0.812	0.812	0.979	25	28	53	47.170
ORELABRUTINIB	2	2	0	100.000	2	0.835	0.835	0.864	60	23	83	72.289
FLUOCINOLONE;HYDROQUINONE;TRETINOIN	2	0	2	0.000	2	1.175	1.175	1.411	169	28	197	85.787
ATROPINE SULFATE	2	0	2	0.000	2	0.567	0.567	0.570	26	46	72	36.111
AVATROMBOPAG	2	0	2	0.000	2	0.597	0.597	0.689	45	49	94	47.872
CHOLESTYRAMINE	2	1	1	50.000	2	0.820	0.820	0.843	75	29	104	72.115
CLINDAMYCIN PHOSPHATE	2	1	1	50.000	2	0.828	0.828	1.099	174	61	235	74.043
CALCIUM;FAMOTIDINE;MAGNESIUM	2	0	2	0.000	2	0.871	0.871	1.053	32	24	56	57.143
OCRIPLASMIN	2	2	0	100.000	2	0.509	0.509	0.510	175	34	209	83.732
NOSCAPINE	2	1	1	50.000	2	1.110	1.110	1.445	34	142	176	19.318
ZILUCOPLAN	2	1	1	50.000	2	0.787	0.787	0.793	124	91	215	57.674
CHLORTHALIDONE	2	1	1	50.000	2	0.762	0.762	0.765	42	24	66	63.636
CLOBETASOL PROPIONATE	2	0	2	0.000	2	0.943	0.943	1.192	24	22	46	52.174
PATISIRAN	2	1	1	50.000	2	0.528	0.528	0.541	23	47	70	32.857
FLUOXETINE;OLANZAPINE	2	0	2	0.000	2	0.566	0.566	0.620	28	22	50	56.000
FLUPIRTINE	2	0	2	0.000	2	2.215	2.215	2.255	34	27	61	55.738
CLOTIAZEPAM	2	0	2	0.000	2	0.910	0.910	1.013	40	64	104	38.462
CHLORPHENIRAMINE;HYDROCODONE;PSEUDOEPHEDRINE	2	2	0	100.000	2	0.966	0.966	1.164	64	100	164	39.024
COBAMAMIDE	2	1	1	50.000	2	1.337	1.337	1.562	40	39	79	50.633
DALBAVANCIN	2	2	0	100.000	2	0.638	0.638	0.726	58	32	90	64.444
ETHYLENE GLYCOL	2	2	0	100.000	2	0.609	0.609	0.683	115	173	288	39.931
VINORELBINE TARTRATE	2	0	2	0.000	2	0.756	0.756	0.815	40	24	64	62.500
ALCAFTADINE	2	0	2	0.000	2	0.614	0.614	0.640	139	36	175	79.429
SPIRAMYCIN	2	2	0	100.000	2	0.680	0.680	0.784	59	57	116	50.862
DESMOPRESSIN ACETATE	2	1	1	50.000	2	0.977	0.977	1.202	39	39	78	50.000
PROBIOTICS, UNSPECIFIED	2	0	2	0.000	2	1.021	1.021	1.347	40	26	66	60.606
CALCIUM;POTASSIUM;SODIUM LACTATE	2	0	2	0.000	2	1.218	1.218	1.338	41	49	90	45.556
MARALIXIBAT	2	2	0	100.000	2	0.885	0.885	1.185	51	42	93	54.839
DEXKETOPROFEN	2	0	2	0.000	2	1.159	1.159	1.216	24	26	50	48.000
ALDESLEUKIN	2	2	0	100.000	2	0.556	0.556	0.609	24	29	53	45.283
METHIMAZOLE	2	1	1	50.000	2	0.833	0.833	1.040	91	39	130	70.000
METHAMPHETAMINE	2	2	0	100.000	2	0.564	0.564	0.565	204	340	544	37.500
BEMPEDOIC ACID;EZETIMIBE	2	0	2	0.000	2	0.542	0.542	0.543	64	47	111	57.658
MITOXANTRONE HYDROCHLORIDE	2	2	0	100.000	2	0.969	0.969	1.180	38	29	67	56.716
MECASERMIN	2	1	1	50.000	2	0.727	0.727	0.890	29	56	85	34.118
METAXALONE	2	1	1	50.000	2	0.935	0.935	1.119	81	32	113	71.681
MEPROBAMATE	2	2	0	100.000	2	1.065	1.065	1.428	189	93	282	67.021
DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN	2	1	1	50.000	2	0.724	0.724	0.804	51	54	105	48.571
FAVIPIRAVIR	2	0	2	0.000	2	0.693	0.693	0.723	118	282	400	29.500
PREDNISOLONE SODIUM PHOSPHATE	2	2	0	100.000	2	1.074	1.074	1.340	28	20	48	58.333
SUCCINYLCHOLINE CHLORIDE	2	2	0	100.000	2	1.166	1.166	1.294	66	24	90	73.333
TENAMFETAMINE	2	2	0	100.000	2	0.878	0.878	1.064	23	42	65	35.385
ANTIBIOTICS, UNSPECIFIED	2	0	2	0.000	2	0.931	0.931	1.307	39	29	68	57.353
METOCLOPRAMIDE HYDROCHLORIDE	2	1	1	50.000	2	0.570	0.570	0.589	123	51	174	70.690
MAGNESIUM OXIDE	2	1	1	50.000	2	0.842	0.842	0.848	48	35	83	57.831
DANAZOL	2	1	1	50.000	2	0.962	0.962	1.140	46	109	155	29.677
TERIZIDONE	2	2	0	100.000	2	1.031	1.031	1.161	42	24	66	63.636
DARVON /00018802/	2	2	0	100.000	2	0.973	0.973	1.130	58	24	82	70.732
PIRACETAM	2	0	2	0.000	2	0.729	0.729	0.802	44	39	83	53.012
BELINOSTAT	2	2	0	100.000	2	0.674	0.674	0.773	29	22	51	56.863
CENOBAMATE	2	0	2	0.000	2	0.766	0.766	0.932	32	40	72	44.444
MAGNESIUM HYDROXIDE	2	0	2	0.000	2	1.465	1.465	1.732	120	118	238	50.420
PLERIXAFOR	2	1	1	50.000	2	0.861	0.861	1.028	33	32	65	50.769
AMSACRINE	2	1	1	50.000	2	0.924	0.924	1.166	30	23	53	56.604
MENINGOCOCCAL VACCINE	2	2	0	100.000	2	0.669	0.669	0.692	63	28	91	69.231
DEOXYCHOLIC ACID	2	0	2	0.000	2	0.846	0.846	0.889	314	45	359	87.465
FEXOFENADINE HYDROCHLORIDE	2	0	2	0.000	2	1.019	1.019	1.144	28	25	53	52.830
DESFLURANE	2	2	0	100.000	2	0.969	0.969	1.426	54	23	77	70.130
VERICIGUAT	2	1	1	50.000	2	0.663	0.663	0.773	25	46	71	35.211
METYRAPONE	2	0	2	0.000	2	0.712	0.712	0.778	38	28	66	57.576
METRELEPTIN	2	0	2	0.000	2	0.581	0.581	0.632	57	28	85	67.059
TESAMORELIN	1	0	1	0.000	1	0.649	0.649	0.649	11	86	97	11.340
TERLIPRESSIN	1	0	1	0.000	1	0.741	0.741	0.741	10	14	24	41.667
TECHNETIUM TC-99M SODIUM PERTECHNETATE	1	1	0	100.000	1	0.740	0.740	0.740	15	12	27	55.556
ALCLOMETASONE	1	0	1	0.000	1	0.737	0.737	0.737	17	13	30	56.667
TICAGRELOR, TRIAL	1	1	0	100.000	1	0.812	0.812	0.812	16	19	35	45.714
FLUCYTOSINE	1	1	0	100.000	1	1.825	1.825	1.825	13	14	27	48.148
FATTY ACIDS, UNSPECIFIED	1	0	1	0.000	1	1.347	1.347	1.347	44	45	89	49.438
TECHNETIUM (99M TC) SESTAMIBI	1	0	1	0.000	1	0.514	0.514	0.514	40	31	71	56.338
FECAL MICROBIOTA, UNSPECIFIED	1	0	1	0.000	1	0.505	0.505	0.505	20	11	31	64.516
TECHNETIUM TC 99M TETROFOSMIN	1	1	0	100.000	1	0.530	0.530	0.530	34	40	74	45.946
TEGAFUR	1	1	0	100.000	1	0.773	0.773	0.773	12	11	23	52.174
TIAGABINE	1	0	1	0.000	1	1.114	1.114	1.114	28	41	69	40.580
THYROTROPIN ALFA	1	0	1	0.000	1	0.769	0.769	0.769	14	10	24	58.333
FILGOTINIB	1	0	1	0.000	1	0.523	0.523	0.523	13	12	25	52.000
FACTOR I;THROMBIN	1	0	1	0.000	1	0.716	0.716	0.716	10	21	31	32.258
FEZOLINETANT	1	0	1	0.000	1	5.744	5.744	5.744	65	16	81	80.247
TETRYZOLINE	1	0	1	0.000	1	0.711	0.711	0.711	13	21	34	38.235
FACTOR I	1	0	1	0.000	1	0.544	0.544	0.544	11	16	27	40.741
THIOCTIC ACID	1	0	1	0.000	1	1.288	1.288	1.288	13	18	31	41.935
CALCIUM;MAGNESIUM;VITAMIN D3	1	0	1	0.000	1	2.137	2.137	2.137	10	19	29	34.483
CANIS LUPUS FAMILIARIS SKIN	1	0	1	0.000	1	0.839	0.839	0.839	16	15	31	51.613
TENELIGLIPTIN	1	1	0	100.000	1	0.768	0.768	0.768	14	16	30	46.667
TEPLIZUMAB	1	0	1	0.000	1	1.215	1.215	1.215	10	17	27	37.037
FAMCICLOVIR	1	0	1	0.000	1	0.780	0.780	0.780	14	11	25	56.000
TEPOTINIB	1	1	0	100.000	1	0.577	0.577	0.577	16	14	30	53.333
TETANUS VACCINE	1	1	0	100.000	1	0.827	0.827	0.827	159	14	173	91.908
ALFENTANIL	1	0	1	0.000	1	1.416	1.416	1.416	12	31	43	27.907
THIORIDAZINE	1	0	1	0.000	1	2.243	2.243	2.243	23	138	161	14.286
TESTOSTERONE CYPIONATE	1	1	0	100.000	1	3.233	3.233	3.233	28	36	64	43.750
TEDIZOLID	1	0	1	0.000	1	0.548	0.548	0.548	23	39	62	37.097
FLECAINIDE ACETATE	1	0	1	0.000	1	0.883	0.883	0.883	14	17	31	45.161
OXYTETRACYCLINE	1	0	1	0.000	1	1.179	1.179	1.179	44	14	58	75.862
ESOMEPRAZOLE;MAGNESIUM	1	0	1	0.000	1	0.871	0.871	0.871	31	17	48	64.583
DEXTRAN;VITAMIN B2	1	1	0	100.000	1	0.559	0.559	0.559	15	22	37	40.541
DANTROLENE SODIUM	1	1	0	100.000	1	0.720	0.720	0.720	11	10	21	52.381
VINBLASTINE SULFATE	1	0	1	0.000	1	0.501	0.501	0.501	10	20	30	33.333
CEFUROXIME SODIUM	1	0	1	0.000	1	1.005	1.005	1.005	11	11	22	50.000
DERMATOPHAGOIDES PTERONYSSINUS	1	0	1	0.000	1	1.428	1.428	1.428	10	10	20	50.000
DESMETRAMADOL	1	1	0	100.000	1	0.834	0.834	0.834	18	26	44	40.909
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE	1	0	1	0.000	1	0.524	0.524	0.524	22	14	36	61.111
CEFUROXIME AXETIL	1	0	1	0.000	1	0.623	0.623	0.623	10	11	21	47.619
DEVICE	1	1	0	100.000	1	0.652	0.652	0.652	43	10	53	81.132
ACETAMINOPHEN\TRAMADOL	1	0	1	0.000	1	0.549	0.549	0.549	20	17	37	54.054
DEXMEDETOMIDINE HYDROCHLORIDE	1	1	0	100.000	1	0.741	0.741	0.741	11	10	21	52.381
ACETONE	1	1	0	100.000	1	0.563	0.563	0.563	11	27	38	28.947
TIMOLOL MALEATE\TRAVOPROST	1	0	1	0.000	1	0.622	0.622	0.622	11	13	24	45.833
DEXTROAMPHETAMINE SULFATE	1	0	1	0.000	1	0.654	0.654	0.654	13	17	30	43.333
DEXTROMETHORPHAN HYDROBROMIDE	1	1	0	100.000	1	0.648	0.648	0.648	11	11	22	50.000
ACETYLFENTANYL	1	1	0	100.000	1	0.828	0.828	0.828	10	32	42	23.810
DEXTROMETHORPHAN;DOXYLAMINE;PARACETAMOL	1	0	1	0.000	1	0.676	0.676	0.676	12	10	22	54.545
DEXTROSE\LIDOCAINE HYDROCHLORIDE	1	0	1	0.000	1	0.663	0.663	0.663	19	21	40	47.500
"DIANEAL LOW CALCIUM PD SOLUTION WITH 2.5% DEXTROSE ""BAXTER"	1	1	0	100.000	1	1.006	1.006	1.006	12	11	23	52.174
ACETYLSALICYLIC ACID;CARISOPRODOL	1	1	0	100.000	1	0.848	0.848	0.848	22	15	37	59.459
VALERIANA SPP	1	1	0	100.000	1	1.267	1.267	1.267	29	10	39	74.359
VALDECOXIB	1	0	1	0.000	1	0.983	0.983	0.983	33	25	58	56.897
DIANEAL LOW CALCIUM PERITIONEAL DIALYSIS SOLUTION WITH 1.5%	1	1	0	100.000	1	0.675	0.675	0.675	24	19	43	55.814
DANTROLENE	1	1	0	100.000	1	1.014	1.014	1.014	10	15	25	40.000
DACOMITINIB	1	0	1	0.000	1	0.583	0.583	0.583	20	27	47	42.553
CYPROTERONE;ETHINYLESTRADIOL	1	0	1	0.000	1	4.089	4.089	4.089	12	10	22	54.545
CYCLOBENZAPRINE HYDROCHLORIDE	1	0	1	0.000	1	1.092	1.092	1.092	22	11	33	66.667
ZOTEPINE	1	1	0	100.000	1	0.727	0.727	0.727	15	21	36	41.667
.ALPHA.-TOCOPHEROL ACETATE, DL-	1	1	0	100.000	1	0.576	0.576	0.576	28	11	39	71.795
CIMETIDINE	1	1	0	100.000	1	0.558	0.558	0.558	34	11	45	75.556
CICLOPIROX	1	0	1	0.000	1	0.792	0.792	0.792	88	96	184	47.826
CISPLATIN;CYTARABINE;DEXAMETHASONE	1	1	0	100.000	1	1.566	1.566	1.566	23	16	39	58.974
CHONDROITIN	1	1	0	100.000	1	0.793	0.793	0.793	19	10	29	65.517
CLASCOTERONE	1	1	0	100.000	1	0.923	0.923	0.923	275	20	295	93.220
CLOBETASONE	1	0	1	0.000	1	0.882	0.882	0.882	91	13	104	87.500
CLODRONIC ACID	1	1	0	100.000	1	0.585	0.585	0.585	59	11	70	84.286
CLONIDINE HYDROCHLORIDE	1	0	1	0.000	1	0.588	0.588	0.588	10	12	22	45.455
XYLAZINE	1	1	0	100.000	1	1.017	1.017	1.017	11	25	36	30.556
COBICISTAT;DARUNAVIR;EMTRICITABINE;TENOFOVIR	1	1	0	100.000	1	0.504	0.504	0.504	15	13	28	53.571
CHLORPHENAMINE;PARACETAMOL	1	1	0	100.000	1	0.540	0.540	0.540	103	29	132	78.030
CHLORPHENAMINE;HYDROCODONE	1	0	1	0.000	1	0.555	0.555	0.555	16	29	45	35.556
ABACAVIR;LAMIVUDINE;ZIDOVUDINE	1	1	0	100.000	1	1.313	1.313	1.313	11	12	23	47.826
CODEINE;IBUPROFEN	1	1	0	100.000	1	0.737	0.737	0.737	13	12	25	52.000
VITAMINS	1	0	1	0.000	1	0.554	0.554	0.554	12	21	33	36.364
COUGH PREPARATIONS, UNSPECIFIED	1	0	1	0.000	1	0.712	0.712	0.712	139	97	236	58.898
COVID-19 CONVALESCENT PLASMA	1	0	1	0.000	1	0.574	0.574	0.574	15	58	73	20.548
COVID-19 SERUM	1	1	0	100.000	1	0.602	0.602	0.602	68	79	147	46.259
CROMOLYN SODIUM	1	0	1	0.000	1	0.559	0.559	0.559	701	286	987	71.023
ACETYLSALICYLIC ACID;CLOPIDOGREL	1	1	0	100.000	1	1.196	1.196	1.196	13	10	23	56.522
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ^BAXTER^	1	1	0	100.000	1	0.909	0.909	0.909	13	16	29	44.828
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ^BAXTER^	1	1	0	100.000	1	1.356	1.356	1.356	13	14	27	48.148
ADEMETIONINE	1	0	1	0.000	1	0.707	0.707	0.707	11	10	21	52.381
EMPAGLIFLOZIN\LINAGLIPTIN\METFORMIN HYDROCHLORIDE	1	1	0	100.000	1	0.554	0.554	0.554	14	12	26	53.846
CARFENTANIL	1	1	0	100.000	1	0.978	0.978	0.978	11	15	26	42.308
TOPOTECAN HYDROCHLORIDE	1	0	1	0.000	1	0.926	0.926	0.926	15	21	36	41.667
TOLTERODINE TARTRATE	1	0	1	0.000	1	1.235	1.235	1.235	19	11	30	63.333
EPIDUO GEL 0.1% / 2.5%	1	0	1	0.000	1	0.697	0.697	0.697	13	10	23	56.522
TOLNAFTATE	1	0	1	0.000	1	0.598	0.598	0.598	13	27	40	32.500
EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE	1	0	1	0.000	1	0.833	0.833	0.833	27	20	47	57.447
AGALSIDASE ALFA	1	0	1	0.000	1	0.501	0.501	0.501	13	13	26	50.000
CARBIDOPA\LEVODOPA	1	1	0	100.000	1	0.549	0.549	0.549	23	13	36	63.889
TOBACCO LEAF	1	1	0	100.000	1	0.703	0.703	0.703	10	26	36	27.778
TIZANIDINE HYDROCHLORIDE	1	0	1	0.000	1	0.905	0.905	0.905	18	15	33	54.545
TISLELIZUMAB	1	1	0	100.000	1	0.703	0.703	0.703	13	24	37	35.135
EPTIFIBATIDE	1	1	0	100.000	1	0.577	0.577	0.577	22	33	55	40.000
ERTAPENEM SODIUM	1	1	0	100.000	1	1.051	1.051	1.051	39	25	64	60.938
ERTUGLIFLOZIN	1	0	1	0.000	1	0.561	0.561	0.561	18	22	40	45.000
TIPRANAVIR	1	0	1	0.000	1	0.554	0.554	0.554	18	14	32	56.250
CAPREOMYCIN	1	1	0	100.000	1	0.671	0.671	0.671	24	19	43	55.814
ALANINE;ARGININE;CALCIUM;GLYCINE;HISTIDINE;ISOLEUCINE;LEUCINE;LYSINE;MAGNESIUM;METHIONINE;PHENYLALANINE;PROLINE;SERINE;SODIUM CHLORIDE;SODIUM LACTATE;THREONINE;TRYPTOPHAN, L-;TYROSINE;VALINE	1	1	0	100.000	1	1.069	1.069	1.069	191	188	379	50.396
CAPIVASERTIB	1	0	1	0.000	1	1.024	1.024	1.024	186	19	205	90.732
ESOMEPRAZOLE SODIUM	1	1	0	100.000	1	0.841	0.841	0.841	34	10	44	77.273
TIMOLOL;TRAVOPROST	1	0	1	0.000	1	0.939	0.939	0.939	17	20	37	45.946
ADENOSINE	1	0	1	0.000	1	0.525	0.525	0.525	18	28	46	39.130
ELVITEGRAVIR	1	1	0	100.000	1	0.812	0.812	0.812	10	12	22	45.455
UREA	1	1	0	100.000	1	0.527	0.527	0.527	23	10	33	69.697
EFALIZUMAB	1	1	0	100.000	1	1.166	1.166	1.166	47	20	67	70.149
DIAZOXIDE	1	1	0	100.000	1	0.595	0.595	0.595	16	10	26	61.538
DIETARY SUPPLEMENT	1	0	1	0.000	1	0.739	0.739	0.739	12	17	29	41.379
DIGOXIN-SPECIFIC ANTIBODY FRAGMENTS	1	1	0	100.000	1	0.725	0.725	0.725	22	10	32	68.750
DIHYDRALAZINE	1	1	0	100.000	1	0.628	0.628	0.628	16	13	29	55.172
DIMETINDENE	1	0	1	0.000	1	0.647	0.647	0.647	15	17	32	46.875
DINOPROSTONE	1	0	1	0.000	1	1.101	1.101	1.101	32	13	45	71.111
DIOSMECTITE	1	0	1	0.000	1	0.814	0.814	0.814	14	26	40	35.000
UMBRALISIB, TRIAL	1	1	0	100.000	1	0.709	0.709	0.709	22	14	36	61.111
UBIDECARENONE	1	1	0	100.000	1	1.174	1.174	1.174	130	13	143	90.909
DONEPEZIL HYDROCHLORIDE	1	0	1	0.000	1	1.028	1.028	1.028	10	14	24	41.667
TROSPIUM;XANOMELINE	1	0	1	0.000	1	0.787	0.787	0.787	10	22	32	31.250
DOSULEPIN	1	1	0	100.000	1	0.764	0.764	0.764	33	14	47	70.213
ADAGRASIB	1	1	0	100.000	1	0.623	0.623	0.623	63	35	98	64.286
TRIMETHOBENZAMIDE	1	0	1	0.000	1	1.675	1.675	1.675	12	10	22	54.545
DOXERCALCIFEROL	1	0	1	0.000	1	0.865	0.865	0.865	17	17	34	50.000
CEFADROXIL	1	1	0	100.000	1	0.591	0.591	0.591	100	12	112	89.286
CATEQUENTINIB	1	1	0	100.000	1	0.716	0.716	0.716	24	18	42	57.143
DUTASTERIDE;TAMSULOSIN	1	1	0	100.000	1	3.271	3.271	3.271	10	35	45	22.222
ECONAZOLE	1	0	1	0.000	1	1.417	1.417	1.417	15	20	35	42.857
ECONAZOLE NITRATE	1	0	1	0.000	1	0.704	0.704	0.704	10	11	21	47.619
EDETIC ACID	1	1	0	100.000	1	1.695	1.695	1.695	79	10	89	88.764
DORZOLAMIDE\TIMOLOL	1	0	1	0.000	1	0.724	0.724	0.724	11	10	21	52.381
SODIUM PHENYLBUTYRATE	1	1	0	100.000	1	0.841	0.841	0.841	27	16	43	62.791
FLUOCINOLONE ACETONIDE	1	0	1	0.000	1	0.514	0.514	0.514	14	10	24	58.333
ANIFROLUMAB	1	0	1	0.000	1	0.843	0.843	0.843	24	10	34	70.588
PRETOMANID	1	1	0	100.000	1	0.544	0.544	0.544	19	12	31	61.290
ANAGRELIDE, TRIAL	1	0	1	0.000	1	0.836	0.836	0.836	14	11	25	56.000
ANAMORELIN	1	1	0	100.000	1	0.733	0.733	0.733	11	17	28	39.286
MEPHENESIN	1	1	0	100.000	1	0.652	0.652	0.652	19	10	29	65.517
BENZOCAINE	1	0	1	0.000	1	1.447	1.447	1.447	12	13	25	48.000
METFORMIN HYDROCHLORIDE\VILDAGLIPTIN	1	1	0	100.000	1	0.921	0.921	0.921	18	11	29	62.069
ANGIOTENSIN II	1	0	1	0.000	1	1.018	1.018	1.018	12	42	54	22.222
PRAMLINTIDE	1	1	0	100.000	1	1.124	1.124	1.124	89	16	105	84.762
METHANOL	1	0	1	0.000	1	0.701	0.701	0.701	12	34	46	26.087
POTASSIUM NITRATE\SODIUM FLUORIDE	1	0	1	0.000	1	0.777	0.777	0.777	25	17	42	59.524
METHOHEXITAL	1	0	1	0.000	1	0.689	0.689	0.689	19	12	31	61.290
POTASSIUM ASPARTATE	1	0	1	0.000	1	0.899	0.899	0.899	10	12	22	45.455
METHOXSALEN	1	1	0	100.000	1	1.021	1.021	1.021	22	10	32	68.750
BENZOYLECGONINE	1	1	0	100.000	1	0.681	0.681	0.681	11	31	42	26.190
METHYLENE BLUE	1	0	1	0.000	1	0.652	0.652	0.652	18	31	49	36.735
METHYLENEDIOXYPYRROLIDINOHEXIOPHENONE	1	1	0	100.000	1	0.773	0.773	0.773	11	17	28	39.286
POLYMYXIN B;TRIMETHOPRIM	1	0	1	0.000	1	0.743	0.743	0.743	25	10	35	71.429
BENAZEPRIL HYDROCHLORIDE	1	0	1	0.000	1	0.658	0.658	0.658	12	13	25	48.000
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE	1	0	1	0.000	1	0.860	0.860	0.860	27	21	48	56.250
PIXANTRONE	1	1	0	100.000	1	1.189	1.189	1.189	17	16	33	51.515
MIDODRINE HYDROCHLORIDE	1	0	1	0.000	1	0.607	0.607	0.607	13	15	28	46.429
PIRTOBRUTINIB	1	1	0	100.000	1	0.858	0.858	0.858	14	17	31	45.161
PIRITRAMIDE	1	1	0	100.000	1	0.680	0.680	0.680	30	11	41	73.171
PIRIBEDIL	1	0	1	0.000	1	1.254	1.254	1.254	12	27	39	30.769
ANTIHEMORRHOIDS, UNSPECIFIED	1	0	1	0.000	1	1.020	1.020	1.020	13	19	32	40.625
ANTIHYPERTENSIVES, UNSPECIFIED	1	0	1	0.000	1	0.771	0.771	0.771	13	13	26	50.000
PROCAINAMIDE	1	0	1	0.000	1	0.861	0.861	0.861	27	47	74	36.486
BENZTROPINE MESYLATE	1	1	0	100.000	1	0.504	0.504	0.504	20	16	36	55.556
MIPOMERSEN	1	0	1	0.000	1	0.533	0.533	0.533	26	11	37	70.270
QUIZARTINIB	1	0	1	0.000	1	0.936	0.936	0.936	16	24	40	40.000
BICALUTAMIDE	1	1	0	100.000	1	1.337	1.337	1.337	12	166	178	6.742
LIOTHYRONINE SODIUM	1	0	1	0.000	1	2.254	2.254	2.254	17	10	27	62.963
BEXAROTENE	1	0	1	0.000	1	1.139	1.139	1.139	20	51	71	28.169
BETAXOLOL	1	0	1	0.000	1	2.751	2.751	2.751	18	64	82	21.951
BETAMETHASONE;CLOTRIMAZOLE	1	1	0	100.000	1	0.663	0.663	0.663	33	24	57	57.895
AMLODIPINE;RAMIPRIL	1	1	0	100.000	1	0.762	0.762	0.762	10	16	26	38.462
BETAMETHASONE VALERATE	1	1	0	100.000	1	1.276	1.276	1.276	146	10	156	93.590
AMMONIUM LACTATE	1	0	1	0.000	1	1.208	1.208	1.208	13	14	27	48.148
BETAMETHASONE DIPROPIONATE\CLOTRIMAZOLE	1	0	1	0.000	1	0.693	0.693	0.693	22	22	44	50.000
AMOXICILLIN;CLARITHROMYCIN;ESOMEPRAZOLE	1	0	1	0.000	1	0.684	0.684	0.684	10	15	25	40.000
LOPRAZOLAM	1	1	0	100.000	1	0.804	0.804	0.804	56	23	79	70.886
RADIUM-223 DICHLORIDE	1	1	0	100.000	1	3.556	3.556	3.556	11	53	64	17.188
QUININE SULFATE	1	0	1	0.000	1	1.717	1.717	1.717	14	22	36	38.889
BENZYDAMINE	1	0	1	0.000	1	2.608	2.608	2.608	13	11	24	54.167
QUINIDINE	1	0	1	0.000	1	1.621	1.621	1.621	15	54	69	21.739
