kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:SORAFENIB,SORAFENIB,CHEMBL1336,L01EX02,sorafenib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,ChEMBL_36
DRUG:SOTAGLIFLOZIN,SOTAGLIFLOZIN,CHEMBL3039507,A10BK06,sotagliflozin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,ChEMBL_36
DRUG:SOTALOL,SOTALOL,CHEMBL471,C07AA07,sotalol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",ChEMBL_36
DRUG:SOTATERCEPT,SOTATERCEPT,CHEMBL1743073,C02KX06,sotatercept,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,ChEMBL_36
DRUG:SOTORASIB,SOTORASIB,CHEMBL4535757,L01XX73,sotorasib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:SOTROVIMAB,SOTROVIMAB,CHEMBL4650524,J06BD05,sotrovimab,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BD,Antiviral monoclonal antibodies,ChEMBL_36
DRUG:SPARSENTAN,SPARSENTAN,CHEMBL539423,C09XX01,sparsentan,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XX,Other agents acting on the renin-angiotensin system,ChEMBL_36
DRUG:SPESOLIMAB,SPESOLIMAB,CHEMBL4297911,L04AC22,spesolimab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,ChEMBL_36
DRUG:SPIRAMYCIN,SPIRAMYCIN,CHEMBL453514,J01FA02,spiramycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,ChEMBL_36
DRUG:SPIRONOLACTONE,SPIRONOLACTONE,CHEMBL1393,C03DA01,spironolactone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,ChEMBL_36
DRUG:STANOZOLOL,STANOZOLOL,CHEMBL2079587,A14AA02,stanozolol,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AA,Androstan derivatives,ChEMBL_36
DRUG:STAVUDINE,STAVUDINE,CHEMBL991,J05AF04,stavudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,ChEMBL_36
DRUG:STIRIPENTOL,STIRIPENTOL,CHEMBL1983350,N03AX17,stiripentol,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics,ChEMBL_36
DRUG:STREPTOMYCIN,STREPTOMYCIN,CHEMBL372795,J01GA01,streptomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GA,Streptomycins,ChEMBL_36
DRUG:STREPTOMYCIN,STREPTOMYCIN,CHEMBL372795,A07AA04,streptomycin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,ChEMBL_36
DRUG:STREPTOMYCIN,STREPTOMYCIN,CHEMBL372795,A07AA54,"streptomycin, combinations",A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,ChEMBL_36
DRUG:STREPTOZOCIN,STREPTOZOCIN,CHEMBL1977579,L01AD04,streptozocin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AD,Nitrosoureas,ChEMBL_36
DRUG:SUCRALFATE,SUCRALFATE,CHEMBL6067980,A02BX02,sucralfate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),ChEMBL_36
DRUG:SUCROFERRIC OXYHYDROXIDE,SUCROFERRIC OXYHYDROXIDE,,V03AE05,sucroferric oxyhydroxide,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,WHO_ATC
DRUG:SUFENTANIL,SUFENTANIL,CHEMBL658,N01AH03,sufentanil,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AH,Opioid anesthetics,ChEMBL_36
DRUG:SUGAMMADEX,SUGAMMADEX,CHEMBL2111107,V03AB35,sugammadex,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,ChEMBL_36
DRUG:SULBACTAM,SULBACTAM,CHEMBL403,J01CG01,sulbactam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,Beta-lactamase inhibitors,ChEMBL_36
DRUG:SULBUTIAMINE,SULBUTIAMINE,CHEMBL1874002,A11DA02,sulbutiamine,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",ChEMBL_36
DRUG:SULFACETAMIDE,SULFACETAMIDE,CHEMBL455,S01AB04,sulfacetamide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides,ChEMBL_36
DRUG:SULFACETAMIDE,SULFACETAMIDE,CHEMBL455,D10AF06,sulfacetamide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,ChEMBL_36
DRUG:SULFADIAZINE,SULFADIAZINE,CHEMBL439,J01EC02,sulfadiazine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EC,Intermediate-acting sulfonamides,ChEMBL_36
DRUG:SULFAFURAZOLE,SULFAFURAZOLE,,S01AB02,sulfafurazole,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides,WHO_ATC
DRUG:SULFAFURAZOLE,SULFAFURAZOLE,,J01EB05,sulfafurazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,WHO_ATC
DRUG:SULFAFURAZOLE,SULFAFURAZOLE,,J01EB05,sulfafurazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,WHO_ATC
DRUG:SULFAGUANIDINE,SULFAGUANIDINE,CHEMBL338802,A07AB03,sulfaguanidine,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides,ChEMBL_36
DRUG:SULFAMETHIZOLE,SULFAMETHIZOLE,CHEMBL1191,S01AB01,sulfamethizole,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AB,Sulfonamides,ChEMBL_36
DRUG:SULFAMETHIZOLE,SULFAMETHIZOLE,CHEMBL1191,D06BA04,sulfamethizole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides,ChEMBL_36
DRUG:SULFAMETHIZOLE,SULFAMETHIZOLE,CHEMBL1191,J01EB02,sulfamethizole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,ChEMBL_36
DRUG:SULFAMETHIZOLE,SULFAMETHIZOLE,CHEMBL1191,B05CA04,sulfamethizole,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives,ChEMBL_36
DRUG:SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,CHEMBL443,J01EC01,sulfamethoxazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EC,Intermediate-acting sulfonamides,ChEMBL_36
DRUG:SULFANILAMIDE,SULFANILAMIDE,CHEMBL21,J01EB06,sulfanilamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,ChEMBL_36
DRUG:SULFANILAMIDE,SULFANILAMIDE,CHEMBL21,D06BA05,sulfanilamide,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides,ChEMBL_36
DRUG:SULFASALAZINE,SULFASALAZINE,CHEMBL421,A07EC01,sulfasalazine,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,ChEMBL_36
DRUG:SULFATHIAZOLE,SULFATHIAZOLE,CHEMBL437,D06BA02,sulfathiazole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides,ChEMBL_36
DRUG:SULFATHIAZOLE,SULFATHIAZOLE,CHEMBL437,J01EB07,sulfathiazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,ChEMBL_36
DRUG:SULFISOMIDINE,SULFISOMIDINE,CHEMBL485696,J01EB01,sulfaisodimidine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01E,SULFONAMIDES AND TRIMETHOPRIM,J01EB,Short-acting sulfonamides,ChEMBL_36
DRUG:SULFUR,SULFUR,CHEMBL1235452,D11AC08,sulfur compounds,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AC,Medicated shampoos,ChEMBL_36
DRUG:SULFUR,SULFUR,CHEMBL1235452,D10AB02,sulfur,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AB,Preparations containing sulfur,ChEMBL_36
DRUG:SULFUR HEXAFLUORIDE,SULFUR HEXAFLUORIDE,CHEMBL1796998,V08DA05,"sulfur hexafluoride, phospholipid microspheres",V,VARIOUS,V08,CONTRAST MEDIA,V08D,ULTRASOUND CONTRAST MEDIA,V08DA,Ultrasound contrast media,ChEMBL_36
DRUG:SULINDAC,SULINDAC,CHEMBL15770,M01AB02,sulindac,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,ChEMBL_36
DRUG:SULPIRIDE,SULPIRIDE,CHEMBL26,N05AL01,sulpiride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,ChEMBL_36
DRUG:SULPROSTONE,SULPROSTONE,CHEMBL1472830,G02AD05,sulprostone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02A,UTEROTONICS,G02AD,Prostaglandins,ChEMBL_36
DRUG:SULTIAME,SULTIAME,,N03AX03,sultiame,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics,WHO_ATC
DRUG:SUMATRIPTAN,SUMATRIPTAN,CHEMBL128,N02CC01,sumatriptan,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,ChEMBL_36
DRUG:SUNITINIB,SUNITINIB,CHEMBL535,L01EX01,sunitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,ChEMBL_36
DRUG:SUVOREXANT,SUVOREXANT,CHEMBL1083659,N05CJ01,suvorexant,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,ChEMBL_36
DRUG:SUXAMETHONIUM,SUXAMETHONIUM,CHEMBL703,M03AB01,suxamethonium,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AB,Choline derivatives,ChEMBL_36
DRUG:TACROLIMUS,TACROLIMUS,CHEMBL3989887,D11AH01,tacrolimus,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AH,"Agents for dermatitis, excluding corticosteroids",ChEMBL_36
DRUG:TACROLIMUS,TACROLIMUS,CHEMBL3989887,L04AD02,tacrolimus,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AD,Calcineurin inhibitors,ChEMBL_36
DRUG:TADALAFIL,TADALAFIL,CHEMBL779,G04BE08,tadalafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,ChEMBL_36
DRUG:TAFAMIDIS,TAFAMIDIS,CHEMBL2103837,N07XX08,tafamidis,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07XX,Other nervous system drugs,ChEMBL_36
DRUG:TAFASITAMAB,TAFASITAMAB,CHEMBL4298047,L01FX12,tafasitamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:TAFENOQUINE,TAFENOQUINE,CHEMBL298470,P01BA07,tafenoquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines,ChEMBL_36
DRUG:TAFLUPROST,TAFLUPROST,CHEMBL1963683,S01EE05,tafluprost,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,ChEMBL_36
DRUG:TAGRAXOFUSP,TAGRAXOFUSP,CHEMBL4297573,L01XX67,tagraxofusp,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:TALAZOPARIB,TALAZOPARIB,CHEMBL3137320,L01XK04,talazoparib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,ChEMBL_36
DRUG:TALIGLUCERASE ALFA,TALIGLUCERASE ALFA,CHEMBL1964120,A16AB11,taliglucerase alfa,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,ChEMBL_36
DRUG:TALIMOGENE LAHERPAREPVEC,TALIMOGENE LAHERPAREPVEC,CHEMBL2108727,L01XL02,talimogene laherparepvec,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XL,Antineoplastic cell and gene therapy,ChEMBL_36
DRUG:TALQUETAMAB,TALQUETAMAB,CHEMBL4594503,L01FX29,talquetamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:TAMOXIFEN,TAMOXIFEN,CHEMBL83,L02BA01,tamoxifen,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,ChEMBL_36
DRUG:TAMSULOSIN,TAMSULOSIN,CHEMBL836,G04CA02,tamsulosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,ChEMBL_36
DRUG:TAPENTADOL,TAPENTADOL,CHEMBL1201776,N02AX06,tapentadol,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AX,Other opioids,ChEMBL_36
DRUG:TAPINAROF,TAPINAROF,CHEMBL259571,D05AX07,tapinarof,D,DERMATOLOGICALS,D05,ANTIPSORIATICS,D05A,ANTIPSORIATICS FOR TOPICAL USE,D05AX,Other antipsoriatics for topical use,ChEMBL_36
DRUG:TARLATAMAB,TARLATAMAB,CHEMBL5095292,L01FX33,tarlatamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:TASIMELTEON,TASIMELTEON,CHEMBL2103822,N05CH03,tasimelteon,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CH,Melatonin receptor agonists,ChEMBL_36
DRUG:TAVABOROLE,TAVABOROLE,CHEMBL443052,D01AE24,tavaborole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,ChEMBL_36
DRUG:TAZAROTENE,TAZAROTENE,CHEMBL1657,D05AX05,tazarotene,D,DERMATOLOGICALS,D05,ANTIPSORIATICS,D05A,ANTIPSORIATICS FOR TOPICAL USE,D05AX,Other antipsoriatics for topical use,ChEMBL_36
DRUG:TAZEMETOSTAT,TAZEMETOSTAT,CHEMBL3414621,L01XX72,tazemetostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:TAZOBACTAM,TAZOBACTAM,CHEMBL404,J01CG02,tazobactam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CG,Beta-lactamase inhibitors,ChEMBL_36
DRUG:TEBENTAFUSP,TEBENTAFUSP,CHEMBL4297990,L01XX75,tebentafusp,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:TECHNETIUM (99MTC) PERTECHNETATE,TECHNETIUM (99MTC) PERTECHNETATE,,V09FX01,technetium (99mTc) pertechnetate,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09F,THYROID,V09FX,Various thyroid diagnostic radiopharmaceuticals,WHO_ATC
DRUG:TECHNETIUM TC 99M TETROFOSMIN,TECHNETIUM TC 99M TETROFOSMIN,CHEMBL1200857,V09GA02,technetium (99mTc) tetrofosmin,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09G,CARDIOVASCULAR SYSTEM,V09GA,Technetium (99mTc) compounds,ChEMBL_36
DRUG:TECHNETIUM TC 99M TILMANOCEPT,TECHNETIUM TC 99M TILMANOCEPT,CHEMBL2108726,V09IA09,technetium (99mTc) tilmanocept,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IA,Technetium (99mTc) compounds,ChEMBL_36
DRUG:TECHNETIUM TC-99M,TECHNETIUM TC-99M,CHEMBL4297443,V09EA02,technetium (99mTc) technegas,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09E,RESPIRATORY SYSTEM,V09EA,"Technetium (99mTc), inhalants",ChEMBL_36
DRUG:TECLISTAMAB,TECLISTAMAB,CHEMBL4594505,L01FX24,teclistamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:TECOVIRIMAT,TECOVIRIMAT,CHEMBL1257073,J05AX24,tecovirimat,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals,ChEMBL_36
DRUG:TEDIZOLID,TEDIZOLID,CHEMBL1257051,J01XX11,tedizolid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,ChEMBL_36
DRUG:TEDUGLUTIDE,TEDUGLUTIDE,CHEMBL2104987,A16AX08,teduglutide,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,ChEMBL_36
DRUG:TEGAFUR,TEGAFUR,CHEMBL20883,L01BC53,"tegafur, combinations",L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,Pyrimidine analogues,ChEMBL_36
DRUG:TEGAFUR,TEGAFUR,CHEMBL20883,L01BC03,tegafur,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,Pyrimidine analogues,ChEMBL_36
DRUG:TEGASEROD,TEGASEROD,CHEMBL76370,A06AX06,tegaserod,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,ChEMBL_36
DRUG:TEICOPLANIN,TEICOPLANIN,CHEMBL4297166,J01XA02,teicoplanin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XA,Glycopeptide antibacterials,ChEMBL_36
DRUG:TELAPREVIR,TELAPREVIR,CHEMBL231813,J05AP02,telaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,ChEMBL_36
DRUG:TELAVANCIN,TELAVANCIN,CHEMBL507870,J01XA03,telavancin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XA,Glycopeptide antibacterials,ChEMBL_36
DRUG:TELBIVUDINE,TELBIVUDINE,CHEMBL374731,J05AF11,telbivudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,ChEMBL_36
DRUG:TELITHROMYCIN,TELITHROMYCIN,CHEMBL1136,J01FA15,telithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,ChEMBL_36
DRUG:TELMISARTAN,TELMISARTAN,CHEMBL1017,C09CA07,telmisartan,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",ChEMBL_36
