id,name,soc
AE:Hepatic steatosis,Hepatic steatosis,Hepatobiliary disorders
AE:Hyperlipidaemia,Hyperlipidaemia,Unclassified
AE:Hyperuricaemia,Hyperuricaemia,Unclassified
AE:Ill-defined disorder,Ill-defined disorder,General disorders and administration site conditions
AE:Inability to afford medication,Inability to afford medication,Unclassified
AE:Incorrect dose administered,Incorrect dose administered,Unclassified
AE:Influenza like illness,Influenza like illness,Infections and infestations
AE:Intentional dose omission,Intentional dose omission,Unclassified
AE:Intentional overdose,Intentional overdose,"Injury, poisoning and procedural complications"
AE:Jaundice,Jaundice,Hepatobiliary disorders
AE:Liver function test increased,Liver function test increased,Hepatobiliary disorders
AE:Lymphoma,Lymphoma,"Neoplasms benign, malignant and unspecified"
AE:Memory impairment,Memory impairment,Nervous system disorders
AE:Mental disorder,Mental disorder,Unclassified
AE:Migraine,Migraine,Nervous system disorders
AE:Mucosal inflammation,Mucosal inflammation,General disorders and administration site conditions
AE:Nephropathy,Nephropathy,Renal and urinary disorders
AE:Night sweats,Night sweats,Unclassified
AE:Nightmare,Nightmare,Psychiatric disorders
AE:Pneumocystis jirovecii pneumonia,Pneumocystis jirovecii pneumonia,Infections and infestations
AE:Polyhydramnios,Polyhydramnios,Unclassified
AE:Product dispensing error,Product dispensing error,Unclassified
AE:Product dose omission,Product dose omission,Unclassified
AE:Product dose omission in error,Product dose omission in error,Unclassified
AE:Product storage error,Product storage error,Product issues
AE:Psychiatric decompensation,Psychiatric decompensation,Unclassified
AE:Renal injury,Renal injury,Renal and urinary disorders
AE:Rhabdomyolysis,Rhabdomyolysis,Musculoskeletal and connective tissue disorders
AE:Road traffic accident,Road traffic accident,Unclassified
AE:Suicide attempt,Suicide attempt,"Injury, poisoning and procedural complications"
AE:Syphilis,Syphilis,Unclassified
AE:Therapy cessation,Therapy cessation,General disorders and administration site conditions
AE:Therapy change,Therapy change,General disorders and administration site conditions
AE:Urticaria,Urticaria,Skin and subcutaneous tissue disorders
AE:Vertigo,Vertigo,Ear and labyrinth disorders
AE:Wrong technique in product usage process,Wrong technique in product usage process,General disorders and administration site conditions
AE:Acoustic stimulation tests abnormal,Acoustic stimulation tests abnormal,Ear and labyrinth disorders
AE:Acute coronary syndrome,Acute coronary syndrome,Cardiac disorders
AE:Acute respiratory failure,Acute respiratory failure,"Respiratory, thoracic and mediastinal disorders"
AE:Altered state of consciousness,Altered state of consciousness,Psychiatric disorders
AE:Amnesia,Amnesia,Nervous system disorders
AE:Anal cancer,Anal cancer,"Neoplasms benign, malignant and unspecified"
AE:Arterial disorder,Arterial disorder,Vascular disorders
AE:Atrial septal defect,Atrial septal defect,Unclassified
AE:Balance disorder,Balance disorder,Nervous system disorders
AE:Behaviour disorder,Behaviour disorder,Unclassified
AE:Benign prostatic hyperplasia,Benign prostatic hyperplasia,"Neoplasms benign, malignant and unspecified"
AE:Blood cholesterol abnormal,Blood cholesterol abnormal,Investigations
AE:Blood creatine phosphokinase increased,Blood creatine phosphokinase increased,Investigations
AE:Blood triglycerides abnormal,Blood triglycerides abnormal,Investigations
AE:Bone marrow toxicity,Bone marrow toxicity,Blood and lymphatic system disorders
AE:Breast disorder,Breast disorder,Reproductive system and breast disorders
AE:Cardiac arrest,Cardiac arrest,Cardiac disorders
AE:Cardio-respiratory arrest,Cardio-respiratory arrest,"Respiratory, thoracic and mediastinal disorders"
AE:Cell death,Cell death,General disorders and administration site conditions
AE:Cellulitis,Cellulitis,Infections and infestations
AE:Central nervous system inflammation,Central nervous system inflammation,Nervous system disorders
AE:Cerebellar syndrome,Cerebellar syndrome,Unclassified
AE:Cerebral infarction,Cerebral infarction,Nervous system disorders
AE:Cholelithiasis,Cholelithiasis,Unclassified
AE:Cholestasis,Cholestasis,Unclassified
AE:Cholestasis of pregnancy,Cholestasis of pregnancy,Unclassified
AE:Chorea,Chorea,Unclassified
AE:Chromaturia,Chromaturia,Unclassified
AE:Chronic hepatitis C,Chronic hepatitis C,Infections and infestations
AE:Congenital hydrocephalus,Congenital hydrocephalus,"Congenital, familial and genetic disorders"
AE:Congenital naevus,Congenital naevus,"Congenital, familial and genetic disorders"
AE:Cytomegalovirus chorioretinitis,Cytomegalovirus chorioretinitis,Unclassified
AE:Dermatitis exfoliative,Dermatitis exfoliative,Skin and subcutaneous tissue disorders
AE:Dermatitis exfoliative generalised,Dermatitis exfoliative generalised,Skin and subcutaneous tissue disorders
AE:Dilatation ventricular,Dilatation ventricular,Unclassified
AE:Dysdiadochokinesis,Dysdiadochokinesis,Unclassified
AE:Ectopic pregnancy,Ectopic pregnancy,Unclassified
AE:Encephalitis,Encephalitis,Infections and infestations
AE:Encephalopathy,Encephalopathy,Unclassified
AE:Epilepsy,Epilepsy,Unclassified
AE:Euglycaemic diabetic ketoacidosis,Euglycaemic diabetic ketoacidosis,Metabolism and nutrition disorders
AE:Flushing,Flushing,Vascular disorders
AE:Genotype drug resistance test positive,Genotype drug resistance test positive,Investigations
AE:HIV peripheral neuropathy,HIV peripheral neuropathy,Infections and infestations
AE:HIV-associated neurocognitive disorder,HIV-associated neurocognitive disorder,Infections and infestations
AE:Helicobacter infection,Helicobacter infection,Infections and infestations
AE:Hemiparesis,Hemiparesis,Unclassified
AE:Hepatitis cholestatic,Hepatitis cholestatic,Unclassified
AE:Hepatocellular injury,Hepatocellular injury,"Injury, poisoning and procedural complications"
AE:Hepatomegaly,Hepatomegaly,Hepatobiliary disorders
AE:Hydrocephalus,Hydrocephalus,Unclassified
AE:Hypercholesterolaemia,Hypercholesterolaemia,Unclassified
AE:Hyperglycaemia,Hyperglycaemia,Metabolism and nutrition disorders
AE:Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,Unclassified
AE:Hypophagia,Hypophagia,Unclassified
AE:Immune reconstitution inflammatory syndrome associated tuberculosis,Immune reconstitution inflammatory syndrome associated tuberculosis,Infections and infestations
AE:Infarction,Infarction,Unclassified
AE:Intentional self-injury,Intentional self-injury,"Injury, poisoning and procedural complications"
AE:Interstitial lung disease,Interstitial lung disease,"Respiratory, thoracic and mediastinal disorders"
AE:Irritability,Irritability,Psychiatric disorders
AE:Left ventricular dilatation,Left ventricular dilatation,Cardiac disorders
AE:Lethargy,Lethargy,Nervous system disorders
AE:Lipids abnormal,Lipids abnormal,Investigations
AE:Liver injury,Liver injury,Hepatobiliary disorders
AE:Low set ears,Low set ears,Unclassified
AE:Lower respiratory tract infection,Lower respiratory tract infection,Infections and infestations
AE:Lymphopenia,Lymphopenia,Unclassified
AE:Meningitis viral,Meningitis viral,Infections and infestations
AE:Meningoencephalitis viral,Meningoencephalitis viral,Infections and infestations
AE:Mouth ulceration,Mouth ulceration,Unclassified
AE:Neonatal respiratory distress syndrome,Neonatal respiratory distress syndrome,"Pregnancy, puerperium and perinatal conditions"
AE:Nervousness,Nervousness,Psychiatric disorders
AE:Neutrophil count decreased,Neutrophil count decreased,Investigations
AE:Ocular icterus,Ocular icterus,Eye disorders
AE:Oligohydramnios,Oligohydramnios,Unclassified
AE:Pancreatitis acute,Pancreatitis acute,Unclassified
AE:Parainfluenzae virus infection,Parainfluenzae virus infection,Infections and infestations
AE:Patent ductus arteriosus,Patent ductus arteriosus,Unclassified
AE:Peripheral sensory neuropathy,Peripheral sensory neuropathy,Nervous system disorders
AE:Pharyngitis,Pharyngitis,Infections and infestations
AE:Placenta praevia,Placenta praevia,Unclassified
AE:Polydipsia,Polydipsia,Metabolism and nutrition disorders
AE:Portal vein thrombosis,Portal vein thrombosis,Vascular disorders
AE:Postpartum haemorrhage,Postpartum haemorrhage,"Pregnancy, puerperium and perinatal conditions"
AE:Pre-eclampsia,Pre-eclampsia,"Pregnancy, puerperium and perinatal conditions"
AE:Premature rupture of membranes,Premature rupture of membranes,Unclassified
AE:Product substitution issue,Product substitution issue,Unclassified
AE:Pruritus generalised,Pruritus generalised,Skin and subcutaneous tissue disorders
AE:Renal colic,Renal colic,Renal and urinary disorders
AE:Renal failure acute,Renal failure acute,Renal and urinary disorders
AE:Renal tubular disorder,Renal tubular disorder,Renal and urinary disorders
AE:Restlessness,Restlessness,Psychiatric disorders
AE:Rhinitis,Rhinitis,Unclassified
AE:Rhinorrhoea,Rhinorrhoea,"Respiratory, thoracic and mediastinal disorders"
AE:Septic shock,Septic shock,Infections and infestations
AE:Shock,Shock,Vascular disorders
AE:Skin exfoliation,Skin exfoliation,Skin and subcutaneous tissue disorders
AE:Spina bifida,Spina bifida,"Congenital, familial and genetic disorders"
AE:Supernumerary nipple,Supernumerary nipple,Reproductive system and breast disorders
AE:Syncope,Syncope,Nervous system disorders
AE:Tuberculosis,Tuberculosis,Infections and infestations
AE:Visual acuity reduced,Visual acuity reduced,Eye disorders
AE:Weight fluctuation,Weight fluctuation,Unclassified
AE:Ventricular tachycardia,Ventricular tachycardia,Cardiac disorders
AE:Abdominal pain lower,Abdominal pain lower,Gastrointestinal disorders
AE:Abnormal faeces,Abnormal faeces,Unclassified
AE:Accidental overdose,Accidental overdose,"Injury, poisoning and procedural complications"
AE:Acne,Acne,Skin and subcutaneous tissue disorders
AE:Adverse reaction,Adverse reaction,General disorders and administration site conditions
AE:Anal incontinence,Anal incontinence,Renal and urinary disorders
AE:Anger,Anger,Psychiatric disorders
AE:Ankle fracture,Ankle fracture,"Injury, poisoning and procedural complications"
AE:Apathy,Apathy,Unclassified
AE:Aphasia,Aphasia,Nervous system disorders
AE:Arrhythmia,Arrhythmia,Cardiac disorders
AE:Back disorder,Back disorder,Unclassified
AE:Back injury,Back injury,"Injury, poisoning and procedural complications"
AE:Bedridden,Bedridden,Unclassified
AE:Blister,Blister,Skin and subcutaneous tissue disorders
AE:Blood calcium abnormal,Blood calcium abnormal,Investigations
AE:Blood calcium decreased,Blood calcium decreased,Investigations
AE:Blood calcium increased,Blood calcium increased,Investigations
AE:Blood glucose decreased,Blood glucose decreased,Investigations
AE:Blood iron decreased,Blood iron decreased,Investigations
AE:Blood parathyroid hormone decreased,Blood parathyroid hormone decreased,Endocrine disorders
AE:Blood parathyroid hormone increased,Blood parathyroid hormone increased,Endocrine disorders
AE:Blood potassium decreased,Blood potassium decreased,Investigations
AE:Blood potassium increased,Blood potassium increased,Investigations
AE:Blood pressure abnormal,Blood pressure abnormal,Investigations
AE:Blood pressure decreased,Blood pressure decreased,Investigations
AE:Blood pressure fluctuation,Blood pressure fluctuation,Investigations
AE:Blood pressure systolic increased,Blood pressure systolic increased,Investigations
AE:Blood sodium decreased,Blood sodium decreased,Investigations
AE:Blood test abnormal,Blood test abnormal,Investigations
AE:Blood thyroid stimulating hormone increased,Blood thyroid stimulating hormone increased,Endocrine disorders
AE:Blood urea increased,Blood urea increased,Investigations
AE:Blood urine present,Blood urine present,Unclassified
AE:Body temperature increased,Body temperature increased,Investigations
AE:Bone density abnormal,Bone density abnormal,Investigations
AE:Bone density decreased,Bone density decreased,Investigations
AE:Bone disorder,Bone disorder,Unclassified
AE:Bone loss,Bone loss,Unclassified
AE:Bone pain,Bone pain,Musculoskeletal and connective tissue disorders
AE:Bowel movement irregularity,Bowel movement irregularity,Gastrointestinal disorders
AE:Bradycardia,Bradycardia,Cardiac disorders
AE:Brain fog,Brain fog,Unclassified
AE:Breast cancer,Breast cancer,"Neoplasms benign, malignant and unspecified"
AE:Breast pain,Breast pain,Reproductive system and breast disorders
AE:Breast tenderness,Breast tenderness,Reproductive system and breast disorders
AE:Burning sensation,Burning sensation,Unclassified
AE:Cardiac discomfort,Cardiac discomfort,Cardiac disorders
AE:Cardiac failure congestive,Cardiac failure congestive,Cardiac disorders
AE:Cardiac flutter,Cardiac flutter,Cardiac disorders
AE:Coccydynia,Coccydynia,Unclassified
AE:Cold sweat,Cold sweat,Skin and subcutaneous tissue disorders
AE:Compression fracture,Compression fracture,"Injury, poisoning and procedural complications"
AE:Concussion,Concussion,"Injury, poisoning and procedural complications"
AE:Crying,Crying,General disorders and administration site conditions
AE:Deep vein thrombosis,Deep vein thrombosis,Vascular disorders
AE:Dementia,Dementia,Nervous system disorders
AE:Device use issue,Device use issue,Product issues
AE:Discomfort,Discomfort,General disorders and administration site conditions
AE:Disturbance in attention,Disturbance in attention,Unclassified
AE:Dizziness postural,Dizziness postural,Nervous system disorders
AE:Dry eye,Dry eye,Eye disorders
AE:Dry skin,Dry skin,Skin and subcutaneous tissue disorders
AE:Dysgeusia,Dysgeusia,Nervous system disorders
AE:Dyskinesia,Dyskinesia,Nervous system disorders
AE:Dysstasia,Dysstasia,Unclassified
AE:Ear congestion,Ear congestion,Ear and labyrinth disorders
AE:Ear discomfort,Ear discomfort,Ear and labyrinth disorders
AE:Ear infection,Ear infection,Ear and labyrinth disorders
AE:Ear pain,Ear pain,Ear and labyrinth disorders
AE:Eczema,Eczema,Skin and subcutaneous tissue disorders
AE:Electric shock sensation,Electric shock sensation,Vascular disorders
AE:Emotional disorder,Emotional disorder,Psychiatric disorders
AE:Epistaxis,Epistaxis,"Respiratory, thoracic and mediastinal disorders"
AE:Expired product administered,Expired product administered,Unclassified
AE:Extrasystoles,Extrasystoles,Unclassified
AE:Eye infection,Eye infection,Eye disorders
AE:Eye irritation,Eye irritation,Eye disorders
AE:Eye pain,Eye pain,Eye disorders
AE:Eye pruritus,Eye pruritus,Eye disorders
