drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc
ALCOHOL,CHEMBL545,V03AZ01,ethanol,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AZ,Nerve depressants
ALCURONIUM,CHEMBL3305985,M03AA01,alcuronium,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AA,Curare alkaloids
ALDESLEUKIN,CHEMBL1201438,L03AC01,aldesleukin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AC,Interleukins
ALDOSTERONE,CHEMBL273453,H02AA01,aldosterone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AA,Mineralocorticoids
ALECTINIB,CHEMBL1738797,L01ED03,alectinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors
ALEFACEPT,CHEMBL1201571,L04AA15,alefacept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants
ALEMTUZUMAB,CHEMBL1201587,L04AG06,alemtuzumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies
ALENDRONIC ACID,CHEMBL870,M05BA04,alendronic acid,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates
ALFACALCIDOL,CHEMBL1601669,A11CC03,alfacalcidol,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues
ALFAXALONE,CHEMBL190279,N01AX05,alfaxalone,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AX,Other general anesthetics
ALFENTANIL,CHEMBL634,N01AH02,alfentanil,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AH,Opioid anesthetics
ALFUZOSIN,CHEMBL709,G04CA01,alfuzosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists
ALGELDRATE,CHEMBL3833310,A02AB02,algeldrate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALGINIC ACID,CHEMBL2108894,A02BX13,alginic acid,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
ALGLUCERASE,CHEMBL1201633,A16AB01,alglucerase,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes
ALGLUCOSIDASE ALFA,CHEMBL1201824,A16AB07,alglucosidase alfa,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes
ALIPOGENE TIPARVOVEC,CHEMBL2108304,C10AX10,alipogene tiparvovec,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents
ALIROCUMAB,CHEMBL2109540,C10AX14,alirocumab,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents
ALISKIREN,CHEMBL1639,C09XA02,aliskiren,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors
ALITRETINOIN,CHEMBL705,D11AH04,alitretinoin,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AH,"Agents for dermatitis, excluding corticosteroids"
ALITRETINOIN,CHEMBL705,L01XF02,alitretinoin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XF,Retinoids for cancer treatment
ALIZAPRIDE,CHEMBL290194,A03FA05,alizapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
ALLOBARBITAL,CHEMBL267719,N05CA21,allobarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain"
ALLOPURINOL,CHEMBL1467,M04AA01,allopurinol,M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production
ALLOPURINOL,CHEMBL1467,M04AA51,"allopurinol, combinations",M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AA,Preparations inhibiting uric acid production
ALLYLESTRENOL,CHEMBL3185133,G03DC01,allylestrenol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D,PROGESTOGENS,G03DC,Estren derivatives
ALMAGATE,CHEMBL3833390,A02AD03,almagate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds"
ALMASILATE,CHEMBL3833322,A02AD05,almasilate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds"
ALMINOPROFEN,CHEMBL1765293,M01AE16,alminoprofen,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives
ALMITRINE,CHEMBL1183717,R07AB07,almitrine,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants
ALMOTRIPTAN,CHEMBL1505,N02CC05,almotriptan,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists
ALOGLIPTIN,CHEMBL376359,A10BH04,alogliptin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors
ALOGLUTAMOL,CHEMBL3707299,A02AB06,aloglutamol,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALOSETRON,CHEMBL1110,A03AE01,alosetron,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists
ALOXIPRIN,CHEMBL2108222,B01AC15,aloxiprin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin
ALOXIPRIN,CHEMBL2108222,N02BA02,aloxiprin,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives
ALPELISIB,CHEMBL2396661,L01EM03,alpelisib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors
ALPHA-CYPERMETHRIN,CHEMBL373204,P03BA02,cypermethrin,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03B,INSECTICIDES AND REPELLENTS,P03BA,Pyrethrines
ALPRAZOLAM,CHEMBL661,N05BA12,alprazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives
ALPRENOLOL,CHEMBL266195,C07AA01,alprenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective"
ALPROSTADIL,CHEMBL495,G04BE01,alprostadil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction
ALPROSTADIL,CHEMBL495,C01EA01,alprostadil,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01E,OTHER CARDIAC PREPARATIONS,C01EA,Prostaglandins
ALSACTIDE,CHEMBL3989434,V04CH04,alsactide,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CH,Tests for renal function and ureteral injuries
ALTEPLASE,CHEMBL1201593,B01AD02,alteplase,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes
ALTEPLASE,CHEMBL1201593,S01XA13,alteplase,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals
ALTRETAMINE,CHEMBL1455,L01XX03,altretamine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents
ALUMINIUM ACETOACETATE,CHEMBL3707335,A02AB05,aluminium acetoacetate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALUMINIUM ACETOTARTRATE,CHEMBL3707241,S02AA04,aluminium acetotartrate,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives
ALUMINIUM GLYCINATE,CHEMBL3707233,A02AB07,aluminium glycinate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALUMINIUM NICOTINATE,CHEMBL3707287,C10AD04,aluminium nicotinate,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives
ALUMINIUM OXIDE,CHEMBL4594252,D10AX04,aluminium oxide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AX,Other anti-acne preparations for topical use
ALUMINUM CHLORIDE,CHEMBL3833314,D10AX01,aluminium chloride,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AX,Other anti-acne preparations for topical use
ALUMINUM CHLOROHYDRATE,CHEMBL2109016,D09AA08,aluminium chlorohydrate,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives
ALUMINUM CHLOROHYDRATE,CHEMBL2109016,M05BX02,aluminium chlorohydrate,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization
ALUMINUM CLOFIBRATE,CHEMBL3833336,C10AB03,aluminium clofibrate,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates
ALUMINUM HYDROXIDE,CHEMBL1200706,A02AB01,aluminium hydroxide,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALUMINUM PHOSPHATE,CHEMBL3833315,A02AB03,aluminium phosphate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds
ALVERINE,CHEMBL253371,A03AX58,"alverine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
ALVERINE,CHEMBL253371,A03AX08,alverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
ALVIMOPAN,CHEMBL270190,A06AH02,alvimopan,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AH,Peripheral opioid receptor antagonists
AMANTADINE,CHEMBL660,N04BB01,amantadine,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BB,Adamantane derivatives
AMBAZONE,CHEMBL2103762,R02AA01,ambazone,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics
AMBENONIUM,CHEMBL1652,N07AA30,ambenonium,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07A,PARASYMPATHOMIMETICS,N07AA,Anticholinesterases
AMBRISENTAN,CHEMBL1111,C02KX02,ambrisentan,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension
AMBROXOL,CHEMBL153479,R05CB06,ambroxol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics
AMBROXOL,CHEMBL153479,R02AD05,ambroxol,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local"
AMBUPHYLLINE,CHEMBL2104089,R03DA10,bufylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines
AMCINONIDE,CHEMBL1200732,D07AC11,amcinonide,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AC,"Corticosteroids, potent (group III)"
AMDINOCILLIN,CHEMBL530,J01CA11,mecillinam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum
AMDINOCILLIN PIVOXIL,CHEMBL1650818,J01CA08,pivmecillinam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum
AMENAMEVIR,CHEMBL4297592,J05AX26,amenamevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals
AMEZINIUM METILSULFATE,CHEMBL2106667,C01CA25,amezinium metilsulfate,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents
AMIFAMPRIDINE,CHEMBL354077,N07XX05,amifampridine,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07XX,Other nervous system drugs
AMIFOSTINE,CHEMBL1006,V03AF05,amifostine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment
AMIKACIN,CHEMBL177,S01AA21,amikacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
AMIKACIN,CHEMBL177,D06AX12,amikacin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use
AMIKACIN,CHEMBL177,J01GB06,amikacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GB,Other aminoglycosides
AMILORIDE,CHEMBL945,C03DB01,amiloride,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DB,Other potassium-sparing agents
AMINACRINE,CHEMBL43184,D08AA02,aminoacridine,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AA,Acridine derivatives
AMINEPTINE,CHEMBL418995,N06AA19,amineptine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors
AMINO ACIDS,CHEMBL1201498,B05BA01,amino acids,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,I.V. SOLUTIONS,B05BA,Solutions for parenteral nutrition
AMINO(DIPHENYLHYDANTOIN) VALERIC ACID,CHEMBL3707389,N03AB03,amino(diphenylhydantoin) valeric acid,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AB,Hydantoin derivatives
AMINOBENZOATE POTASSIUM,CHEMBL1564391,D11AX23,aminobenzoate potassium,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AX,Other dermatologicals
AMINOBENZOIC ACID,CHEMBL542,D02BA01,aminobenzoic acid,D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02B,PROTECTIVES AGAINST UV-RADIATION,D02BA,Protectives against UV-radiation for topical use
AMINOCAPROIC ACID,CHEMBL1046,B02AA01,aminocaproic acid,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids
AMINOGLUTETHIMIDE,CHEMBL488,L02BG01,aminoglutethimide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors
AMINOHIPPURIC ACID,CHEMBL463,V04CH30,aminohippuric acid,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CH,Tests for renal function and ureteral injuries
AMINOLEVULINIC ACID,CHEMBL601,L01XD04,aminolevulinic acid,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XD,Sensitizers used in photodynamic/radiation therapy
AMINOMETHYLBENZOIC ACID,CHEMBL328875,B02AA03,aminomethylbenzoic acid,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids
AMINOPHYLLINE,CHEMBL1370561,R03DA55,"aminophylline, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines
AMINOPHYLLINE,CHEMBL1370561,R03DA05,aminophylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines
AMINOPYRINE,CHEMBL288470,N02BB73,"aminophenazone, combinations with psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones
AMINOPYRINE,CHEMBL288470,N02BB03,aminophenazone,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones
AMINOPYRINE,CHEMBL288470,N02BB53,"aminophenazone, combinations excl. psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones
AMINOSALICYLATE CALCIUM,CHEMBL2105983,J04AA03,calcium aminosalicylate,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
AMINOSALICYLATE SODIUM,CHEMBL2096646,J04AA02,sodium aminosalicylate,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
AMINOSALICYLIC ACID,CHEMBL1169,J04AA01,4-aminosalicylic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
AMIODARONE,CHEMBL633,C01BD01,amiodarone,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BD,"Antiarrhythmics, class III"
AMISULPRIDE,CHEMBL243712,N05AL05,amisulpride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides
AMITHIOZONE,CHEMBL375492,J04AK07,thioacetazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
AMITRIPTYLINE,CHEMBL629,N06AA09,amitriptyline,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors
AMIVANTAMAB,CHEMBL4297774,L01FX18,amivantamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates
AMLEXANOX,CHEMBL1096,A01AD07,amlexanox,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AD,Other agents for local oral treatment
AMLEXANOX,CHEMBL1096,R03DX01,amlexanox,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DX,Other systemic drugs for obstructive airway diseases
AMLODIPINE,CHEMBL1491,C08CA01,amlodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives
AMMONIA N 13,CHEMBL1201189,V09GX05,ammonia (13N),V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09G,CARDIOVASCULAR SYSTEM,V09GX,Other cardiovascular system diagnostic radiopharmaceuticals
AMMONIUM CHLORIDE,CHEMBL1200939,B05XA04,ammonium chloride,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X,I.V. SOLUTION ADDITIVES,B05XA,Electrolyte solutions
AMMONIUM CHLORIDE,CHEMBL1200939,G04BA01,ammonium chloride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BA,Acidifiers
AMOBARBITAL,CHEMBL267894,N05CA02,amobarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain"
AMODIAQUINE,CHEMBL682,P01BA06,amodiaquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines
AMOROLFINE,CHEMBL489411,D01AE16,amorolfine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use
AMOXAPINE,CHEMBL1113,N06AA17,amoxapine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors
AMOXICILLIN,CHEMBL1082,J01CA04,amoxicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum
