drug	cluster	pca1	pca2
FARLETUZUMAB	9	2.985619	2.6100724
FATTY ACIDS, UNSPECIFIED	17	1.5467843	4.2335086
FAVIPIRAVIR	13	-0.8127165	0.7609587
FEBUXOSTAT	19	0.29804307	0.14363049
FECAL MICROBIOTA, UNSPECIFIED	5	1.7918559	0.46587452
FEDRATINIB	15	-5.0754557	1.4749583
FELBAMATE	17	-0.5075946	3.1126635
FELODIPINE	18	-0.8943508	0.39216778
FENFLURAMINE	18	-1.3373201	0.88265777
FENOFIBRATE	19	1.3287196	0.9798278
FENOTEROL	11	-2.0837827	0.23490703
FENOTEROL;IPRATROPIUM	11	-0.6379689	1.4744629
FENPIVERINIUM BROMIDE	14	-1.4010026	-0.20880602
FENTANYL	19	3.480008	-0.4044422
FENTANYL CITRATE	0	-1.1206231	1.4783618
FERRIC DERISOMALTOSE	11	-3.9909618	-0.0011258712
FERRITIN	14	1.1678529	-1.5562029
FERROUS SULFATE	6	-1.0743335	2.639461
FERUMOXYTOL	7	-3.3002412	0.40041515
FESOTERODINE	18	-1.1798342	0.15026928
FEXOFENADINE	18	-0.05765049	-1.2096264
FEXOFENADINE HYDROCHLORIDE	15	-4.396315	-0.67748857
FEXOFENADINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE	1	-0.6615677	-3.283501
FEXOFENADINE;PSEUDOEPHEDRINE	18	-3.121262	-2.277447
FEZOLINETANT	15	-3.8807454	-0.39487383
FIBRINOGEN HUMAN\HUMAN THROMBIN	1	3.3079476	-1.9851295
FIBRINOGEN HUMAN\THROMBIN HUMAN	1	2.7441158	-1.8231018
FIDAXOMICIN	9	-3.8901696	2.5168417
FILGOTINIB	12	-1.5021815	-1.8318328
FILGRASTIM	19	1.5135348	0.11968269
FINASTERIDE	19	1.983416	-1.0225028
FINASTERIDE;TAMSULOSIN	14	-1.7172285	-0.58081335
FINASTERIDE\MINOXIDIL	0	1.6054906	0.3318546
FINERENONE	6	-2.9093072	4.0398192
FINGOLIMOD	19	3.4244866	-0.9912946
FINGOLIMOD, TRIAL	8	5.4794674	-0.4379291
FISH OIL\OMEGA-3 FATTY ACIDS\OMEGA-6 FATTY ACIDS	3	1.8069056	0.19557981
FLECAINIDE	6	0.8013686	2.5506346
FLECAINIDE ACETATE	17	2.1951408	4.4206133
FLIBANSERIN	15	-4.644054	-0.089334644
FLORBETAPIR (18F)	8	5.681854	-1.5594484
FLORQUINITAU	8	5.5424523	-1.6748629
FLUALPRAZOLAM	3	5.454264	2.7090814
FLUBROMAZEPAM	3	6.0143394	0.2807998
FLUBROMAZOLAM	3	5.5601773	0.8803706
FLUCICLOVINE (18F)	8	3.6800265	-2.5259047
FLUCLOXACILLIN	6	-1.7510036	1.537037
FLUCONAZOLE	19	1.4264055	-0.0802794
FLUCYTOSINE	9	-2.4121659	4.2435255
FLUDARABINE	19	2.3613667	0.49336302
FLUDARABINE PHOSPHATE	9	-0.6538355	2.467289
FLUDIAZEPAM	3	5.7754197	0.7100273
FLUDROCORTISONE	6	-2.8942318	2.3542316
FLUDROCORTISONE ACETATE	8	2.9641154	-0.66383874
FLUINDIONE	6	0.66885024	4.26821
FLUMAZENIL	17	2.348954	5.5919995
FLUMETASONE	4	-1.4927615	-3.1269693
FLUMETASONE;SALICYLIC ACID	4	-2.302057	-4.6979623
FLUMETHASONE PIVALATE\NEOMYCIN SULFATE	4	-4.527492	-4.1599674
FLUNARIZINE	0	-2.7519011	0.187755
FLUNISOLIDE	1	3.3127038	-1.8950123
FLUNITRAZEPAM	0	-0.5948191	5.859553
FLUOCINOLONE	12	-1.4805542	-4.0121017
FLUOCINOLONE ACETONIDE	1	-1.3131413	-3.4375656
FLUOCINOLONE ACETONIDE\HYDROQUINONE\TRETINOIN	1	3.1039927	-2.1981957
FLUOCINOLONE ACETONIDE\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	1	0.26710203	-3.9156597
FLUOCINOLONE;HYDROQUINONE;TRETINOIN	12	-2.7402167	-3.959155
FLUOCINONIDE	12	-3.7660503	-4.1012645
FLUORESCEIN	7	-2.7955406	0.7664164
FLUORINE	7	0.04519436	-4.13275
FLUORINE\XYLITOL	8	4.4780545	-1.0861659
FLUOROMETHOLONE	4	-2.4003177	-5.654751
FLUOROURACIL	19	3.1359313	-0.26376504
FLUOROURACIL;FOLINIC ACID;IRINOTECAN	5	0.49280193	1.0380853
FLUOROURACIL;FOLINIC ACID;OXALIPLATIN	9	-4.1750054	1.01774
FLUOXETINE	19	3.332821	0.15632148
FLUOXETINE HYDROCHLORIDE	0	-2.2932048	3.870725
FLUOXETINE;OLANZAPINE	13	-1.253101	1.2798165
FLUOXYMESTERONE	3	5.1111693	-0.09815231
FLUPENTIXOL	0	-0.3847867	1.8199852
FLUPENTIXOL;MELITRACEN	3	4.8864937	3.2960334
FLUPHENAZINE	0	-1.7843746	4.9504614
FLUPHENAZINE DECANOATE	0	1.7498466	0.5611765
FLUPHENAZINE HYDROCHLORIDE	8	5.2563553	-0.49305978
FLUPIRTINE	18	-1.4280901	-0.551352
FLUPIRTINE MALEATE	15	-0.6285197	-2.5745966
FLURAZEPAM	0	0.21995145	4.009388
FLURAZEPAM HYDROCHLORIDE	3	4.9735646	3.1074991
FLURBIPROFEN	17	-2.1294012	2.3907769
FLUTAMIDE	6	-1.3634398	0.5478666
FLUTEMETAMOL (18F)	7	-2.8172567	-1.3303277
FLUTICASONE	19	2.453441	-2.1965854
FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	14	-3.5107996	-0.22567686
FLUTICASONE PROPIONATE	14	-3.2718945	-2.661658
FLUTICASONE PROPIONATE\SALMETEROL XINAFOATE	14	0.98265874	-2.867235
FLUTICASONE;FORMOTEROL	14	-2.1586783	-2.305804
FLUTICASONE;SALMETEROL	19	2.7694314	-1.5378352
FLUTICASONE;UMECLIDINIUM;VILANTEROL	18	0.4000038	-2.4006963
FLUTICASONE;VILANTEROL	19	1.5113407	-1.8942628
FLUTICASONE\FORMOTEROL	14	-0.5288617	-2.678156
FLUVASTATIN	6	-1.0924206	1.1596966
FLUVASTATIN SODIUM	19	2.4216545	0.6543656
FLUVOXAMINE	0	-0.040838555	3.3138733
FLUVOXAMINE MALEATE	3	5.7754006	1.0721387
FOLIC ACID	18	0.5484561	-1.4681779
FOLINIC ACID	19	2.957253	0.20543566
FOLLISTIM AQ CARTRIDGE	1	1.3471668	-3.5492449
FOLLITROPIN	15	-3.0715444	-0.90480095
FOLLITROPIN ALFA;LUTROPIN	8	4.7303514	0.05288708
FOLLITROPIN BETA	8	4.514594	-0.7895868
FOLLITROPIN DELTA	8	5.897153	-1.6620705
FOLLITROPIN;LUTROPIN	7	0.63891745	0.51949817
FOMEPIZOLE	13	0.9622728	-0.7505841
FONDAPARINUX	6	-0.8239951	1.186946
FOOD ADDITIVE	7	-0.5135387	-2.7101994
FORMALDEHYDE	2	4.3848457	-2.7007647
FORMOTEROL	18	0.19220567	-0.8318766
FORMOTEROL FUMARATE\MOMETASONE FUROATE	7	0.7648961	-1.1809442
FORMOTEROL;GLYCOPYRRONIUM	14	-4.3192616	-1.3989869
FORMOTEROL;MOMETASONE	18	0.3873451	-1.9370033
FORMOTEROL\MOMETASONE	8	4.0629983	-3.2990544
FORODESINE	8	4.1402545	-0.29524282
FOSAMPRENAVIR	5	-0.9307441	3.3267941
FOSAPREPITANT	4	-1.1588384	-2.7067528
FOSAPREPITANT DIMEGLUMINE	5	1.3151416	-0.3665537
FOSCARBIDOPA;FOSLEVODOPA	18	-0.7542098	0.069016926
FOSCARNET	9	0.42414883	3.6318357
FOSCARNET SODIUM	9	2.2944698	4.146156
FOSFOMYCIN	6	-2.8619509	3.6272323
FOSINOPRIL	0	-2.077518	1.2745748
FOSPHENYTOIN	17	-1.035561	3.9789894
FOSPHENYTOIN SODIUM	1	3.5644186	-1.9223667
FOSTAMATINIB	18	-2.484513	-2.0194583
FOTEMUSTINE	9	0.66525304	3.4178596
FRAMYCETIN	4	-2.8850005	-4.1733513
FREMANEZUMAB	18	-1.0201821	-2.1021967
FROVATRIPTAN	15	-6.2104197	0.5400413
FRUCTOSE	16	-3.7059684	-1.1345569
FRUCTOSE;GLYCEROL;SODIUM CHLORIDE	16	-2.8115847	0.035407405
FRUQUINTINIB	15	-3.6047792	-0.60278887
FULVESTRANT	19	2.2825148	-1.4246639
FUMARIC ACID	19	3.4656532	-1.105645
FUMARIC ACID, TRIAL	8	5.7557654	-2.1190577
FURANYLFENTANYL	3	5.2541904	1.0426022
FURAZIDINE	8	1.366641	-0.403912
FURAZOLIDONE	11	-1.457662	-0.620995
FUROSEMIDE	19	3.7561347	-0.85422575
FUROSEMIDE;POTASSIUM	14	-0.7871571	-1.7938893
FUROSEMIDE;SPIRONOLACTONE	6	-1.5684255	1.8943514
FUROSEMIDE\SPIRONOLACTONE	9	0.44177455	1.9306864
FUSIDIC ACID	6	-3.4918144	1.2425272
FUTIBATINIB	5	-4.5254602	1.3619188
G-CSF, UNSPECIFIED	9	-1.1653906	4.386122
GABAPENTIN	19	4.0225067	-0.7001468
GADOBENIC ACID	7	-1.6072702	-1.7751193
GADOBUTROL	18	-0.70606786	-0.33671433
GADODIAMIDE	15	-3.0173645	-3.1659875
GADOLINIUM	4	-4.161259	-2.8797903
GADOPENTETIC ACID	7	-2.5535169	-2.5669386
GADOPICLENOL	7	-4.340085	-1.2540842
GADOTERIC ACID	18	-1.341868	-0.6550786
GADOTERIDOL	7	-3.7343488	-0.8914071
GADOVERSETAMIDE	7	-2.683344	-1.2336526
GADOXETIC ACID	15	-4.201755	-1.8576356
GALANTAMINE	0	-0.9498416	3.198856
GALANTAMINE HYDROBROMIDE	10	1.8994751	2.0454645
GALCANEZUMAB	18	-0.86127585	-2.3347096
GALIXIMAB	4	-1.0609369	-4.5343995
GALLIUM (68GA) DOTATATE	5	-2.6102705	1.0614071
GALSULFASE	18	-2.3351285	-0.4455804
GAMMA-HYDROXYBUTYRATE	3	5.750735	0.6471665
GANAXOLONE	8	3.1158626	-2.4332712
GANCICLOVIR	9	1.3353837	2.701302
GANCICLOVIR SODIUM	13	1.2282488	0.16410793
GANIRELIX	15	-4.0075397	-0.3505172
GANIRELIX ACETATE	8	4.244869	-0.923958
GARENOXACIN	8	5.085121	-0.466681
GATIFLOXACIN	12	-2.5509443	-3.0583513
GEFITINIB	6	-1.4151125	0.7053839
GELATIN	13	0.14815103	-1.5324931
GEMCITABINE	19	2.7053668	0.2636265
GEMCITABINE HYDROCHLORIDE	9	-0.578385	3.3413124
GEMCITABINE;OXALIPLATIN	8	5.8272686	-1.2392633
GEMFIBROZIL	6	-3.1978333	1.691523
GEMIFLOXACIN	7	-1.7409772	-3.036469
GEMTUZUMAB OZOGAMICIN	9	-2.2021217	3.965727
GENTAMICIN	6	0.52568024	1.9964429
GENTAMICIN SULFATE	6	-3.8004026	3.5023732
GESTODENE	1	1.2640599	0.8899131
GIDAZEPAM	3	5.714039	0.5237358
GILTERITINIB	9	-0.6953489	3.4628158
GIMERACIL;OTERACIL;TEGAFUR	9	-2.2648451	2.6106489
GIMERACIL\OTERACIL\TEGAFUR	5	-2.5908823	1.0415993
GINKGO SPP	14	-3.3581696	-0.33999908
GIVINOSTAT	5	-5.6144443	2.3561838
GLASDEGIB	9	-1.0953907	2.7151167
GLASDEGIB, TRIAL	8	4.6935053	-0.3317292
GLATIRAMER	19	2.3246758	-1.5488937
GLATIRAMER ACETATE	15	-5.4913783	-2.6378725
GLECAPREVIR;PIBRENTASVIR	18	-0.026255712	0.16851117
GLIBENCLAMIDE	6	-1.1277132	1.6952595
GLIBENCLAMIDE;METFORMIN	6	0.08831775	3.9520035
GLICLAZIDE	19	1.4370165	0.26959482
GLIMEPIRIDE	19	0.96905947	1.1249416
GLIMEPIRIDE;ROSIGLITAZONE	6	1.0161761	0.5838788
GLIPIZIDE	18	-1.2240587	0.22032669
GLIQUIDONE	0	-2.3078272	3.209729
GLOFITAMAB	9	-1.9578834	4.5135746
GLUCAGON	6	-0.4226469	1.0235487
GLUCARPIDASE	17	0.36646655	4.316665
GLUCONATE	1	1.6056732	-0.2645935
GLUCOSAMINE	4	-1.7486507	-3.5360281
GLUCOSE	19	0.7436702	1.8505466
GLUCOSE 1-PHOSPHATE	9	1.2145205	1.045138
GLUCOSE;HEPARIN	11	-0.9214317	1.4220316
GLUCOSE;MAGNESIUM	1	1.4791572	-1.1295428
GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	19	2.100956	-0.5206267
GLUCOSE;NIKETHAMIDE	10	-3.118657	3.1661112
GLUCOSE;POTASSIUM;SODIUM CHLORIDE	8	5.5918345	0.24911387
GLUCOSE;SODIUM CHLORIDE	11	-0.5013351	1.6391051
GLUTAMIC ACID	17	0.7039796	1.3475845
GLUTATHIONE	14	-2.023885	-3.136005
GLUTEN	2	3.5173757	-2.4558458
GLYBURIDE	6	-2.4546752	3.5510554
GLYBURIDE\METFORMIN	8	4.5212574	1.0178381
GLYCERIN	1	2.56023	-2.746039
GLYCERIN\ICHTHAMMOL	1	2.654108	-2.9587982
GLYCERIN\LECITHIN\MEDIUM-CHAIN TRIGLYCERIDES\SOYBEAN OIL	8	2.6576047	-0.6222154
GLYCEROL	16	-3.1383622	0.68054026
GLYCEROL PHENYLBUTYRATE	15	-3.5234776	2.9581811
GLYCEROL;GLYCINE SPP;LECITHIN;MEDIUM-CHAIN TRIGLYCERIDES	8	2.8329105	-0.7407658
GLYCEROL;GLYCINE SPP;MEDIUM-CHAIN TRIGLYCERIDES;PHOSPHOLIPIDS	7	-2.2654932	1.3339856
GLYCEROL;PHOSPHOLIPIDS;UNSATURATED FATTY ACIDS	8	2.7928736	0.65339464
GLYCEROL;SACCHARIN;SODIUM BENZOATE	6	-0.6146963	4.8681974
GLYCERYL MONOSTEARATE	11	-0.6628444	-1.0623553
GLYCERYL TRINITRATE	19	0.8394831	-0.038721323
GLYCINE	17	2.7141953	2.8000653
GLYCINE SPP	11	-2.6271462	1.2107844
GLYCINE SPP;MANNITOL;SODIUM CHLORIDE	15	-5.9551935	-0.8943359
GLYCINE SPP;OLEA SPP;TRIGLYCERIDES, UNSPECIFIED;UNSATURATED FATTY ACIDS	5	-3.5709293	3.0884929
GLYCINE;SODIUM;SODIUM CHLORIDE	15	-5.088989	-1.6877716
GLYCONIAZIDE	14	0.64141214	-2.4103627
GLYCOPYRROLATE	14	-3.7804492	-1.1265137
GLYCOPYRROLATE\INDACATEROL MALEATE	14	-1.0958172	-3.2221115
GLYCOPYRRONIUM	18	0.5857952	-0.9120873
GLYCOPYRRONIUM;INDACATEROL	18	-0.7053845	-0.91029114
GLYCOPYRRONIUM;INDACATEROL;MOMETASONE	14	0.14569683	-3.039042
GLYCOPYRRONIUM\FORMOTEROL FUMARATE	8	4.4284215	0.011017017
GLYCYRRHIZA SPP	9	0.9642766	4.310969
GM-CSF	9	-3.5700874	2.3688526
GOLD (198 AU)	18	0.42342553	-2.528091
GOLIMUMAB	19	2.7620163	-1.6254247
GOLODIRSEN	15	-5.58443	0.12550114
GONADORELIN	5	-2.9454706	2.389585
GOSERELIN	18	-0.7089591	-0.7377335
GRAMICIDIN	4	-2.1933136	-4.2274837
GRAMICIDIN;NEOMYCIN;POLYMYXIN B	16	-3.2771204	-1.9052595
GRAMICIDIN;POLYMYXIN B	4	-4.3775864	-4.815772
GRAMICIDIN\NEOMYCIN SULFATE	1	0.3064962	-3.3664505
GRAMICIDIN\NEOMYCIN SULFATE\NYSTATIN\TRIAMCINOLONE ACETONIDE	4	-4.68287	-5.247878
GRAMICIDIN\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	1	2.299141	-3.4373422
GRAMICIDIN\NEOMYCIN\NYSTATIN\TRIAMCINOLONE	16	-2.4134405	-2.745429
GRAMICIDIN\NEOMYCIN\POLYMYXIN B SULFATE	1	3.0657115	-2.9823442
GRANISETRON	7	-3.1476095	2.6137779
GRANISETRON HYDROCHLORIDE	8	2.5620885	-0.29549402
GRAZOPREVIR	19	3.5548153	-1.4883794
GRISEOFULVIN	1	3.506602	-2.22104
GUACETISAL	8	2.2191494	0.5848614
GUADECITABINE	9	1.8893375	2.8803875
GUAIFENESIN	18	-1.8279293	-0.7012927
GUAIFENESIN;HYDROCODONE	3	2.2678297	1.2439154
GUAIFENESIN;PARACETAMOL;PHENYLEPHRINE	15	-4.8288336	-0.5654366
GUAIFENESIN;PSEUDOEPHEDRINE	15	-5.716298	-0.939034
GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE	2	4.197241	-2.6840649
GUAIFENESIN\SULFAMETHOXAZOLE\TRIMETHOPRIM	3	2.4186354	0.20063312
GUANFACINE	0	-0.95274264	2.7848353
GUANIDINE	15	-2.857936	-1.3712589
GUSELKUMAB	18	-0.9092212	-2.6649542
HALOPERIDOL	19	2.203125	0.8657572
HALOPERIDOL DECANOATE	13	1.3623488	2.599901
HALOPERIDOL LACTATE	3	5.2476764	1.0084542
HAMAMELIS SPP	4	-3.0642421	-3.8763657
HELIUM	3	5.825689	-0.5889275
HELIUM;OXYGEN	1	3.3687966	-1.8683766
HEMIN	5	-2.871698	2.3686924
HEPARIN	19	2.21162	0.90830106
HEPARIN SODIUM	6	-1.7135644	3.4524274
HEPARIN;SODIUM CHLORIDE	11	-1.0261283	0.31083393
HEPATITIS A VACCINE	15	-2.6842656	-0.84717554
HEPATITIS A VACCINE, INACTIVATED	7	3.0914025	-3.7731102
HEPATITIS B VACCINE	15	-4.316617	-2.5699763
HERBALS	15	-6.3270383	0.87058187
HERBALS, UNSPECIFIED	11	-1.3655778	-0.5620645
HERBALS, UNSPECIFIED;MITRAGYNA SPP	0	-0.68756545	5.0020866
HERBALS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	4	-1.2630726	-3.561394
HERBALS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED;SILYBUM SPP	17	1.1550398	4.553429
HERBALS, UNSPECIFIED;PAULLINIA SPP	11	-1.7032449	-0.1683375
HERBALS, UNSPECIFIED;PHENYL SALICYLATE	14	-0.07140824	-3.9193316
HERBALS, UNSPECIFIED;PLANTAGO SPP	11	-1.960478	-0.6018116
HERBALS, UNSPECIFIED;SENNA SPP	14	-3.632184	-2.5469806
HERBALS, UNSPECIFIED;SERENOA SPP	12	-3.7617955	0.35985878
HERBALS\MITRAGYNINE	3	3.8578038	-0.36566764
HERBALS\MUSHROOMS UNSPECIFIED	5	0.64333856	3.355967
HERBALS\VITAMINS	11	0.98109716	1.4956871
HEROIN	3	5.310698	2.4967604
HETASTARCH	17	2.3515966	2.1014435
HEXACHLOROPHENE	15	-3.6780262	0.44816053
HEXETIDINE	3	2.9789994	1.7200948
HISTAMINE	1	2.9801707	-1.6996354
HISTIDINE	17	3.2199547	4.4339337
HISTRELIN	7	-2.149019	-2.186863
HOMATROPINE	12	0.31649873	-2.7354705
HOMATROPINE HYDROBROMIDE	12	0.39224917	-2.4158988
HOMATROPINE;HYDROCODONE	3	5.9659867	-0.47689182
HOMEOPATHICS	5	-3.9471853	0.118720196
HOMEOPATHICS, UNSPECIFIED	13	-1.5731665	0.24350026
HPV VACCINE	15	-6.830485	0.18116929
HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN	13	0.15532123	0.64122134
HUMAN IMMUNOGLOBULIN G	9	-4.4543366	1.1440234
HUMAN MENOPAUSAL GONADOTROPHIN	15	-3.10383	0.08258179
HUMAN VACCINIA VIRUS IMMUNE GLOBULIN	13	2.1596546	0.055137746
HYALURONIC ACID	18	-2.0502489	-3.1642275
HYALURONIC ACID;LIDOCAINE	12	-3.234707	-5.021752
HYALURONIC ACID;TREHALOSE	18	-0.4313694	-0.18157956
HYALURONIC ACID\LIDOCAINE	13	-0.11240334	-2.5198646
HYALURONIDASE	4	-2.2530754	-2.3498578
HYALURONIDASE;IMMUNOGLOBULINS, UNSPECIFIED	18	-0.46080038	-1.9933364
HYALURONIDASE;PERTUZUMAB;TRASTUZUMAB	8	5.9515676	-1.4723701
HYALURONIDASE;RITUXIMAB	4	-2.8609931	-3.4705446
HYALURONIDASE;TRASTUZUMAB	5	-3.9912417	0.68829834
HYDRALAZINE	6	-0.207386	-0.09756577
HYDRALAZINE HYDROCHLORIDE	7	-2.7872884	-1.6604849
HYDRALAZINE;ISOSORBIDE DINITRATE	5	-0.83228654	-1.1258831
HYDROCHLORIC ACID	3	5.2013764	1.6409805
HYDROCHLOROTHIAZIDE	19	3.4990797	-0.26852977
HYDROCHLOROTHIAZIDE;IRBESARTAN	6	-2.031838	2.8634129
HYDROCHLOROTHIAZIDE;LISINOPRIL	18	-1.966148	0.29737052
HYDROCHLOROTHIAZIDE;LOSARTAN	6	-0.61887485	0.088648684
HYDROCHLOROTHIAZIDE;METOPROLOL	7	1.184746	-1.6291867
HYDROCHLOROTHIAZIDE;NEBIVOLOL	6	2.8776479	3.645164
HYDROCHLOROTHIAZIDE;OLMESARTAN	6	-2.11337	1.5754114
HYDROCHLOROTHIAZIDE;QUINAPRIL	10	-0.40086716	3.1324716
HYDROCHLOROTHIAZIDE;RAMIPRIL	6	-2.9082983	0.3678589
HYDROCHLOROTHIAZIDE;SPIRONOLACTONE	6	-1.7301375	0.45586258
HYDROCHLOROTHIAZIDE;TELMISARTAN	0	-2.160358	1.6315131
HYDROCHLOROTHIAZIDE;TRIAMTERENE	18	-3.0285451	-0.069906704
HYDROCHLOROTHIAZIDE;VALSARTAN	19	1.7135637	0.26649922
HYDROCHLOROTHIAZIDE\IRBESARTAN	10	-3.2744887	1.5588675
HYDROCHLOROTHIAZIDE\LISINOPRIL	8	4.6141734	-1.2930849
HYDROCHLOROTHIAZIDE\LOSARTAN POTASSIUM	6	-1.4592341	1.5921165
HYDROCHLOROTHIAZIDE\OLMESARTAN MEDOXOMIL	6	-2.967211	3.3628638
HYDROCHLOROTHIAZIDE\RAMIPRIL	17	-0.05448507	4.371517
HYDROCHLOROTHIAZIDE\TELMISARTAN	5	0.6272003	-0.55218375
HYDROCODONE	18	2.0302913	-0.35524178
HYDROCODONE BITARTRATE	0	-1.9736362	2.3761482
HYDROCODONE;IBUPROFEN	0	-1.5574703	1.5933218
HYDROCODONE;PARACETAMOL	19	2.6639664	-0.81052554
HYDROCORTISONE	19	3.1271935	-0.5766023
HYDROCORTISONE ACETATE	4	-3.7450542	-4.35502
HYDROCORTISONE ACETATE\PRAMOXINE HYDROCHLORIDE\ZINC SULFATE	14	-2.8602166	-2.9217167
HYDROCORTISONE BUTYRATE	4	-4.862845	-2.068968
HYDROCORTISONE;LIDOCAINE	5	-3.370482	0.065342255
HYDROCORTISONE;NEOMYCIN;POLYMYXIN B	12	-0.44769692	-4.2498603
HYDROCORTISONE;PRAMOCAINE	15	-2.952244	-2.428644
HYDROCORTISONE;PRAMOCAINE;ZINC	14	-2.628931	-4.0315337
HYDROCORTISONE\NEOMYCIN SULFATE	4	-4.6037774	-4.122256
HYDROCORTISONE\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	8	5.721452	-2.0891774
HYDROCORTISONE\NEOMYCIN\NITROFURAZONE\RETINOL\THYMOL\TYROTHRICIN	13	2.6231	-0.790218
HYDROGEN PEROXIDE	12	-0.18061894	-1.535013
HYDROMORPHONE	19	3.240538	-1.0641176
HYDROMORPHONE HYDROCHLORIDE	18	-1.5991338	-0.7412577
HYDROMORPHONE HYDROCHLORIDE\NALOXONE HYDROCHLORIDE	15	-1.0898454	-1.7034768
HYDROQUINONE	12	-2.3236024	-4.7910895
HYDROXYCARBAMIDE	6	-0.74404746	0.6919345
HYDROXYCHLOROQUINE	19	3.5914645	-0.8741516
HYDROXYCHLOROQUINE DIPHOSPHATE	4	-1.7875735	-2.7995915
HYDROXYCHLOROQUINE SULFATE	19	1.1341397	-1.925907
HYDROXYPROGESTERONE	18	-0.7798298	-1.4229288
HYDROXYPROGESTERONE CAPROATE	8	5.2126484	-0.13884617
HYDROXYQUINOLINE	4	-2.470005	-3.0716252
HYDROXYUREA	9	-3.6565685	1.6068395
HYDROXYZINE	19	1.4767838	0.6629558
HYDROXYZINE HYDROCHLORIDE	0	-0.64519525	3.831756
HYDROXYZINE PAMOATE	17	-0.39563632	3.585056
HYLAND'S TEETHING TABLETS	8	5.8074064	-0.6702686
HYMECROMONE	7	1.3575248	-0.39315724
HYOSCYAMINE	0	-4.2730045	2.4308598
HYOSCYAMINE SULFATE	12	-1.6022166	-1.6203021
HYPERICUM SPP	0	0.7714868	-0.2548219
HYPOCHLOROUS ACID	3	5.6643467	1.0477808
HYPROMELLOSE	12	1.2675332	-2.6883683
HYPROMELLOSE 2910 (4000 MPA.S)	8	5.3291183	-3.0321681
IBALIZUMAB	5	-3.5894623	-1.2264701
IBANDRONATE SODIUM	15	-4.750604	-2.4377768
IBANDRONIC ACID	19	1.6809677	-1.3105733
IBRITUMOMAB TIUXETAN	9	0.6967357	3.02884
IBRUTINIB	19	3.6490765	-1.2643842
IBUDILAST	15	-2.109216	-1.5624553
IBUPROFEN	19	3.6984353	-1.270494
IBUPROFEN;PARACETAMOL	4	-3.4663486	-3.5051687
IBUPROFEN;PHENYLEPHRINE	12	-2.2529788	-1.420514
IBUPROFEN;PSEUDOEPHEDRINE	15	-5.0178413	-1.8214569
IBUPROFEN\PSEUDOEPHEDRINE HYDROCHLORIDE	1	3.2766786	-1.980153
ICATIBANT	18	-0.93212956	-3.434614
ICHTHAMMOL;ZINC	16	-4.07674	-2.0198672
ICODEXTRIN	6	0.630975	3.3912022
IDARUBICIN	9	0.497494	2.7962794
IDARUBICIN HYDROCHLORIDE	8	4.9595027	-0.40241918
IDARUCIZUMAB	6	0.54971284	5.393883
IDASANUTLIN	8	3.8376136	1.1491722
IDECABTAGENE VICLEUCEL	9	-2.8450937	4.8253613
IDELALISIB	19	-0.24207246	1.0564069
IDURSULFASE	18	-0.5932401	-0.8965351
IFOSFAMIDE	19	2.262913	2.0430667
IGURATIMOD	19	3.4624662	0.70139366
ILAPRAZOLE	8	5.955621	-2.541951
ILOPERIDONE	0	-2.1798737	2.0695019
ILOPROST	18	0.19027415	-0.15149842
IMATINIB	19	2.4337797	-0.3504579
IMATINIB MESYLATE	6	-1.4766728	0.71019894
IMATINIB, TRIAL	5	-0.6131364	1.332736
IMDEVIMAB	7	-4.150696	1.4456288
IMEGLIMIN	5	-1.4244255	2.6192884
IMETELSTAT	9	0.78512657	3.72893
IMIGLUCERASE	15	-3.5023417	-0.26097462
IMIPENEM	9	-0.3991826	3.8650632
IMIPRAMINE	0	-1.7462904	3.8714762
IMIPRAMINE HYDROCHLORIDE	8	4.21315	0.24652898
IMIQUIMOD	15	-3.9727066	-2.6759079
IMMUNE GLOBULIN NOS	13	0.60310555	0.6293045
IMMUNOGLOBULIN ANTIHEPATITIS B	1	3.5759099	-2.1171947
IMMUNOGLOBULIN CYTOMEGALOVIRUS	9	-0.2235295	4.17986
IMMUNOGLOBULIN VARICELLA-ZOSTER	1	3.071023	-1.9562107
IMMUNOGLOBULINS, UNSPECIFIED	19	3.7758725	-2.0007324
IMPLITAPIDE	8	3.799644	-0.90882796
INAVOLISIB	9	-2.6346009	2.3386507
INCB 50465	13	1.2369204	1.0093644
INCLISIRAN	18	-0.96769536	-0.6358136
INDACATEROL	18	-0.8087189	0.25359538
INDAPAMIDE	19	0.5587818	0.4307395
INDAPAMIDE;PERINDOPRIL	6	-2.2219553	2.5318532
INDAPAMIDE\PERINDOPRIL	7	-0.87885976	0.8880095
INDAPAMIDE\PERINDOPRIL ARGININE	8	4.7154193	1.0181305
INDAPAMIDE\PERINDOPRIL ERBUMINE	6	1.6599802	4.2838917
INDINAVIR	9	-1.2119687	2.1226556
