drug_name	n_signals	n_female_higher	n_male_higher	mean_log_ratio	max_log_ratio	min_log_ratio	female_pct
GUANFACINE	19	13	6	0.40092648549047877	1.6701381404859499	-0.9058675655285291	68.4
SODIUM BICARBONATE;SODIUM CHLORIDE	19	1	18	-2.1829791035931443	0.7557062738807412	-4.204878505145815	5.3
ALENDRONATE SODIUM	19	7	12	-0.5793404931246562	0.9040406201427391	-2.1511137478299736	36.8
RIPRETINIB	19	6	13	-0.36139333683798397	1.0561234673845932	-2.5827831172298628	31.6
DAPSONE	19	4	15	-0.636248412955045	0.8455593263435786	-1.9854170136833473	21.1
ALGLUCOSIDASE ALFA	19	6	13	-0.3003965799742259	1.1753755302618014	-1.195066638998437	31.6
CLOFARABINE	18	12	6	0.29533525144594275	1.5594622829032714	-1.5128608470602618	66.7
REGADENOSON	18	7	11	-0.15681765280933022	0.8435343218140526	-1.108340050608794	38.9
SALICYLIC ACID	18	11	7	0.12217255014438393	1.5215247392743172	-2.0366352083798493	61.1
MIDOSTAURIN	18	9	9	-0.14189882531953593	1.2678678462812811	-1.804563248946005	50.0
DELAMANID	18	15	3	0.5931123965297542	1.279579674243949	-0.8865378768835996	83.3
URAPIDIL	18	12	6	0.21574671672017287	1.7597072374691707	-1.454713302065489	66.7
VITAMIN B7	18	0	18	-1.9662764825828773	-0.7835435569995473	-3.0194939808554477	0.0
TEICOPLANIN	18	15	3	0.5457680305404278	1.1430707742827386	-0.7664208959130407	83.3
SAXAGLIPTIN	18	12	6	0.2710425885910905	1.2433101658147316	-0.8933496635205747	66.7
TELOTRISTAT	18	2	16	-0.4779112058620327	0.8314735305025972	-0.8005602561231466	11.1
AMLODIPINE;HYDROCHLOROTHIAZIDE;VALSARTAN	18	10	8	-0.013777989493832089	0.7968132662869816	-1.0947112701265869	55.6
SUVOREXANT	18	3	15	-0.47241751471418403	1.1401796931838581	-1.0562397811722148	16.7
ADEFOVIR	18	16	2	0.8297388851647486	2.1613786297308195	-0.8273228803007122	88.9
IVACAFTOR	18	6	12	-0.2995934024779873	0.8100000031030363	-1.154064662195568	33.3
VALPROATE SODIUM	18	12	6	0.23644709148526571	1.4280472997306077	-0.9897848718176365	66.7
MICAFUNGIN	18	17	1	0.8217829447804761	1.844664676334383	-1.4911541602110883	94.4
CLOTRIMAZOLE	18	6	12	-0.8135871757092292	1.6166591757543698	-3.824851532849353	33.3
ESTRADIOL	18	0	18	-2.804994828066596	-0.7590103519421709	-5.864613801833109	0.0
PROPYLENE GLYCOL	17	0	17	-1.3387647863129664	-0.6542552046478267	-2.994503235824987	0.0
VILAZODONE	17	6	11	-0.2886489197516818	0.8184225074858954	-1.691245466250198	35.3
TRASTUZUMAB EMTANSINE	17	0	17	-1.693906329135105	-0.575251884313526	-3.9394483438230665	0.0
ROFLUMILAST	17	14	3	0.6660617553916485	1.781429599542136	-0.6608725696128366	82.4
TRIHEXYPHENIDYL	17	14	3	0.5845743200519212	1.3758167541054092	-1.0219422317144244	82.4
MINERALS, UNSPECIFIED;VITAMINS, UNSPECIFIED	17	13	4	0.527129689199226	1.5084554151025955	-0.9881106091570302	76.5
HEPARIN SODIUM	17	10	7	0.05234825488213515	1.3204111323746623	-1.412335912540433	58.8
GLIPIZIDE	17	8	9	-0.043075771741112316	1.3007523429015446	-1.139425453775831	47.1
VELAGLUCERASE ALFA	17	3	14	-0.46845636020373727	0.7771747169850061	-1.0988953014677953	17.6
DEXMETHYLPHENIDATE	17	13	4	0.5536672313958123	1.5475470518204542	-1.010909456689224	76.5
NEFOPAM	17	12	5	0.4246232885114295	1.8076516270666132	-0.9720970339558659	70.6
LEVOTHYROXINE SODIUM	17	6	11	-0.34847831519981554	1.181099349270202	-1.9677204911411272	35.3
MOLNUPIRAVIR	17	11	6	0.19041032956887505	1.134921459186367	-0.9640191312443025	64.7
DRONABINOL	17	8	9	-0.008253271020555971	1.4878449280345512	-1.7485992183397587	47.1
LETROZOLE	17	3	14	-1.6084215070653196	0.6416025315928108	-4.209615265030269	17.6
TROPATEPINE	17	15	2	0.6434589748630423	1.3932931333026166	-0.8180423905287203	88.2
CLORAZEPIC ACID	17	16	1	0.7012622688095689	1.4480504572044364	-1.152395307976647	94.1
DEXTROPROPOXYPHENE	16	7	9	-0.062496040372151715	1.2408296575214495	-1.0605149275307415	43.8
MENTHOL	16	5	11	-0.6541399301471109	1.170660619810863	-3.025424564242933	31.2
ALBUTEROL SULFATE	16	2	14	-0.5226223676113699	0.5444262577760837	-0.8860773612789474	12.5
DORZOLAMIDE;TIMOLOL	16	3	13	-0.5169639359279109	0.6824204037179216	-1.4391938102707367	18.8
ARMODAFINIL	16	2	14	-0.5477719376875462	0.6733941156778882	-1.2470329669086904	12.5
TRABECTEDIN	16	5	11	-0.27876353125605513	1.0286639031135696	-1.570896580438316	31.2
FRUQUINTINIB	16	6	10	-0.15864125976950844	0.6668234459652327	-0.8375493847784825	37.5
VITAMIN E	16	5	11	-0.8018491429798329	1.780480672327273	-2.7795079847747566	31.2
DEFIBROTIDE	16	15	1	0.8017092236568459	1.6353060198198217	-0.5751354800149053	93.8
PROPAFENONE	16	8	8	-0.015374316130244398	1.2009302517891678	-1.3765032982691774	50.0
ATROPINE;DIPHENOXYLATE	16	9	7	0.2340374987100883	1.8313915605949922	-1.062089671644408	56.2
PANTOPRAZOLE SODIUM	16	14	2	0.48774587431911953	0.885351172340701	-0.9581279533783176	87.5
GADOBENIC ACID	16	2	14	-0.447120171581983	0.8968668293157418	-0.9111424719426631	12.5
LORATADINE;PSEUDOEPHEDRINE	16	1	15	-0.634883086996104	0.5457833268316339	-0.9850623021982585	6.2
PRAZEPAM	15	9	6	0.08883287445791309	1.0120414863116514	-1.4720919453149235	60.0
PERPHENAZINE	15	8	7	-0.12276196878261682	2.011821025660175	-2.576043852261096	53.3
QUINAPRIL	15	4	11	-0.3068144770517739	2.581113514527374	-1.413371437925584	26.7
CYPROHEPTADINE	15	4	11	-0.4295836689996921	1.6411354392188713	-1.9301403949253653	26.7
QUININE	15	8	7	0.4131177987487085	2.2620004633197035	-0.866715415796471	53.3
ANASTROZOLE	15	4	11	-1.1520018123091167	1.0346927331326636	-2.962379487418783	26.7
PENTOSAN POLYSULFATE	15	3	12	-1.7021553012574302	2.1417377974499203	-3.6122030987253373	20.0
DEXTROMETHORPHAN;GUAIFENESIN	15	3	12	-0.453369385347014	0.6327820762693372	-0.9977440711557344	20.0
ACETAZOLAMIDE	15	7	8	-0.17966502775252804	1.131873862873793	-1.7981716646273065	46.7
GADOXETIC ACID	15	0	15	-0.7675771106357469	-0.568198665482214	-1.1646860437609092	0.0
CAPMATINIB	15	2	13	-0.5725949774752285	0.9573217142803361	-1.522292401350886	13.3
RIZATRIPTAN	15	2	13	-1.2305330271056627	0.9439887598045574	-4.674945851296158	13.3
DEXMEDETOMIDINE	15	14	1	0.7610312153369223	1.2891504378621041	-0.5640233690182797	93.3
COLISTIN	15	13	2	0.6697256589228446	1.4543000559661938	-1.0377932058542543	86.7
TIMOLOL	15	7	8	-0.13279255478585142	1.0017382726486204	-1.3416065456036013	46.7
DEUTETRABENAZINE	15	3	12	-0.5270453168648921	0.5911315180572714	-1.2886136969380744	20.0
ATOVAQUONE	15	10	5	0.35380256828709883	1.2581426856099904	-0.8426438571147254	66.7
LAMIVUDINE;ZIDOVUDINE	15	6	9	-0.05483417503850195	1.6093669959917158	-1.628988493097937	40.0
BRIMONIDINE;BRINZOLAMIDE	15	3	12	-0.475235962678163	0.6593952066350971	-1.5116833035835118	20.0
CASIRIVIMAB;IMDEVIMAB	15	0	15	-0.7457819374180551	-0.5040821937268363	-1.1597645848696292	0.0
ONASEMNOGENE ABEPARVOVEC	15	6	9	-0.03458042055842677	1.241372994391416	-0.7675777405731483	40.0
IOVERSOL	15	2	13	-0.601016058593989	0.8057480827541599	-1.121557051792641	13.3
DRONEDARONE	15	4	11	-0.26844895493474136	0.9298346145112997	-0.8260539758849894	26.7
LECANEMAB	15	2	13	-0.5710487482592848	1.0557213576052056	-1.1020066688878492	13.3
CANDESARTAN CILEXETIL	15	11	4	0.4838855953758775	1.4615943166194296	-0.6964724212562758	73.3
TEZEPELUMAB	15	2	13	-0.5476485420513112	1.5236325700294153	-1.4855593216623255	13.3
SULFUR HEXAFLUORIDE	15	7	8	-0.08430914368173796	1.0211164784984033	-1.3065790728852407	46.7
PIPAMPERONE	15	10	5	0.25169064807466346	1.3023109499094712	-1.2136179548436936	66.7
FINASTERIDE	15	11	4	1.185041636229622	3.8732351525039945	-1.5533986210641508	73.3
METHOCARBAMOL	14	4	10	-0.8124319479247043	1.227925374546996	-2.5857460703443236	28.6
GADOPENTETIC ACID	14	4	10	-0.388765474730092	0.849958579967893	-1.2142170963384538	28.6
CHLOROQUINE	14	9	5	0.3545620790623588	1.4091607655474974	-1.3837257123765694	64.3
TRIAZOLAM	14	5	9	-0.32250031909480487	0.8043158335734639	-1.364659437504062	35.7
METOLAZONE	14	11	3	0.4914387265062266	1.3053954686721583	-0.8469037623394273	78.6
FOSTAMATINIB	14	2	12	-0.47279800717563353	0.6101531975695191	-0.8542429892900028	14.3
CAFFEINE;DIHYDROCODEINE;PARACETAMOL	14	13	1	0.6933135281449506	1.4785408468841208	-0.5010849545139022	92.9
BRIGATINIB	14	10	4	0.30370254146376957	0.890980094698663	-0.8190180410150392	71.4
GALSULFASE	14	2	12	-0.47432131627792956	0.8063139950165155	-0.941447332695966	14.3
CABERGOLINE	14	2	12	-0.7898743467832564	0.6851026923338207	-2.127002383398518	14.3
CHORIONIC GONADOTROPHIN	14	0	14	-2.0084257793129185	-0.5398150765122589	-3.8514778918317125	0.0
FLURAZEPAM	14	2	12	-0.7274473177948201	1.3961269157265082	-1.5738460462012647	14.3
RIFABUTIN	14	10	4	0.3670292627190393	1.6715342950485685	-0.8081158182935154	71.4
TERBUTALINE	14	5	9	-0.23399914736085428	1.0443443789106643	-1.4075698528619602	35.7
DIDANOSINE	14	9	5	0.23348741229461042	1.873205859815485	-2.276444168214229	64.3
BISMUTH	14	3	11	-1.1391881361710594	0.9483901537450472	-2.630703840444061	21.4
AMINOPHYLLINE	14	6	8	-0.02181453167450536	2.6008875884232596	-1.887811680473549	42.9
DESONIDE	14	4	10	-0.8101309407681146	1.7433129117128074	-2.1327270521928567	28.6
HYDROXYQUINOLINE	14	0	14	-2.4649251007184456	-1.5649909507923652	-4.42215725988588	0.0
LANTHANUM CARBONATE	14	5	9	-0.7197175670354322	2.1307837472531026	-2.5096101739166814	35.7
TIAPRIDE	14	13	1	0.7129684287522663	1.8269190126367345	-0.5136921069942373	92.9
ALBIGLUTIDE	14	3	11	-0.37704981205856697	0.6134735433075356	-0.9902761430580986	21.4
PANOBINOSTAT	14	11	3	0.3806232851524781	1.2209197706795327	-0.9366502437217562	78.6
ROFECOXIB	14	3	11	-1.3038993452325347	1.027363581957502	-3.663580433114196	21.4
VARICELLA ZOSTER VACCINE	14	3	11	-0.6290597822251411	1.5277857148333116	-2.3651499990143723	21.4
IBANDRONIC ACID	14	2	12	-0.8907849602098873	0.912328148575364	-3.2221292292426504	14.3
BILASTINE	14	5	9	-0.3658463526217296	0.7299607632473062	-1.663359341943014	35.7
AMBROXOL	14	7	7	-0.4414875597227077	1.514140258472371	-2.9231670963743266	50.0
CHLORAMBUCIL	14	12	2	0.66441571383082	1.5174903897864374	-1.0530124756226544	85.7
LOXOPROFEN	14	9	5	0.25312349442243454	0.9634106475795596	-0.8700219848192592	64.3
ADEFOVIR DIPIVOXIL	14	9	5	0.3717633599215617	1.7144270522593512	-0.7879663393199163	64.3
FLUOXETINE HYDROCHLORIDE	14	6	8	-0.10732678121962225	1.1147427662122706	-0.983827288643015	42.9
NALOXONE;OXYCODONE	14	4	10	-0.19454662278192017	1.8638124328327543	-0.9933279808766643	28.6
MAGNESIUM;POTASSIUM SULFATE;SODIUM SULFATE	14	3	11	-0.48945287372578317	1.031126153202254	-1.2613015256876323	21.4
LUTETIUM (177LU) DOTATATE	14	7	7	0.0017577576237180878	1.1727184724501831	-1.3267790262706196	50.0
PEXIDARTINIB	14	6	8	-0.21992300760515096	0.7768396128896047	-1.2871910100687556	42.9
AMANTADINE HYDROCHLORIDE	14	8	6	0.29165865147348297	1.8562776732893789	-0.9969812014309398	57.1
LOMITAPIDE	13	2	11	-0.6707287918371466	0.711387468095571	-1.9242074975947285	15.4
IOPAMIDOL	13	0	13	-0.7266959875268515	-0.5113550359747729	-0.9485716647403851	0.0
DEXAMFETAMINE	13	2	11	-0.5437152681910753	0.7238190748454272	-1.3553910693120221	15.4
MANNITOL	13	2	11	-1.0781357979218649	1.4883630465379987	-2.603389267170312	15.4
ACARBOSE	13	7	6	0.09990748178221646	1.2722922560693362	-1.1179627302081176	53.8
CRISABOROLE	13	0	13	-0.786015120162516	-0.5168472877805418	-1.3794696840027816	0.0
ROPIVACAINE	13	1	12	-0.7051131586113752	0.6840919769564937	-1.9902222809831893	7.7
LOMUSTINE	13	8	5	0.2319735107187068	1.153655052501402	-1.104802760551506	61.5
ACETYLSALICYLIC ACID;OXYCODONE	13	9	4	0.37448135428738794	1.68638139494764	-0.9556960265360581	69.2
SPARSENTAN	13	6	7	-0.09644802796050918	0.7058059937306758	-1.038535297497643	46.2
DOXYLAMINE	13	5	8	-0.19005759558139093	0.9923944006375458	-1.308257062725486	38.5
RUCAPARIB	13	5	8	-0.34045735402643673	1.3072794949168909	-2.235198574685466	38.5
CHLORAMPHENICOL	13	1	12	-1.3087149341151956	0.735795570573587	-2.100489742567003	7.7
UNSPECIFIED INGREDIENT	13	11	2	0.4132723115577319	0.7793790311152056	-0.6835234861163914	84.6
ACENOCOUMAROL	13	10	3	0.6315193485704325	1.3298621507585648	-0.5936103426422676	76.9
CAPSAICIN	13	4	9	-0.3213199775073329	1.0645321239626644	-1.2816662996406532	30.8
G-CSF, UNSPECIFIED	13	11	2	0.47170434647581866	1.4138583893951102	-1.6038747052101376	84.6
ZIPRASIDONE HYDROCHLORIDE	13	12	1	0.9379467837241082	2.6190597848623725	-0.993438409574734	92.3
PEGINTERFERONS, UNSPECIFIED	13	6	7	0.0022284193950289355	1.7403610377295222	-1.040863413080438	46.2
MOXONIDINE	13	5	8	-0.2151256436997947	1.8470367586365128	-1.8012030429691828	38.5
CIPROFLOXACIN HYDROCHLORIDE	13	2	11	-0.5471249636829566	0.6749195970466417	-1.0890403911880786	15.4
ALBUTEROL	13	7	6	0.020422689396587004	0.9626370697370313	-1.41985504011842	53.8
ELOTUZUMAB	13	11	2	0.4975335060897979	0.9923256278964946	-0.8374480809196317	84.6
ESOMEPRAZOLE;NAPROXEN	13	7	6	0.08023405011029784	1.4206815471162793	-2.3471779372558688	53.8
TENECTEPLASE	13	11	2	0.5414877423695995	1.0366817814365152	-1.1957658203784494	84.6
GADODIAMIDE	13	3	10	-0.39129453354082383	0.885022374085823	-1.200497425074	23.1
ZOLPIDEM TARTRATE	13	7	6	-0.039510436666986254	0.7104871049368948	-0.9136473877904077	53.8
NICARDIPINE	13	5	8	-0.13392929780992796	1.1603362366799943	-1.1568601313319462	38.5
NAPROXEN SODIUM	13	5	8	-0.34429861826379865	1.3100570180230644	-1.7281885995901982	38.5
DULOXETINE HYDROCHLORIDE	13	2	11	-0.4536385415337328	1.347852066862002	-1.2961111843618123	15.4
ONDANSETRON HYDROCHLORIDE	13	2	11	-0.40825674875642315	1.5477579970750344	-1.1135813725005428	15.4
CHLORTALIDONE	12	5	7	-0.17505097766397806	1.6770123001332957	-1.7961747717713528	41.7
VINDESINE	12	12	0	0.7497269809746703	1.5041344050898153	0.5099353699376739	100.0
SELINEXOR	12	8	4	0.3095758926016689	1.3421844871426032	-1.1665719483971946	66.7
INTERFERON ALFA-2B	12	5	7	-0.031135808411301803	0.9840046216175837	-0.6995565212057264	41.7
RADIOTHERAPY, UNSPECIFIED	12	9	3	0.3428316561845664	1.5183371998041357	-1.5360506825970697	75.0
AZELASTINE;FLUTICASONE	12	0	12	-0.9329851724278294	-0.5046949851788827	-1.6893537418403006	0.0
SEVELAMER	12	7	5	0.14704880102987425	0.850419135519553	-0.9183039805568931	58.3
VITAMIN B, UNSPECIFIED	12	5	7	-0.33639130026440195	1.4831950682974262	-2.3581858077331015	41.7
BRODALUMAB	12	6	6	0.05477538368524033	1.156167160396021	-0.864023028247924	50.0
RIMEGEPANT	12	0	12	-0.9635106117629292	-0.5014106542435744	-1.4252006386080223	0.0
MUPIROCIN	12	3	9	-0.4505709102445235	1.5951191791910828	-1.7137292141015288	25.0
THIAMAZOLE	12	2	10	-0.593805268942425	0.8129989575249539	-1.226949726578547	16.7
TAMOXIFEN	12	1	11	-1.4836176002983665	1.1669010977461758	-5.561696171656359	8.3
OLMESARTAN MEDOXOMIL	12	5	7	-0.271616910050215	1.0028052726256655	-1.446761213610573	41.7
NADOLOL	12	3	9	-0.5520059336717041	2.114705192526584	-1.9220766210687854	25.0
MACROGOL;PROPYLENE GLYCOL	12	0	12	-0.88588267890212	-0.5179962082629306	-1.312716536111054	0.0
INDAPAMIDE;PERINDOPRIL	12	6	6	-0.12391497745620939	1.179995158410831	-1.9693999898521157	50.0
VENLAFAXINE HYDROCHLORIDE	12	7	5	0.03306811397536182	1.0978956884871907	-1.4837455339149823	58.3
NIRAPARIB	12	8	4	0.09803448577078461	1.4886448262418566	-2.0177341047662156	66.7
TRAVOPROST	12	6	6	-0.022763312751769554	0.7854827860614052	-0.8454441788372851	50.0
PASIREOTIDE	12	8	4	0.1639759869733608	1.1703138273777625	-1.5653432765683248	66.7
GLUCAGON	12	5	7	-0.3023304069367831	0.822972104226771	-3.0926637487895956	41.7
GEFITINIB	12	6	6	-0.053818735618322455	0.749763816359212	-1.1565048852897393	50.0
PLANTAGO SPP	12	3	9	-1.0001686532112115	1.1798866181052894	-2.7717194437789616	25.0
INDOMETHACIN	12	6	6	-0.08926212768015729	0.8000518237887568	-1.002465505555167	50.0
SUGAMMADEX	12	5	7	-0.16321539715926756	0.9325919927844643	-1.3163952393032576	41.7
IVACAFTOR;TEZACAFTOR	12	2	10	-0.4709862015523156	0.7898598352696173	-1.0799568471656222	16.7
ABEMACICLIB	12	1	11	-1.0965433527622432	0.5296906898532905	-2.1207846747505776	8.3
MIDOMAFETAMINE	12	10	2	0.6433259821011689	1.4426323655547475	-0.9406639114167161	83.3
CHLORHEXIDINE;ISOPROPANOL	12	4	8	-0.7065157001779321	2.230566488007957	-3.2297344518370634	33.3
METHYLDOPA	12	1	11	-1.2320084888206657	1.3614639863383815	-2.226590351930078	8.3
IDARUCIZUMAB	12	12	0	0.8134425083742315	1.2996394050300049	0.5426877908025449	100.0
TASIMELTEON	12	3	9	-0.45089925716895246	0.6491014457297231	-0.9789105105435995	25.0
DICLOFENAMIDE	12	1	11	-0.5454955865729624	0.6912500483118285	-1.1542722682069073	8.3
VILANTEROL	12	6	6	-0.3576970543817415	1.5074977012549642	-2.636220732591722	50.0
CERITINIB	12	8	4	0.20344874639635813	1.2924791443463723	-1.1182673060656283	66.7
NITRIC OXIDE	12	5	7	-0.08095892299221637	1.1755583489659256	-1.0967947985126	41.7
AZELASTINE	11	0	11	-0.7128593439658109	-0.5180964337770543	-1.1732954488782177	0.0
PYRIDOSTIGMINE	11	3	8	-0.3486819506532179	0.9130273820192422	-0.8406904260834722	27.3
PARAFFIN	11	1	10	-0.7887401901944425	0.5954023470119936	-1.5478425453049018	9.1
ROPEGINTERFERON ALFA-2B	11	0	11	-0.8377833900151228	-0.5648279477899139	-1.2792870719423934	0.0
DAPAGLIFLOZIN;METFORMIN	11	8	3	0.2868001723236028	1.0042897817863068	-1.0784437211785491	72.7
LEUCOVORIN CALCIUM	11	7	4	0.19498542182607562	0.8391183834066029	-0.6781615933768333	63.6
TETRACYCLINE	11	2	9	-0.6933207125250648	1.0360034639117113	-2.140531122683391	18.2
HYDROCHLOROTHIAZIDE;IRBESARTAN	11	7	4	0.19986130865523546	1.0284887805402088	-0.7870564159630297	63.6
IMIGLUCERASE	11	2	9	-0.244958607432818	1.509744194874647	-0.7924807131353624	18.2
EZETIMIBE;SIMVASTATIN	11	8	3	0.37068006088190697	0.9429351288829555	-1.0346249434124648	72.7
DELORAZEPAM	11	5	6	-0.14579097671018468	1.3241885228461818	-1.8059846136858664	45.5
RIFAMPIN	11	9	2	0.45834564722040594	1.0990983477981158	-0.8280733744735448	81.8
DIGITOXIN	11	6	5	0.08210862400487123	1.3077292326219299	-1.5491361750580699	54.5
SACITUZUMAB GOVITECAN	11	3	8	-0.36660249285860685	1.9423831324942453	-1.5911843979842988	27.3
CEPHALEXIN	11	2	9	-0.5628337056478581	0.7298807421183926	-1.082730027137403	18.2
DIPHENHYDRAMINE;PARACETAMOL	11	3	8	-0.4632827116220526	1.016051274386013	-1.443829218807187	27.3
INTERFERON	11	8	3	0.29867598342835966	1.0704294773228584	-0.9881003508109262	72.7
ENOXAPARIN SODIUM	11	6	5	-0.052992070439864876	0.8425733293512729	-1.3642647507866894	54.5
DOCOSANOL	11	1	10	-0.6302250049639178	0.7026981524450289	-1.1361242672735732	9.1
APROTININ	11	10	1	1.0079209787880121	1.930490221908045	-1.0788376997317228	90.9
TALC	11	0	11	-1.8216978572075464	-0.7887610500876416	-3.575106645863352	0.0
XANTOFYL	11	4	7	-0.34846580053681264	4.489151578939397	-3.3774099802834257	36.4
PROCYCLIDINE	11	9	2	0.5710081102091724	2.9519202155169024	-1.5326958138469595	81.8
MILNACIPRAN	11	3	8	-0.48999825414635656	1.0191691731173906	-1.3097299140948258	27.3
VANDETANIB	11	7	4	0.29512167956097257	1.2572738964350427	-1.3769180447320117	63.6
DEXAMETHASONE;TOBRAMYCIN	11	1	10	-0.6607892572362556	0.6246782302450797	-1.468642677112185	9.1
ALPELISIB	11	6	5	-0.13209571292024186	1.3710578963138882	-2.2366465825974955	54.5
PRIMIDONE	11	2	9	-0.4016637387975879	1.051318575755129	-0.9780126691792921	18.2
XIPAMIDE	11	8	3	0.6920030618797491	2.593590168086167	-1.429101306957138	72.7
ESLICARBAZEPINE	11	3	8	-0.34294504285462474	0.9626314203704874	-1.3948897377776688	27.3
AMLODIPINE BESYLATE	11	2	9	-0.4724272763273593	1.0075063808676408	-0.9415997376161015	18.2
CILTACABTAGENE AUTOLEUCEL	11	8	3	0.3808635145910562	1.0879351038091616	-0.719148954287539	72.7
POVIDONE	11	4	7	-0.35061978233720037	0.9288830081503305	-1.5252920476328575	36.4
XYLOMETAZOLINE	11	2	9	-1.3387096443379478	1.5157560739437712	-2.7907604111793134	18.2
COLESTYRAMINE	11	4	7	-0.3962959711137183	1.0193160634681844	-1.9953002994088043	36.4
ISAVUCONAZOLE	11	10	1	0.5518945264950518	0.9614330894780654	-0.7547264120270452	90.9
VITAMIN B5	11	6	5	0.12815111736152096	2.09682200119793	-2.2075443080589205	54.5
BRINZOLAMIDE	11	2	9	-0.3759802690571928	1.4203239583966791	-0.9216539235283807	18.2
CLIOQUINOL	10	0	10	-1.9331718057518312	-1.1655272509598333	-2.547556501652646	0.0
KETOTIFEN	10	0	10	-0.8994641056376322	-0.5081363758086637	-1.4508030652050223	0.0
REMIFENTANIL	10	7	3	0.3354427405746691	1.288478517542503	-0.6145736306391996	70.0
CISATRACURIUM	10	9	1	0.5597077997904422	1.0450417973689126	-1.0835534299616711	90.0
OLOPATADINE	10	0	10	-0.8817933083853309	-0.5089964255286019	-1.4382888538927223	0.0
SULPIRIDE	10	4	6	-0.2087236588259366	0.9509983997053117	-1.3251425733097348	40.0
RIBOCICLIB	10	4	6	-0.6355971154662526	0.7768549366327644	-2.8514543278491504	40.0
EMPAGLIFLOZIN;METFORMIN	10	8	2	0.3982586207047372	0.8122359531844157	-0.6739957766574921	80.0
BELUMOSUDIL	10	5	5	0.0952273305974546	0.9106060115012253	-0.6367533783917052	50.0
SULFADIAZINE	10	2	8	-0.7269020261648085	0.7277709931722156	-2.410500551918458	20.0
CITRIC ACID;MAGNESIUM;SODIUM PICOSULFATE	10	0	10	-0.9122758335386255	-0.5237989641376641	-1.5070678392410268	0.0
DEFERIPRONE	10	2	8	-0.29842694643774303	0.7672544783842247	-0.648348374081464	20.0
CILOSTAZOL	10	9	1	0.546162549100621	0.9637236355811301	-0.5642252268127764	90.0
FARICIMAB	10	5	5	0.05126480635198401	0.8849906143676005	-0.739566520070178	50.0
BECAPLERMIN	10	4	6	-0.17299096347181245	1.151614073560224	-1.4119919153632772	40.0
LANADELUMAB	10	2	8	-0.48816947289948265	0.5825562929392948	-1.536685259518003	20.0
BENZONATATE	10	2	8	-0.6075509288015517	0.7988766859141627	-1.360977791171976	20.0
SODIUM FLUORIDE	10	3	7	-0.4023780982853947	1.0057009798277345	-1.1527137202354014	30.0
