adverse_event	n_signals	n_female_higher	n_male_higher	mean_log_ratio	n_drugs	female_pct
Cardiac flutter	12	0	12	-0.7667273167118512	12	0.0
Hepatitis E	12	10	2	0.666677301166419	12	83.3
Palmoplantar keratoderma	12	11	1	0.7955712984847273	12	91.7
Dust allergy	12	1	11	-1.6583841030969246	12	8.3
Suicidal behaviour	12	2	10	-0.5442295125040123	12	16.7
Facial paresis	12	1	11	-0.9178268768503052	12	8.3
Gastrointestinal motility disorder	12	3	9	-0.49945691993852775	12	25.0
Geotrichum infection	12	12	0	1.3641295018676454	12	100.0
Drug level decreased	12	10	2	0.5376701644902893	12	83.3
Fibrin D dimer increased	12	3	9	-0.5852190732087442	12	25.0
Diabetic neuropathy	12	4	8	-0.1660601425699597	12	33.3
Pharyngeal swelling	12	1	11	-0.6771346890348823	12	8.3
Lung hyperinflation	12	1	11	-0.6917135969996657	12	8.3
Paronychia	12	10	2	0.572449184157046	12	83.3
Alcohol poisoning	12	8	4	0.14807294063751117	12	66.7
Lung adenocarcinoma	12	6	6	-0.01434016782226355	12	50.0
Gastrointestinal necrosis	12	9	3	0.4693759076277801	12	75.0
Laceration	12	5	7	0.07433786193213672	12	41.7
Ammonia increased	12	10	2	0.4349521584804612	12	83.3
Wheelchair user	12	4	8	-0.035820565271820475	12	33.3
Vascular device infection	12	5	7	-0.17122834985958058	12	41.7
Breast pain	12	1	11	-1.330921496160596	12	8.3
Nasal dryness	12	2	10	-0.5900219800402318	12	16.7
Substance dependence	12	12	0	1.0133514715542342	12	100.0
Aortic aneurysm	12	8	4	0.29334818518648226	12	66.7
Spondylitis	12	8	4	0.4756270707265387	12	66.7
Anticholinergic syndrome	12	7	5	0.19099129501280032	12	58.3
Serum ferritin increased	12	7	5	0.1337578398490392	12	58.3
Photopsia	12	3	9	-0.4589586362239533	12	25.0
Lymphoproliferative disorder	12	3	9	-0.8753533782653199	12	25.0
Tendon pain	12	1	11	-0.668951569367208	12	8.3
Fanconi syndrome acquired	12	12	0	1.0802697551596976	12	100.0
Carotid artery occlusion	12	8	4	0.12778390825079788	12	66.7
Fanconi syndrome	12	10	2	0.49279088661243	12	83.3
Proctitis	12	8	4	0.8624904148192227	12	66.7
Distributive shock	12	9	3	0.5981332562895624	12	75.0
Drug effect less than expected	12	5	7	-0.08453309487050054	12	41.7
General symptom	11	2	9	-0.4293979819604696	11	18.2
Varices oesophageal	11	9	2	0.40681163336766635	11	81.8
Enterococcal bacteraemia	11	11	0	1.0143957050492824	11	100.0
Fear of injection	11	5	6	0.051369487182685504	11	45.5
Klebsiella sepsis	11	10	1	0.8088591106589128	11	90.9
Acute psychosis	11	10	1	0.8634022910043991	11	90.9
Encephalitis cytomegalovirus	11	8	3	0.42175570044888144	11	72.7
Exposure to toxic agent	11	4	7	-0.2715590946057171	11	36.4
Exposure via skin contact	11	3	8	-0.4200426225422438	11	27.3
Encephalitis autoimmune	11	10	1	0.570232063549524	11	90.9
Sunburn	11	3	8	-0.21918406682785074	11	27.3
Screaming	11	2	9	-0.45228804914450227	11	18.2
Intestinal sepsis	11	0	11	-1.7345996584001269	11	0.0
Subcutaneous abscess	11	3	8	-0.26242656711754664	11	27.3
Jaw disorder	11	0	11	-1.1725925666055597	11	0.0
Epigastric discomfort	11	4	7	-0.2365988013668124	11	36.4
Increased tendency to bruise	11	2	9	-0.5336220315394065	11	18.2
Empyema	11	6	5	0.006640642417565931	11	54.5
Peripheral sensorimotor neuropathy	11	10	1	0.803911723384232	11	90.9
Haemoglobin increased	11	9	2	0.4446385290659562	11	81.8
Bone cyst	11	0	11	-1.8617760626528914	11	0.0
Normochromic normocytic anaemia	11	4	7	-1.0100325325870732	11	36.4
Type I hypersensitivity	11	5	6	0.03573647028713083	11	45.5
Abnormal faeces	11	5	6	-0.03407336866039384	11	45.5
Tonsillitis	11	2	9	-0.4540488473039577	11	18.2
Pneumonia klebsiella	11	8	3	0.4855853521374625	11	72.7
Post procedural infection	11	1	10	-0.6033304827592098	11	9.1
Congenital anomaly	11	10	1	1.081675381033748	11	90.9
Hyperreflexia	11	7	4	0.3514284534389299	11	63.6
Application site vesicles	11	2	9	-0.8030386594637641	11	18.2
Compression fracture	11	0	11	-0.8657243149072353	11	0.0
Application site pruritus	11	7	4	0.17026907158565205	11	63.6
Infection reactivation	11	10	1	0.8440362914307006	11	90.9
Dermatitis atopic	11	0	11	-1.2329552966045867	11	0.0
Hormone level abnormal	11	2	9	-0.45074407775725617	11	18.2
Full blood count decreased	11	6	5	0.10694497818369059	11	54.5
Anaemia macrocytic	11	6	5	-0.008455309069615375	11	54.5
Skin papilloma	11	3	8	-0.30571609272102446	11	27.3
Diffuse large B-cell lymphoma recurrent	11	10	1	0.7221144670359538	11	90.9
Muscle injury	11	4	7	0.07948856642608071	11	36.4
Device deployment issue	11	0	11	-1.5952160641440782	11	0.0
Central hypothyroidism	11	11	0	1.2368006938275138	11	100.0
Lupus nephritis	11	10	1	0.813039617560425	11	90.9
Hair colour changes	11	1	10	-1.0110215413239825	11	9.1
Fungal skin infection	11	1	10	-0.7170483148236169	11	9.1
Chest X-ray abnormal	11	5	6	-0.3946623155476615	11	45.5
Hair texture abnormal	11	0	11	-1.430198305045529	11	0.0
Device related sepsis	11	4	7	-0.3932875648344835	11	36.4
Alcohol abuse	11	10	1	0.6733904901263305	11	90.9
Hypoproteinaemia	11	10	1	0.7619604706441873	11	90.9
Pustular psoriasis	11	9	2	0.7738843053257203	11	81.8
Dysphemia	11	3	8	-0.34290231268683435	11	27.3
Product delivery mechanism issue	11	2	9	-0.4596063710488862	11	18.2
Asthma-chronic obstructive pulmonary disease overlap syndrome	11	9	2	0.6827215257479388	11	81.8
Bowel movement irregularity	11	4	7	-0.35186885452451	11	36.4
Skin erosion	11	4	7	-0.3409383784506251	11	36.4
Ecchymosis	11	7	4	0.27647633664485366	11	63.6
Hypersensitivity vasculitis	11	5	6	-0.04260238261491823	11	45.5
Brain death	11	8	3	0.39507965438784576	11	72.7
Anosognosia	11	11	0	1.5329027529861923	11	100.0
Lip dry	11	4	7	0.6746018415458083	11	36.4
Product complaint	11	3	8	-0.3068073224045155	11	27.3
Methaemoglobinaemia	11	5	6	-0.1410457995050392	11	45.5
Rash morbilliform	11	7	4	0.07987040108411393	11	63.6
Lymphadenopathy mediastinal	11	9	2	0.49431939157035126	11	81.8
Portal vein thrombosis	11	9	2	0.4968779848739805	11	81.8
Peritonitis bacterial	11	10	1	0.5917759663736267	11	90.9
Somnambulism	11	3	8	-0.3016828411454872	11	27.3
Lichenoid keratosis	11	6	5	0.13060720451736635	11	54.5
Arthropod bite	11	3	8	-0.4825189120749726	11	27.3
Ulcerative keratitis	11	4	7	-0.22594200812645723	11	36.4
Product size issue	11	9	2	0.4856163886339305	11	81.8
Product administration interrupted	11	2	9	-0.44148674094352264	11	18.2
Attention deficit/hyperactivity disorder	10	4	6	-0.13104146584812976	10	40.0
Haematological infection	10	7	3	0.39283822116452793	10	70.0
Thyroiditis	10	8	2	0.491470322443626	10	80.0
Attention deficit hyperactivity disorder	10	6	4	0.0505628472709901	10	60.0
Pneumonia cytomegaloviral	10	8	2	0.4579305741225643	10	80.0
Acute graft versus host disease in skin	10	9	1	0.5132358960241697	10	90.0
Chronic graft versus host disease in skin	10	9	1	0.6580680282769353	10	90.0
Hepatic necrosis	10	7	3	0.27558602773397983	10	70.0
Aortic stenosis	10	1	9	-0.722796703705997	10	10.0
Chronic graft versus host disease	10	8	2	0.32542675103103724	10	80.0
Mycobacterium tuberculosis complex test positive	10	1	9	-0.6789817457035856	10	10.0
Hair growth abnormal	10	3	7	-0.36121090899853353	10	30.0
Respiratory rate decreased	10	5	5	0.08907705159414572	10	50.0
Freezing phenomenon	10	9	1	0.5043580589900303	10	90.0
Conjunctival hyperaemia	10	4	6	-0.15126169811102214	10	40.0
Heart rate abnormal	10	2	8	-0.48150315203494315	10	20.0
Choking sensation	10	0	10	-0.9601823950738282	10	0.0
Brain neoplasm	10	1	9	-1.0417217025533343	10	10.0
Heart transplant rejection	10	9	1	0.5489075483622596	10	90.0
CD4 lymphocytes decreased	10	10	0	0.7509035161815028	10	100.0
Venous thrombosis	10	9	1	0.8631558927395296	10	90.0
Acquired gene mutation	10	6	4	0.04589197389469257	10	60.0
Hepatic cancer	10	9	1	0.6120418639264887	10	90.0
Febrile infection	10	6	4	0.20793486620332632	10	60.0
Brain natriuretic peptide increased	10	6	4	0.10218883049297778	10	60.0
Intervertebral disc disorder	10	2	8	-0.33480700446219636	10	20.0
Hyperammonaemic encephalopathy	10	10	0	0.9523520736587567	10	100.0
Oesophageal candidiasis	10	5	5	0.008366039084398248	10	50.0
Brain herniation	10	10	0	0.871729498220964	10	100.0
Feeling drunk	10	3	7	-0.3058011302293189	10	30.0
Product residue present	10	1	9	-0.6060032201303991	10	10.0
Feeling of body temperature change	10	0	10	-0.737676637300656	10	0.0
Product taste abnormal	10	3	7	-0.2628996054305322	10	30.0
Squamous cell carcinoma of skin	10	5	5	-0.0713949677251917	10	50.0
Myelopathy	10	9	1	0.8457500399891439	10	90.0
Neck mass	10	2	8	-0.5254690397440104	10	20.0
Self injurious behaviour	10	5	5	0.09824614932767498	10	50.0
Aplasia pure red cell	10	9	1	0.7107362404547872	10	90.0
Cerebral aspergillosis	10	8	2	0.8472624122287991	10	80.0
Nasal obstruction	10	2	8	-0.6065473009042834	10	20.0
Central nervous system lymphoma	10	6	4	0.2624756521156426	10	60.0
Substance use	10	9	1	0.868666842131406	10	90.0
Renal function test abnormal	10	4	6	0.01718653255999387	10	40.0
Product supply issue	10	3	7	-0.2765515751546556	10	30.0
X-ray abnormal	10	9	1	0.8686456065920838	10	90.0
Thrombotic thrombocytopenic purpura	10	5	5	0.19203089213199787	10	50.0
Application site erythema	10	1	9	-0.5412448694435318	10	10.0
Galactorrhoea	10	9	1	1.1435043275314356	10	90.0
Wrong drug administered	10	4	6	-0.10383126293952186	10	40.0
Intervertebral discitis	10	10	0	0.9042489119045067	10	100.0
Finger deformity	10	8	2	0.6762445093049064	10	80.0
Laryngeal oedema	10	5	5	-0.052235772148879145	10	50.0
Immune thrombocytopenic purpura	10	7	3	0.421348648278414	10	70.0
Anal fissure	10	2	8	-0.5708329958181528	10	20.0
Depression suicidal	10	1	9	-1.4052513787512377	10	10.0
Rheumatoid nodule	10	6	4	0.3414965665478875	10	60.0
Dermatitis acneiform	10	8	2	0.48248234325909395	10	80.0
Scoliosis	10	3	7	-0.5540603129544708	10	30.0
Swelling of eyelid	10	0	10	-1.1038007079637673	10	0.0
Alcoholism	10	5	5	0.027275651230973065	10	50.0
Bezoar	10	8	2	0.44504135936697187	10	80.0
Glucose tolerance impaired	10	7	3	0.2775662572820491	10	70.0
Spirometry abnormal	10	1	9	-2.0345081904980082	10	10.0
Localised oedema	10	2	8	-0.44277881068469993	10	20.0
Hyperphagia	10	4	6	-0.2188632628023866	10	40.0
Urine odour abnormal	10	3	7	-0.34966268689847474	10	30.0
Genotype drug resistance test positive	10	10	0	1.5866220783817182	10	100.0
Disinhibition	10	3	7	-0.726689772598286	10	30.0
Psychological trauma	10	0	10	-3.002469322011079	10	0.0
Inability to afford medication	10	3	7	-0.27996990807321687	10	30.0
Right ventricular failure	10	4	6	0.004477919048675316	10	40.0
Blindness transient	10	0	10	-0.8417949190238042	10	0.0
Device use issue	10	0	10	-0.7967807585103208	10	0.0
Diabetes insipidus	10	6	4	-0.06025289657223622	10	60.0
Epstein-Barr virus associated lymphoproliferative disorder	10	7	3	0.37330801026699867	10	70.0
Abscess limb	10	5	5	0.015401669974201304	10	50.0
Food poisoning	10	1	9	-0.5330290646167685	10	10.0
Laryngospasm	10	2	8	-0.4941879436212774	10	20.0
Sputum increased	10	7	3	0.2240852174001083	10	70.0
Demyelination	10	5	5	0.30203885054162727	10	50.0
Epstein-Barr virus infection reactivation	10	7	3	0.5851763501330451	10	70.0
Tachyarrhythmia	10	5	5	0.08228745799809423	10	50.0
Talipes	10	6	4	0.2738810820974076	10	60.0
Pancreatitis necrotising	10	8	2	0.47117701652405763	10	80.0
Homicide	10	10	0	0.9831785884753877	10	100.0
Vascular pseudoaneurysm	9	8	1	0.7744268460198599	9	88.9
Loss of libido	9	2	7	-0.45444600629850335	9	22.2
Synovial cyst	9	1	8	-0.8042320829149605	9	11.1
Disorganised speech	9	5	4	0.13261873739790536	9	55.6
Papilloma viral infection	9	0	9	-1.0302613367587998	9	0.0
Facial bones fracture	9	2	7	-0.42672389180189163	9	22.2
Cardiospasm	9	0	9	-0.8999978946469683	9	0.0
Neoplasm recurrence	9	6	3	0.31879297763617587	9	66.7
Enterobacter infection	9	9	0	1.3388834292940384	9	100.0
Product communication issue	9	2	7	-0.46452001336993753	9	22.2
Accidental underdose	9	0	9	-0.6648119376488508	9	0.0
Papilloedema	9	1	8	-0.6330958329548937	9	11.1
Lumbar vertebral fracture	9	2	7	-0.46540314440138064	9	22.2
Panic disorder	9	1	8	-0.7955996633954394	9	11.1
Plantar fasciitis	9	1	8	-1.1617829231565353	9	11.1
Plasma cell leukaemia	9	9	0	1.1279525104246866	9	100.0
Systemic mycosis	9	8	1	0.7677918262793191	9	88.9
Injection site abscess	9	6	3	0.3867605738657301	9	66.7
Glomerulonephritis	9	6	3	0.26720521268867353	9	66.7
Cardiac dysfunction	9	7	2	0.49647111489149764	9	77.8
Diverticular perforation	9	2	7	-0.6394211920360876	9	22.2
Symptom recurrence	9	4	5	-0.09856041514856836	9	44.4
Bronchial hyperreactivity	9	1	8	-1.2021572676498913	9	11.1
Bronchial secretion retention	9	6	3	0.365067530850616	9	66.7
Bronchial wall thickening	9	2	7	-0.5725076852331501	9	22.2
Drug level above therapeutic	9	5	4	0.08611929223988853	9	55.6
Bronchiolitis	9	5	4	0.005220669419029039	9	55.6
Dysaesthesia	9	2	7	-0.43600477576591357	9	22.2
Emotional poverty	9	3	6	-0.26206343101225427	9	33.3
Sacroiliitis	9	2	7	-0.5812617811440011	9	22.2
Skin tightness	9	0	9	-0.8573041866656076	9	0.0
Umbilical hernia	9	4	5	-0.015845693195995974	9	44.4
Hypertonic bladder	9	0	9	-1.946519712566527	9	0.0
Tumour haemorrhage	9	8	1	0.6780729858959924	9	88.9
Candida sepsis	9	9	0	0.9086358754480711	9	100.0
Listless	9	6	3	0.3691820110009933	9	66.7
Allergy to animal	9	0	9	-1.2858498369217775	9	0.0
Hypofibrinogenaemia	9	8	1	0.629143222676969	9	88.9
Klebsiella bacteraemia	9	9	0	0.7773413925509183	9	100.0
Kidney transplant rejection	9	8	1	0.684479890795435	9	88.9
Anal abscess	9	6	3	0.3457137685142381	9	66.7
Demyelinating polyneuropathy	9	7	2	0.5883619852997746	9	77.8
Colon cancer metastatic	9	8	1	0.7116005745050847	9	88.9
Otitis media	9	4	5	-0.10216403977507091	9	44.4
Psychotic symptom	9	6	3	0.25821923114508405	9	66.7
Colorectal cancer	9	8	1	0.6785094396354092	9	88.9
Hypervolaemia	9	7	2	0.5015889990662941	9	77.8
Food intolerance	9	0	9	-1.1597941981184987	9	0.0
Periodontitis	9	2	7	-0.44992127505216817	9	22.2
Histoplasmosis disseminated	9	7	2	0.5433940309764742	9	77.8
Migraine with aura	9	0	9	-1.3764455321051048	9	0.0
Purulent discharge	9	2	7	-0.5856131185279959	9	22.2
Haemolytic uraemic syndrome	9	6	3	0.18960451371402087	9	66.7
Product odour abnormal	9	5	4	0.12787212507582943	9	55.6
Haemorrhagic stroke	9	8	1	0.4871301794788404	9	88.9
Humerus fracture	9	0	9	-0.7919463278367577	9	0.0
Toe amputation	9	9	0	1.065778249643872	9	100.0
Hepatosplenomegaly	9	5	4	0.1757256141150011	9	55.6
Rheumatoid factor negative	9	0	9	-1.9686751722172058	9	0.0
Femoral neck fracture	9	3	6	-0.29734115441769404	9	33.3
Skin abrasion	9	6	3	0.28104581591722283	9	66.7
Immune reconstitution inflammatory syndrome associated tuberculosis	9	9	0	1.2932256037383376	9	100.0
Metabolic encephalopathy	9	7	2	0.5056056601755866	9	77.8
Injection site irritation	9	0	9	-0.888414811238833	9	0.0
Thrombophlebitis	9	0	9	-0.8790593651220682	9	0.0
Euglycaemic diabetic ketoacidosis	9	8	1	0.5541998361221623	9	88.9
Soft tissue infection	9	6	3	0.23073526518795312	9	66.7
Progressive multiple sclerosis	9	0	9	-0.944461162802196	9	0.0
Muscle contractions involuntary	9	2	7	-0.42751414666010057	9	22.2
Eosinophilic pneumonia	9	4	5	-0.05109762486431598	9	44.4
Parainfluenzae virus infection	9	5	4	0.29907685161153696	9	55.6
Product physical consistency issue	9	6	3	0.316794925922849	9	66.7
Transplant	9	8	1	0.6582694384859331	9	88.9
Injection site extravasation	9	6	3	0.20911774054090315	9	66.7
Renal transplant failure	9	8	1	0.804790149803994	9	88.9
Lyme disease	9	2	7	-0.28745089194134105	9	22.2
Lymphadenitis	9	2	7	-0.7498919728797332	9	22.2
Wound secretion	9	4	5	-0.041863115367720555	9	44.4
Blood prolactin increased	9	7	2	0.5009925214990409	9	77.8
Device mechanical issue	9	9	0	0.8721742445080924	9	100.0
Paraplegia	9	7	2	0.5982099657804185	9	77.8
Device difficult to use	9	0	9	-0.7144798964083248	9	0.0
Muscle fatigue	9	1	8	-0.564354357488574	9	11.1
Pemphigus	9	4	5	0.6715588347532477	9	44.4
Anal fistula	9	5	4	-0.040840422427101175	9	55.6
Device failure	9	1	8	-0.6786091083171768	9	11.1
Hyperacusis	9	0	9	-0.7242416198967769	9	0.0
Maculopathy	9	1	8	-1.0257135190063218	9	11.1
Skin injury	9	0	9	-1.6592044469236211	9	0.0
Accident at work	8	5	3	0.21444733559085616	8	62.5
Fungal sepsis	8	8	0	0.9052691582997805	8	100.0
Injection site nodule	8	6	2	0.3890892533240954	8	75.0
Stupor	8	6	2	0.2651451523744051	8	75.0
Injection site vesicles	8	0	8	-0.6286516586398696	8	0.0
Gastritis erosive	8	4	4	-0.023100259051641245	8	50.0
Staphylococcus test positive	8	5	3	0.2758329609088424	8	62.5
Injection site scar	8	0	8	-0.6786817669377031	8	0.0
Injection site hypersensitivity	8	0	8	-1.2771975937172126	8	0.0
Abdominal mass	8	1	7	-0.8252161224023281	8	12.5
Partial seizures	8	6	2	0.36110838117185173	8	75.0
Immune-mediated enterocolitis	8	8	0	1.0141743470499083	8	100.0
Intentional underdose	8	1	7	-0.6275347740862022	8	12.5
Plasma cell myeloma refractory	8	8	0	0.9187713350135915	8	100.0
Neutrophil count abnormal	8	6	2	0.3492899023672855	8	75.0
Neutropenic infection	8	8	0	1.0520712566100925	8	100.0
Cardiac amyloidosis	8	8	0	1.3987955124389473	8	100.0
Application site swelling	8	1	7	-0.7068653318611975	8	12.5
Renal artery stenosis	8	5	3	0.18121445314686815	8	62.5
Cardiac valve disease	8	6	2	0.31189967758775317	8	75.0
Application site rash	8	3	5	-0.24113211298304388	8	37.5
Application site irritation	8	7	1	0.34666114470638176	8	87.5
Cataract operation	8	1	7	-0.5702378024011192	8	12.5
Neoplasm skin	8	5	3	0.22715405166288033	8	62.5
Physical deconditioning	8	5	3	0.2573791189996122	8	62.5
Negative thoughts	8	1	7	-0.6691108835181907	8	12.5
Heart disease congenital	8	7	1	0.5790969527294862	8	87.5
Nasal septum deviation	8	0	8	-0.8478869875624113	8	0.0
Tumour marker increased	8	1	7	-0.7966453840451647	8	12.5
Spinal cord compression	8	7	1	0.8111391460902608	8	87.5
Renal transplant	8	7	1	0.5340163988837566	8	87.5
Renal tubular acidosis	8	5	3	0.13842382186241375	8	62.5
Aortic valve stenosis	8	3	5	-0.6383287661586546	8	37.5
Renal tubular injury	8	7	1	0.8414361163401229	8	87.5
Mutism	8	6	2	0.4627475556416365	8	75.0
High density lipoprotein decreased	8	7	1	0.5841159735720516	8	87.5
Toxoplasmosis	8	5	3	0.10516491761230487	8	62.5
Antipsychotic drug level increased	8	6	2	0.43080976161071827	8	75.0
Respiratory disorder neonatal	8	5	3	0.47506967523596055	8	62.5
Mucosal dryness	8	1	7	-0.9061068060701505	8	12.5
Wrong patient	8	6	2	0.48166374912054605	8	75.0
Communication disorder	8	5	3	0.3224405931160394	8	62.5
Campylobacter infection	8	7	1	0.6909600249047358	8	87.5
Tumour necrosis	8	6	2	0.5097674984744026	8	75.0
Tongue oedema	8	5	3	0.369440319586109	8	62.5
Atypical pneumonia	8	2	6	-0.5486644734560504	8	25.0
Radiation pneumonitis	8	6	2	0.5775281555273463	8	75.0
Paraparesis	8	6	2	0.46482302208495946	8	75.0
Bicytopenia	8	4	4	0.07827723484649292	8	50.0
Pathological fracture	8	2	6	-0.24983029114754313	8	25.0
Pyelonephritis acute	8	0	8	-0.9380945600400775	8	0.0
Axial spondyloarthritis	8	0	8	-1.250385439024329	8	0.0
Peptic ulcer	8	5	3	0.09417463968036101	8	62.5
Autonomic nervous system imbalance	8	2	6	-0.6011721376584237	8	25.0
Blood creatine increased	8	5	3	0.35393261178591273	8	62.5
Urinary tract obstruction	8	8	0	1.2005434838848752	8	100.0
Blood creatinine decreased	8	7	1	0.7142672091157635	8	87.5
Blood glucose fluctuation	8	3	5	-0.3306566795690937	8	37.5
Osteosclerosis	8	0	8	-1.5333527324016352	8	0.0
Blood pressure inadequately controlled	8	5	3	0.2578833816042763	8	62.5
Normocytic anaemia	8	4	4	-0.047341938184252697	8	50.0
Atrioventricular block second degree	8	7	1	0.6805036545507964	8	87.5
Recalled product administered	8	3	5	-0.27387557345815733	8	37.5
Oral mucosal blistering	8	0	8	-0.7354690171393857	8	0.0
Peripheral motor neuropathy	8	8	0	1.0490316981973886	8	100.0
Upper respiratory tract congestion	8	0	8	-0.9425775622926643	8	0.0
Hepatic cyst	8	3	5	-0.2366609654587563	8	37.5
Bone lesion	8	3	5	-0.27344823309415556	8	37.5
Bone marrow toxicity	8	3	5	-0.2672212975252868	8	37.5
Oesophageal ulcer	8	5	3	0.11985795602769869	8	62.5
Asthenopia	8	1	7	-0.7811400785593633	8	12.5
Oesophageal pain	8	1	7	-0.5550372319971165	8	12.5
Oesophageal carcinoma	8	6	2	0.5176921182446074	8	75.0
Hypophysitis	8	8	0	0.9560804045672832	8	100.0
Conjunctivitis allergic	8	0	8	-2.5089825245787756	8	0.0
