pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Ill-defined disorder	191	191	0.8062505520888377	0.8594271035890789	191	130	61	3.6352621407363173
Illness	134	134	-0.13945116673903762	-0.5585046163869978	134	57	77	1.5377201964130571
Illusion	8	8	-0.1283098248472911	-0.576198528891706	8	3	5	1.0638999599190775
Immediate post-injection reaction	1	1	-0.5633262461647548	-0.5633262461647548	1	0	1	0.5633262461647548
Immobile	27	27	-0.027465412417728312	0.5096637279062354	27	14	13	1.540678265635827
Immune effector cell-associated neurotoxicity syndrome	46	46	0.5343412579310861	0.7826521564938732	46	37	9	1.3659582080364046
Immune reconstitution inflammatory syndrome	53	53	0.3702778221000909	0.6306929630529498	53	38	15	1.6816415326538825
Immune reconstitution inflammatory syndrome associated tuberculosis	8	8	1.155398551704497	1.1994801104442807	8	8	0	1.8549944829891833
Immune system disorder	48	48	-0.26254629990172923	-0.576472358194056	48	18	30	1.4796877389877259
Immune thrombocytopenia	26	26	0.4877802638619176	0.6594233039476016	26	20	6	1.3993449159983768
Immune thrombocytopenic purpura	20	20	0.2535467753666201	0.5791930963506177	20	12	8	1.443146288586537
Immune-mediated adrenal insufficiency	4	4	1.42209128115186	1.3667500480221664	4	4	0	1.7698667385131877
Immune-mediated adverse reaction	3	3	0.740774843038622	0.5607413335154021	3	3	0	1.1356153172319128
Immune-mediated arthritis	3	3	0.8073143806789936	0.8561854358481154	3	3	0	1.0245099729307316
Immune-mediated cholangitis	3	3	0.43089955424611626	0.696070244998803	3	2	1	1.2470292897870163
Immune-mediated cystitis	1	1	2.1314502947846408	2.1314502947846408	1	1	0	2.1314502947846408
Immune-mediated dermatitis	3	3	0.8447655673772365	0.6153994630507994	3	3	0	1.4142249063125139
Immune-mediated encephalitis	3	3	0.9018773017894343	0.9170637976839434	3	3	0	1.1631802287702928
Immune-mediated encephalopathy	1	1	0.8213394598155382	0.8213394598155382	1	1	0	0.8213394598155382
Immune-mediated endocrinopathy	2	2	0.6658764682593319	0.6658764682593319	2	1	1	2.164244948530693
Immune-mediated enterocolitis	28	28	0.80639632846895	0.7742627442071115	28	27	1	1.4962178503142978
Immune-mediated gastritis	2	2	0.915197536290578	0.915197536290578	2	2	0	1.0880379516806327
Immune-mediated hepatic disorder	12	12	0.761620787704254	0.8358284573596192	12	11	1	1.3740360635896136
Immune-mediated hepatitis	16	16	0.6685979226499656	0.8206059705075528	16	14	2	1.659656207775787
Immune-mediated hyperthyroidism	3	3	0.6896657188523787	0.5785178347807651	3	2	1	2.296812567056554
Immune-mediated hypophysitis	4	4	1.0995080473102248	1.1643877178863224	4	4	0	1.4529255209485732
Immune-mediated hypothyroidism	6	6	0.41006103300745683	0.8933025225465941	6	4	2	1.482251157605669
Immune-mediated lung disease	10	10	0.9915236616869934	0.8835270878747954	10	10	0	1.9398702137687873
Immune-mediated myasthenia gravis	1	1	0.5637392970845168	0.5637392970845168	1	1	0	0.5637392970845168
Immune-mediated myocarditis	6	6	0.9949208575666812	1.0049641886314902	6	6	0	1.2992183225165195
Immune-mediated myositis	10	10	0.7979951362048288	0.9282188202097117	10	9	1	1.3729470633610747
Immune-mediated necrotising myopathy	5	5	0.6667116736999293	0.573129319824472	5	5	0	1.12847397670733
Immune-mediated nephritis	4	4	1.0595636280555298	1.0686170825528725	4	4	0	1.3236132444371198
Immune-mediated neurological disorder	1	1	1.208745136470491	1.208745136470491	1	1	0	1.208745136470491
Immune-mediated neuropathy	1	1	1.2118784261141182	1.2118784261141182	1	1	0	1.2118784261141182
Immune-mediated oesophagitis	1	1	0.6880241551427758	0.6880241551427758	1	1	0	0.6880241551427758
Immune-mediated pancreatitis	4	4	0.8517491315333425	0.8490933681475235	4	4	0	1.196864182757115
Immune-mediated pericarditis	1	1	0.9567832489957958	0.9567832489957958	1	1	0	0.9567832489957958
Immune-mediated pneumonitis	4	4	1.0705322310859222	1.044753257209542	4	4	0	1.3387205010810823
Immune-mediated renal disorder	5	5	0.955432444425578	0.9292102699772677	5	5	0	1.3292493828909888
Immune-mediated thyroiditis	3	3	0.9538317022680566	0.8940405151014359	3	3	0	1.3638741665676763
Immune-mediated uveitis	1	1	0.9461115825406918	0.9461115825406918	1	1	0	0.9461115825406918
Immunisation	10	10	-0.2708637537923095	-0.05655125448287135	10	5	5	2.5378563346401664
Immunisation reaction	2	2	-0.7088707562537195	-0.7088707562537195	2	0	2	0.86204369380124
Immunodeficiency	94	94	0.9552445130530542	1.0444398917732984	94	71	23	3.3897844618687873
Immunodeficiency common variable	3	3	-0.6088656857278936	-0.6065035706028241	3	0	3	0.647997038062997
Immunoglobulin G4 related disease	2	2	-0.6149493672961437	-0.6149493672961437	2	0	2	0.6778535929599588
Immunoglobulins decreased	10	10	-0.3503555635713992	-0.5728615730069793	10	3	7	1.4238245562531269
Immunosuppressant drug level abnormal	1	1	0.993343927680905	0.993343927680905	1	1	0	0.993343927680905
Immunosuppressant drug level decreased	21	21	0.6140496257598611	0.6515991280407034	21	19	2	1.3284074484158188
Immunosuppressant drug level increased	50	50	0.5023669616764238	0.6658403724301365	50	39	11	1.9797783148805812
Immunosuppression	54	54	-0.06939404332416749	-0.5042915240526238	54	26	28	1.3211704581322123
Impaired driving ability	44	44	-0.4349173209124865	-0.6359329753805222	44	10	34	1.4359532704842244
Impaired fasting glucose	1	1	-1.1242324989357773	-1.1242324989357773	1	0	1	1.1242324989357773
Impaired gastric emptying	47	47	-0.019884920101580987	-0.5178918540262457	47	23	24	2.0048680481932912
Impaired healing	238	238	0.36392108253345756	-0.5288420531374802	238	108	130	3.919024772090791
Impaired quality of life	144	144	-0.6105352300344788	-0.7194452963233908	144	33	111	3.6330588970659226
Impaired self-care	17	17	-0.9606902244953716	-0.8763232287912973	17	0	17	1.603698262972737
Impaired work ability	123	123	-0.2974978972020059	-0.6084660483799315	123	49	74	2.5835414228096445
Impatience	12	12	-0.5049960143480822	-0.711573214664226	12	2	10	0.9174913922175888
Impetigo	11	11	-0.08982422840209064	-0.5105349287732953	11	5	6	1.0026876035819652
Implant site dehiscence	1	1	-1.154074145053385	-1.154074145053385	1	0	1	1.154074145053385
Implant site discharge	1	1	-2.0325532096917547	-2.0325532096917547	1	0	1	2.0325532096917547
Implant site erosion	1	1	-1.8469464153382953	-1.8469464153382953	1	0	1	1.8469464153382953
Implant site erythema	1	1	-3.823332995122899	-3.823332995122899	1	0	1	3.823332995122899
Implant site extravasation	3	3	-0.2801576730716162	-1.0116901433977585	3	1	2	1.3343711279995512
Implant site haematoma	2	2	-1.2435202464050494	-1.2435202464050494	2	0	2	1.408221648835417
Implant site infection	10	10	-1.0753491491825669	-1.0213201724718834	10	0	10	2.3666977012991786
Implant site mass	1	1	-2.980330062627025	-2.980330062627025	1	0	1	2.980330062627025
Implant site pain	5	5	-2.0198807380915813	-2.0939205943178507	5	0	5	3.010731518887667
Implant site reaction	1	1	-2.763515921648859	-2.763515921648859	1	0	1	2.763515921648859
Implant site scar	1	1	-4.674769088646882	-4.674769088646882	1	0	1	4.674769088646882
Implant site swelling	1	1	-2.806295998331601	-2.806295998331601	1	0	1	2.806295998331601
Implant site warmth	1	1	-3.1017815388352177	-3.1017815388352177	1	0	1	3.1017815388352177
Implantable defibrillator insertion	4	4	0.7803076113097737	0.7621619867155998	4	4	0	1.0900347394382666
Imprisonment	9	9	0.8042340774773113	0.6892752671254311	9	9	0	1.3298291461223317
Impulse-control disorder	19	19	0.5526467937992974	0.8453343665896447	19	13	6	2.4637652215123227
Impulsive behaviour	21	21	0.34436278246965224	0.6235542431005392	21	15	6	1.3833616631590544
Inability to afford medication	24	24	-0.35364626535611515	-0.5749143427863371	24	6	18	0.9731916396476602
Inadequate analgesia	14	14	-0.23092868025251787	-0.6207954348160001	14	5	9	1.150114874907876
Inadequate aseptic technique in use of product	1	1	-0.6295335059786362	-0.6295335059786362	1	0	1	0.6295335059786362
Inadequate diet	1	1	-0.5624144284188383	-0.5624144284188383	1	0	1	0.5624144284188383
Inadequate peritoneal dialysis	1	1	1.095486602921859	1.095486602921859	1	1	0	1.095486602921859
Inappropriate affect	5	5	-0.6041920006698305	-0.6189799943491642	5	1	4	1.2386673407585114
Inappropriate antidiuretic hormone secretion	89	89	0.17907583359119944	0.5664956762408861	89	54	35	1.520548000385918
Inappropriate schedule of drug administration	86	86	-0.4012812244728017	-0.5965011787465525	86	21	65	2.389522792252011
Inappropriate schedule of product administration	156	156	-0.1465451686451842	-0.5358586119970112	156	70	86	1.657609315565545
Inappropriate schedule of product discontinuation	1	1	-1.1043238843108234	-1.1043238843108234	1	0	1	1.1043238843108234
Incision site complication	3	3	-0.7191947110455367	-0.7048397915670173	3	0	3	0.929696536636123
Incision site erythema	2	2	-1.0357527154213453	-1.0357527154213453	2	0	2	1.434747789382965
Incision site haemorrhage	2	2	0.16717055580291834	0.16717055580291834	2	1	1	0.8990312238948445
Incision site impaired healing	1	1	-1.3679590054829711	-1.3679590054829711	1	0	1	1.3679590054829711
Incision site infection	3	3	-0.6200596319479318	-0.5217332538970405	3	0	3	0.830950629369213
Incision site inflammation	1	1	-0.7788467101213903	-0.7788467101213903	1	0	1	0.7788467101213903
Incision site pain	16	16	-0.9525885392463448	-1.0624277944335654	16	1	15	1.582424831391188
Incision site swelling	2	2	-0.8578084352183948	-0.8578084352183948	2	0	2	0.9407802749184152
Incisional hernia	9	9	-0.09223258862485366	-0.5849869907076746	9	4	5	0.7518156604952752
Incoherent	27	27	-0.14622442819097892	-0.554294923888581	27	11	16	1.2648397151517436
Incontinence	63	63	0.292240355774496	0.5943892810611419	63	45	18	1.5413955308228577
Incorrect disposal of product	5	5	-1.026002534082208	-0.6851517246768637	5	0	5	1.7610041861187473
Incorrect dosage administered	19	19	0.2399491812070631	0.5963947586487836	19	12	7	1.2432331846110372
Incorrect dose administered	123	123	-0.19987352978657424	-0.5094488503263507	123	56	67	5.501068991728246
Incorrect dose administered by device	17	17	0.18028805634364356	0.5710868053341691	17	11	6	1.4607405947096952
Incorrect dose administered by product	4	4	-0.7135800692310368	-0.6840795703817508	4	0	4	0.9541337402277885
Incorrect drug administration duration	61	61	-0.7087915121353165	-0.6869063426212485	61	3	58	1.6004248394581786
Incorrect drug administration rate	30	30	0.5686111867792658	0.6504849525219982	30	28	2	0.922964051157469
Incorrect product administration duration	91	91	-0.5616204949742971	-0.6586877204622941	91	11	80	1.3147564874719546
Incorrect product formulation administered	3	3	-0.7365299206380606	-0.7656537617619044	3	0	3	0.8783282271339349
Incorrect product storage	21	21	-0.5093872025155266	-0.6418520977117983	21	3	18	1.3500266965892496
Incorrect route of drug administration	38	38	-0.439404529686067	-0.6060601589133084	38	7	31	1.0470662385130038
Incorrect route of product administration	162	162	0.10859891807884828	0.5691831766037904	162	88	74	3.0872917273895157
Incorrect storage of drug	1	1	-0.7684778605618295	-0.7684778605618295	1	0	1	0.7684778605618295
Increased appetite	83	83	-0.27712687071107267	-0.5682430333123357	83	32	51	2.5627736429716683
Increased bronchial secretion	16	16	-0.29406806840179256	-0.5654639798137251	16	6	10	1.409114296732918
Increased insulin requirement	2	2	1.1359963139491072	1.1359963139491072	2	2	0	1.301013595381824
Increased tendency to bruise	42	42	-0.5512375024131464	-0.6457076625811622	42	6	36	1.5901997324079178
Increased upper airway secretion	34	34	-0.7278906302317736	-0.7243484517873193	34	7	27	1.9430668272417808
Increased viscosity of bronchial secretion	5	5	-0.5148729856809137	-0.6984524294619211	5	1	4	1.078779188166232
Increased viscosity of upper respiratory secretion	1	1	-0.5708763330680718	-0.5708763330680718	1	0	1	0.5708763330680718
Induration	3	3	-0.44366114641343674	-0.6992307358164387	3	1	2	1.1728157358584528
Infantile apnoea	3	3	-0.5307439613318387	-1.1871967569692907	3	1	2	1.5378262740299238
Infantile haemangioma	1	1	-1.7184667429773088	-1.7184667429773088	1	0	1	1.7184667429773088
Infantile spasms	2	2	-0.9188300551222679	-0.9188300551222679	2	0	2	1.2017341668291142
Infantile spitting up	1	1	0.8481408769317086	0.8481408769317086	1	1	0	0.8481408769317086
Infarction	25	25	0.4520421045544616	0.6436780492815087	25	19	6	1.948964995097136
Infected bite	4	4	-0.466454247078677	-0.6115176517679315	4	1	3	1.2242228268964528
Infected cyst	6	6	-0.554213731862007	-0.6630113832487194	6	1	5	1.2279836778289595
Infected dermal cyst	3	3	-0.25903399772000296	-0.6074027185715958	3	1	2	0.8576523061765031
Infected neoplasm	1	1	-0.5067903843724154	-0.5067903843724154	1	0	1	0.5067903843724154
Infected skin ulcer	12	12	-0.18527557473011055	-0.5501423862851705	12	4	8	0.9328321225210437
Infection	311	311	0.38731926266570793	0.6449709319235488	311	194	117	3.3224892980259813
Infection in an immunocompromised host	1	1	1.373195239676891	1.373195239676891	1	1	0	1.373195239676891
Infection reactivation	13	13	0.8499700594990818	0.8257446044838069	13	12	1	1.8823677313178286
Infection susceptibility increased	18	18	-0.5688612206922138	-0.715176564115922	18	3	15	1.4988961976886401
Infectious colitis	3	3	-0.39094649841578794	-0.8531025188310147	3	1	2	0.9356046590680913
Infectious mononucleosis	4	4	0.003814084556102354	9.842882245714168e-05	4	2	2	0.6991749615851449
Infectious pleural effusion	15	15	0.670570557321167	0.7190805013867158	15	12	3	2.4412023594892807
Infective aneurysm	4	4	1.8416900911758398	1.7692841679414717	4	4	0	2.3008412137900707
Infective exacerbation of bronchiectasis	7	7	-0.6228227334830019	-0.7721875603984759	7	1	6	1.279023165389818
Infective exacerbation of chronic obstructive airways disease	15	15	-0.040694244722322706	0.5154151900656597	15	8	7	1.1474330202950778
Infective pulmonary exacerbation of cystic fibrosis	36	36	-0.33556456141414154	-0.5829807525964357	36	10	26	2.021484485705478
Infective scleritis	1	1	0.8810343760828645	0.8810343760828645	1	1	0	0.8810343760828645
Inferior vena cava dilatation	1	1	1.6294108087559918	1.6294108087559918	1	1	0	1.6294108087559918
Infertility	5	5	-0.2565796928701275	-0.7100481978354259	5	1	4	1.73642264013653
Inflammation	255	255	0.1601567878992778	0.5094384148291574	255	129	126	2.879536724523753
Inflammation of wound	1	1	-0.7046329938936052	-0.7046329938936052	1	0	1	0.7046329938936052
Inflammatory bowel disease	28	28	0.1305853089144716	0.5457478771460404	28	17	11	1.4508883941723532
Inflammatory marker decreased	1	1	-0.5851407484145889	-0.5851407484145889	1	0	1	0.5851407484145889
Inflammatory marker increased	54	54	-0.3251306942577468	-0.5884752119269344	54	20	34	1.7542467050730732
Inflammatory pain	11	11	-1.1458149550698378	-1.0679362477587073	11	0	11	2.268729611147394
Influenza	190	190	-0.21637422295573266	-0.5689900946848812	190	71	119	2.2229894819620117
Influenza like illness	142	142	-0.16901442060708738	-0.5838786458719449	142	53	89	1.9609042224287043
Infrequent bowel movements	17	17	-0.026902440550290035	-0.5234901202565649	17	8	9	1.7116277307863597
Infusion related hypersensitivity reaction	3	3	0.20166879070991386	0.6534068714236021	3	2	1	0.7592398256655778
Infusion related reaction	280	280	0.988439445465185	0.9713177101980741	280	218	62	4.317281847694325
Infusion site abscess	5	5	-0.12728059950326168	-0.5310175588886222	5	2	3	1.1763798175387417
Infusion site bruising	7	7	-0.27935605065073493	-0.5358436961494515	7	2	5	0.804984704779469
Infusion site cellulitis	4	4	-0.318475652094186	-0.6925056582701572	4	1	3	0.8297676013561035
Infusion site discharge	15	15	-0.05591523232119256	0.5021448837664836	15	8	7	1.244925759633005
Infusion site discolouration	1	1	-0.6420416964162098	-0.6420416964162098	1	0	1	0.6420416964162098
Infusion site discomfort	6	6	-0.010873041746516895	-0.017463062711047417	6	3	3	0.787869915992354
Infusion site erythema	39	39	0.16233757311164393	0.505114625851154	39	25	14	1.0167492888714702
Infusion site extravasation	49	49	0.4016392891621112	0.6586772187431961	49	38	11	1.3840875672065596
Infusion site haemorrhage	24	24	-0.1946863373072155	-0.5209375363213835	24	9	15	1.1012185631062101
Infusion site induration	14	14	0.41602804865570114	0.6246509732103047	14	11	3	1.0345181228108062
Infusion site infection	20	20	-0.0972128960414685	-0.5279408468432522	20	9	11	1.1311889448700816
Infusion site inflammation	6	6	-0.0028269893299583773	0.03722792035255573	6	3	3	0.7998354314207654
Infusion site injury	1	1	0.6657392978698052	0.6657392978698052	1	1	0	0.6657392978698052
Infusion site irritation	10	10	-0.4640099669352778	-0.6183399658135302	10	2	8	1.0103304918634908
Infusion site mass	10	10	0.4847659602225055	0.5923002757996363	10	9	1	1.0839864704570572
Infusion site nodule	3	3	-0.5644097227293191	-0.6927383599838999	3	1	2	1.5241951960805156
Infusion site oedema	3	3	0.3223430696686722	0.7091920588872446	3	2	1	0.9876165465367666
Infusion site pain	57	57	0.20301483113227378	0.5948265107936186	57	37	20	1.4925494084633228
Infusion site pruritus	13	13	-0.25460200637533953	-0.6226333838168463	13	4	9	1.054695097727129
Infusion site pustule	1	1	0.9877453856646327	0.9877453856646327	1	1	0	0.9877453856646327
Infusion site rash	5	5	-0.10614698557150812	-0.5154950589615925	5	2	3	0.5619291700107701
Infusion site reaction	21	21	0.37762916035597743	0.6411652455055104	21	13	8	2.2597608702517613
Infusion site scab	1	1	-0.6386208855684654	-0.6386208855684654	1	0	1	0.6386208855684654
Infusion site scar	1	1	-0.8713026124867053	-0.8713026124867053	1	0	1	0.8713026124867053
Infusion site swelling	27	27	0.10997822668717588	0.5430369416709669	27	17	10	1.1741194140991016
Infusion site ulcer	1	1	-0.8104754999120662	-0.8104754999120662	1	0	1	0.8104754999120662
Infusion site urticaria	1	1	0.9401645097859173	0.9401645097859173	1	1	0	0.9401645097859173
Infusion site vesicles	1	1	-0.962707638161008	-0.962707638161008	1	0	1	0.962707638161008
Infusion site warmth	8	8	-0.41331246650926895	-0.529677665959785	8	2	6	1.165317073231589
Ingrowing nail	14	14	-0.07258333850350088	-0.5284261948158558	14	6	8	1.8004826716580131
Ingrown hair	1	1	0.5968299478413498	0.5968299478413498	1	1	0	0.5968299478413498
Inguinal hernia	45	45	1.1929061502645117	1.04711026539961	45	43	2	2.5252899627060823
Inguinal mass	1	1	0.5205398261844647	0.5205398261844647	1	1	0	0.5205398261844647
Inhalation therapy	2	2	-0.636981322123735	-0.636981322123735	2	0	2	0.7190837762444937
Inhibitory drug interaction	19	19	-0.0744823282748595	-0.5701317827163533	19	8	11	1.556255527218335
Initial insomnia	51	51	-0.1500281634878804	-0.516080284911098	51	24	27	1.8690629650284534
Injection related reaction	11	11	-0.9405168276713586	-0.7359219693450544	11	0	11	2.1096359902130013
Injection site abscess	11	11	0.1861477260474456	0.5638298859908174	11	6	5	1.745151123366141
Injection site atrophy	2	2	-1.5886631953438255	-1.5886631953438255	2	0	2	1.882145055117075
Injection site bruising	67	67	-0.4116550623625074	-0.6397721518532309	67	18	49	1.9077143886013306
Injection site cellulitis	4	4	-0.5033648511469309	-0.7641434370727238	4	1	3	0.9852703654426289
Injection site coldness	3	3	-0.9463177771744288	-1.1138762001215752	3	0	3	1.154978301844619
Injection site discharge	14	14	0.41190244941341375	0.6122174539249974	14	10	4	1.3916966949603313
Injection site discolouration	37	37	-0.6984109723599261	-0.6727243851722098	37	3	34	1.844180106080168
Injection site discomfort	18	18	-0.03648848826319058	-0.5165640116140977	18	8	10	1.0639845868363758
Injection site erosion	2	2	-1.4176064942800033	-1.4176064942800033	2	0	2	1.9664032931541695
Injection site erythema	103	103	-0.585858429569709	-0.6744053091448948	103	17	86	3.161069204040125
Injection site exfoliation	1	1	0.7977789597694278	0.7977789597694278	1	1	0	0.7977789597694278
Injection site extravasation	27	27	0.24030893441447473	0.576778688142971	27	18	9	1.2456510795135702
Injection site haematoma	13	13	0.1609894839470697	0.612774989977933	13	8	5	0.808898361055575
Injection site haemorrhage	76	76	-0.04746014185108739	-0.0011385261251309897	76	38	38	2.022670136252019
Injection site hyperaesthesia	1	1	-1.60528244372116	-1.60528244372116	1	0	1	1.60528244372116
Injection site hypersensitivity	10	10	-1.1611825476894295	-1.3819751711366142	10	1	9	2.1022596120874764
Injection site hypoaesthesia	7	7	-0.8436714810242775	-0.9366237047874634	7	0	7	1.1171394313263474
Injection site indentation	7	7	-0.7276741557190778	-0.643796055429492	7	0	7	1.1374474417874516
Injection site induration	44	44	-0.6448182274346748	-0.6481260426609269	44	3	41	1.712229386204291
Injection site infection	13	13	-0.42584991933470284	-0.6560261223895896	13	3	10	1.1206368929269699
Injection site inflammation	11	11	-0.6127749664378899	-0.7369984845466384	11	1	10	1.1910725903571997
Injection site injury	12	12	-0.7041649159310944	-0.7784677900854963	12	1	11	1.414931343547856
Injection site irritation	16	16	-0.6340052666936676	-0.7578777206121834	16	2	14	1.5905063002265993
Injection site macule	1	1	-1.5098047978118003	-1.5098047978118003	1	0	1	1.5098047978118003
Injection site mass	67	67	0.041752095839017365	0.5527768895882907	67	38	29	2.225780143492106
Injection site necrosis	5	5	-0.4645205817673322	-0.667745527862712	5	1	4	1.5376591086702613
Injection site nodule	16	16	-0.08448730351409323	-0.5159771869673007	16	7	9	1.0625916668301485
Injection site oedema	3	3	-0.6900893655339182	-1.1691926166809763	3	1	2	1.450583027175057
Injection site pain	141	141	0.00786834478198306	0.5206087446747989	141	75	66	2.1531392620418566
Injection site pallor	1	1	-2.1492038353242475	-2.1492038353242475	1	0	1	2.1492038353242475
Injection site papule	6	6	-0.6846396397056621	-0.7193080503897762	6	1	5	1.793031277634319
Injection site paraesthesia	4	4	-0.6420774470668963	-0.6173407727700482	4	0	4	0.7380596466054803
Injection site pruritus	72	72	-0.4097307690642381	-0.625471623007106	72	19	53	1.3235429711544882
Injection site rash	52	52	-0.5765742174553341	-0.6657363411016113	52	9	43	1.8137687045304713
Injection site reaction	126	126	0.022891608748378284	-0.5393889490561875	126	55	71	2.3353481783678034
Injection site recall reaction	1	1	-0.7891887486493238	-0.7891887486493238	1	0	1	0.7891887486493238
Injection site scab	4	4	-0.5290059739459799	-0.7857631515493124	4	1	3	1.1650527116263958
Injection site scar	13	13	-0.707249068229709	-0.6793921945562513	13	0	13	1.0593064858241596
Injection site swelling	82	82	-0.38071558406566786	-0.6279159493677584	82	22	60	2.5950548386638457
Injection site thrombosis	1	1	-0.8547441409579618	-0.8547441409579618	1	0	1	0.8547441409579618
Injection site ulcer	1	1	-1.6198128288270162	-1.6198128288270162	1	0	1	1.6198128288270162
Injection site urticaria	37	37	-0.5366261555774167	-0.6735268701439375	37	7	30	1.559458123719018
Injection site vesicles	15	15	-0.024802881081385442	-0.5302984965284028	15	7	8	0.7968123342775884
Injection site warmth	35	35	-1.2738091634660669	-0.9477939210551534	35	0	35	3.195273687766069
Injury	223	223	1.0044719356321734	0.9333574826648906	223	169	54	3.8276672651287083
Injury associated with device	57	57	-0.8314425167928676	-0.7294706524034144	57	3	54	6.2700143438902485
Inner ear disorder	3	3	-0.8597700739424349	-0.8415517834749392	3	0	3	0.9378430628534952
Insomnia	348	348	0.10983533148472097	0.523544824085663	348	184	164	3.436525944679723
Instillation site discharge	2	2	-0.1122010628417468	-0.1122010628417468	2	1	1	1.4888034488769535
Instillation site erythema	1	1	-0.8524372698542524	-0.8524372698542524	1	0	1	0.8524372698542524
Instillation site irritation	2	2	-0.11933692971357646	-0.11933692971357646	2	1	1	1.283416814073641
Instillation site lacrimation	1	1	-1.167692052666537	-1.167692052666537	1	0	1	1.167692052666537
Instillation site pain	6	6	-1.1778884309432205	-1.0965820821769496	6	0	6	1.688156545130479
Instillation site pruritus	1	1	-1.607564894937691	-1.607564894937691	1	0	1	1.607564894937691
Instillation site swelling	1	1	-0.7908435453669335	-0.7908435453669335	1	0	1	0.7908435453669335
Insulin autoimmune syndrome	1	1	0.6899980536984565	0.6899980536984565	1	1	0	0.6899980536984565
Insulin resistance	3	3	-0.7261052018112414	-0.7045174265252087	3	0	3	0.7991324909862633
Insulin-like growth factor decreased	4	4	0.27447293405456885	0.29179381510180286	4	2	2	1.6089303858546957
Insulin-like growth factor increased	6	6	-0.2770364186595525	-0.5789283052645187	6	2	4	1.0675501769679772
Insurance issue	65	65	0.4989780536292187	0.641787435131707	65	50	15	2.08497350117935
Intellectual disability	9	9	0.22844998889530452	0.654782706617845	9	5	4	1.5152237339617378
Intensive care	10	10	-0.012348859746615403	0.0020953609937988116	10	5	5	0.9652561493377056
Intensive care unit acquired weakness	5	5	1.051778515592841	0.9027193695186335	5	5	0	1.9161828454431231
Intentional device misuse	11	11	-0.12483249247590136	-0.5186287536959169	11	4	7	1.0839990350817201
Intentional device use issue	3	3	-1.51780510766753	-1.451778556879735	3	0	3	1.7696783138582441
Intentional dose omission	55	55	-0.21973347370079	-0.5771974382574239	55	22	33	1.879912626907115
Intentional drug misuse	28	28	0.3088403775398656	0.6191695113398773	28	21	7	1.9570235192535819
Intentional medical device removal by patient	6	6	-1.5891955460151364	-1.5441518909307854	6	0	6	2.4417795791741868
Intentional overdose	152	152	-0.04971724051547525	-0.5340959196917822	152	70	82	2.135080253928112
Intentional product misuse	237	237	-0.40396798545691415	-0.6585469512590361	237	75	162	3.4433916932567357
Intentional product use issue	271	271	0.6365181150604317	0.716517698622538	271	210	61	4.968096177378
Intentional self-injury	84	84	-0.419071788669998	-0.6441355567291014	84	20	64	1.8861842843018795
Intentional underdose	24	24	-0.5389856769775303	-0.6211636748526927	24	4	20	1.9324725395987445
Intercepted drug dispensing error	1	1	-0.5719079469901278	-0.5719079469901278	1	0	1	0.5719079469901278
Intercepted medication error	6	6	0.3012243152699082	0.6662031757472533	6	5	1	1.7402126043729065
Intercepted product administration error	2	2	-0.38338201024867957	-0.38338201024867957	2	1	1	1.5211603486776548
Intercepted product preparation error	7	7	1.1974812402616293	1.8793764276199802	7	5	2	3.009559735776183
Intercepted product selection error	1	1	0.5567421298924139	0.5567421298924139	1	1	0	0.5567421298924139
Interchange of vaccine products	1	1	-1.270072952501834	-1.270072952501834	1	0	1	1.270072952501834
Interferon gamma release assay positive	1	1	0.7652087340120837	0.7652087340120837	1	1	0	0.7652087340120837
Interleukin level increased	5	5	-0.49300105364597097	-0.7567661432964433	5	1	4	0.8697394315230749
Intermittent claudication	6	6	0.6956434915819246	0.7427218545715482	6	5	1	1.5923647691745166
Internal fixation of fracture	1	1	0.6281516364718278	0.6281516364718278	1	1	0	0.6281516364718278
Internal haemorrhage	55	55	0.16124072734918646	0.5433179450239211	55	34	21	1.590449216516802
International normalised ratio abnormal	19	19	0.6232985536311395	0.6123361984312417	19	17	2	1.351382031302787
International normalised ratio decreased	18	18	0.5021347665522299	0.6150706116223522	18	14	4	1.2197876884289334
International normalised ratio fluctuation	11	11	-0.386521510587472	-0.6950649691192895	11	2	9	1.9286504602032395
International normalised ratio increased	125	125	0.5047595997934189	0.6762756881598259	125	104	21	1.9441482004867543
Interstitial lung disease	226	226	0.429711723413469	0.6316701759454191	226	171	55	2.03597043865033
Intertrigo	2	2	-0.8227849551579914	-0.8227849551579914	2	0	2	1.1331636146414021
Intervertebral disc compression	9	9	-0.48445072330184025	-0.7075737792986331	9	2	7	1.3350533283257904
Intervertebral disc degeneration	77	77	-0.4701733659967558	-0.617290715410417	77	20	57	2.4406260249480685
Intervertebral disc disorder	28	28	-0.10499870522783028	-0.5783554234737847	28	12	16	1.626931197156355
Intervertebral disc injury	1	1	-0.8641889449650828	-0.8641889449650828	1	0	1	0.8641889449650828
Intervertebral disc operation	6	6	-0.8270560968661463	-0.7401827462971573	6	0	6	1.2254600691739252
Intervertebral disc protrusion	96	96	-0.3748986658003482	-0.6184871040897071	96	28	68	1.5200702710279577
Intervertebral disc space narrowing	19	19	-0.7929783374118583	-0.8944127398166786	19	3	16	1.9315199203197508
Intervertebral discitis	27	27	0.6321059540744228	0.66577898934204	27	24	3	2.0848382975309074
Intestinal anastomosis	5	5	0.7394731710360366	1.0639958421255336	5	4	1	1.132607261809373
