drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
PEGASPARGASE	128	128	0.507771843179167	128	100	28	2.1220694691971453
PEGCETACOPLAN	1	1	-0.9188631106740902	1	0	1	0.9188631106740902
PEGFILGRASTIM	138	138	-0.2826071645554677	138	43	95	3.009559735776183
PEGFILGRASTIM-BMEZ	1	1	-0.8878061953038962	1	0	1	0.8878061953038962
PEGINTERFERON	3	3	-0.7578437766506383	3	0	3	0.8540928098677399
PEGINTERFERON ALFA-2A	145	145	0.038565525053162096	145	77	68	3.7452923100019735
PEGINTERFERON ALFA-2A OR PEGINTERFERON ALFA-2B	5	5	0.07068509308051252	5	3	2	0.7685956125255533
PEGINTERFERON ALFA-2B	63	63	0.005806670127362908	63	32	31	1.7628710542072275
PEGINTERFERON BETA-1A	42	42	-0.759100740698457	42	0	42	1.5101854591246682
PEGINTRON /01543001/	4	4	-0.05667232459818039	4	2	2	0.6763804307399452
PEGLOTICASE	7	7	-0.28056850100544767	7	2	5	1.029495906528939
PEGVALIASE-PQPZ	37	37	-0.7875082097316042	37	0	37	1.5425320792849873
PEGVISOMANT	37	37	0.10808055076477979	37	20	17	1.5871372426550543
PEMBROLIZUMAB	337	337	0.3491084944410301	337	229	108	2.296812567056554
PEMETREXED	100	100	0.5273062225797317	100	79	21	2.251697266342088
PEMETREXED DISODIUM	67	67	0.5898004059738683	67	56	11	1.9465458907192974
PEMIGATINIB	3	3	-0.30177694539044514	3	1	2	0.7835300017938241
PENICILLAMINE	3	3	0.6330609225558339	3	2	1	1.4734497210187278
PENICILLIN	78	78	-0.691510499876264	78	11	67	1.8605849314101803
PENICILLIN G	45	45	0.013380681750612156	45	21	24	2.776503299912726
PENICILLIN G BENZATHINE	7	7	-0.6580607367322272	7	1	6	1.7559374009181687
PENICILLIN G BENZATHINE\PENICILLIN G PROCAINE	1	1	-0.8270741879825756	1	0	1	0.8270741879825756
PENICILLIN G POTASSIUM	5	5	-1.0732652348258298	5	0	5	1.478845567420109
PENICILLIN G PROCAINE	1	1	-0.528661871431143	1	0	1	0.528661871431143
PENICILLIN G SODIUM	4	4	-0.8626123642533341	4	1	3	1.9309048699169313
PENICILLIN V	45	45	-0.3032762677832788	45	17	28	1.824715793823494
PENICILLIN V POTASSIUM	63	63	-0.8611991161118512	63	3	60	1.8669206791904716
PENIRAMIN	1	1	-0.9039189801407648	1	0	1	0.9039189801407648
PENTAMIDINE	38	38	0.6694171545103391	38	32	6	1.5803351580909601
PENTAMIDINE ISETHIONATE	17	17	0.6058257397086569	17	13	4	1.612068815860754
PENTAZOCINE	2	2	0.8732222536321472	2	2	0	1.1077988957605232
PENTAZOCINE LACTATE	1	1	0.5981708727598597	1	1	0	0.5981708727598597
PENTOBARBITAL	1	1	1.3153159525783988	1	1	0	1.3153159525783988
PENTOSAN POLYSULFATE SODIUM	56	56	-1.1523044020006739	56	8	48	2.5792674229426527
PENTOSTATIN	3	3	1.0905135943297823	3	3	0	1.2766558063454023
PENTOXIFYLLINE	39	39	0.16230932795319195	39	25	14	1.5869427151906839
PEPCID AC OTC	2	2	1.0586594911600105	2	2	0	1.4775832420930282
PEPCID COMPLETE OTC	2	2	0.545686491448592	2	2	0	0.5763889341367935
PEPPERMINT OIL	11	11	-0.913506352402037	11	1	10	1.9706628499799843
PEPTO BISMOL	2	2	0.8321691755422593	2	2	0	0.9131310690690965
PERAMPANEL	36	36	0.11866124286836713	36	20	16	1.839862146183066
PERAZINE	1	1	0.5787437095628226	1	1	0	0.5787437095628226
PERCOCET	1	1	-0.5409325481766369	1	0	1	0.5409325481766369
PERCOCET /00867901/	2	2	-0.7321604564093355	2	0	2	0.8908524830246167
PERFLUOROHEXYLOCTANE	8	8	-0.8842296671855472	8	0	8	1.3778978392754935
PERFLUTREN	24	24	-0.5880778847966716	24	4	20	1.342454938150159
PERICIAZINE	2	2	-0.1336508820021698	2	1	1	1.0495260308550398
PERINDOPRIL	298	298	0.46563094167949726	298	223	75	2.825505367543103
PERINDOPRIL ARGININE	49	49	0.4824043647384763	49	36	13	1.8698829514255173
PERINDOPRIL ERBUMINE	46	46	0.48408148191068456	46	34	12	1.7897256577313148
PERMETHRIN	9	9	-1.086163670560466	9	0	9	1.7636832905316842
PEROSPIRONE HYDROCHLORIDE	1	1	-0.5969553121604803	1	0	1	0.5969553121604803
PERPHENAZINE	26	26	0.14073823061175286	26	16	10	2.9785863991266046
PERTUSSIS VACCINE	2	2	-1.4854044192213927	2	0	2	2.14926399578875
PERTUZUMAB	53	53	-2.0782913889403387	53	4	49	7.38171110565101
PETROLATUM	18	18	-0.051087103943515594	18	8	10	1.225188180126374
PEVONEDISTAT	3	3	0.9211479101563128	3	3	0	1.1898831285708384
PEXIDARTINIB	7	7	-0.3885402703764155	7	2	5	1.535087973018884
PEXIDARTINIB HYDROCHLORIDE	8	8	-0.4436470013733694	8	2	6	1.1700498727710626
PFIZER/BIONTECH	8	8	-0.6417716173349886	8	0	8	0.7567171183232946
PHENAZOPYRIDINE	19	19	-0.4885893665976802	19	4	15	1.4099523390625126
PHENAZOPYRIDINE HYDROCHLORIDE	11	11	-0.8566571421954611	11	0	11	1.4868823962699613
PHENCYCLIDINE	4	4	0.9455973056534982	4	4	0	1.5210620492029674
PHENELZINE	2	2	-1.2376330635534205	2	0	2	1.5359363845258704
PHENELZINE SULFATE	8	8	-0.5219851758004755	8	1	7	1.1786968438247292
PHENIRAMINE	2	2	0.7426851663433723	2	2	0	0.785431767943106
PHENOBARBITAL	112	112	0.18541474588059806	112	73	39	1.834074175897737
PHENPROCOUMON	86	86	0.14411675105866548	86	53	33	1.697810055893347
PHENTERMINE	10	10	-0.7009598583730531	10	1	9	1.5102811806261889
PHENTERMINE HYDROCHLORIDE	1	1	-0.7582075943270656	1	0	1	0.7582075943270656
PHENTERMINE HYDROCHLORIDE\TOPIRAMATE	11	11	-0.6790833492155037	11	0	11	0.9664718544678954
PHENYLEPHRINE HYDROCHLORIDE	98	98	0.5567840759798627	98	51	47	3.175619070904435
PHENYTOIN	137	137	0.2786139830505915	137	93	44	1.8426311203485035
PHENYTOIN SODIUM	22	22	0.3867378312244211	22	17	5	1.1542115907860762
PHLEUM PRATENSE POLLEN	9	9	-0.6964250562207871	9	1	8	1.1415279045172684
PHLOROGLUCINOL	21	21	0.39604618762273036	21	15	6	1.2089579818085712
PHLOROGLUCINOL\1,3,5-TRIMETHOXYBENZENE	3	3	0.19938077695863352	3	2	1	0.5741924853856992
PHOSPHOLIPID	5	5	0.795267234527153	5	5	0	1.0178059826251318
PHOSPHORUS	14	14	1.6629803233724445	14	14	0	2.5242159487810767
PHYTONADIONE	117	117	-0.30563852115616696	117	58	59	2.8347219511657316
PILOCARPINE	4	4	-0.4462462255221971	4	1	3	1.1963782760407005
PILOCARPINE HYDROCHLORIDE	18	18	-0.4663781697358853	18	6	12	1.974749319474663
PILSICAINIDE HYDROCHLORIDE	4	4	0.9913948763893969	4	4	0	1.5855065654573344
PIMAVANSERIN TARTRATE	76	76	-0.12858391455050436	76	30	46	2.225499314969171
PIMECROLIMUS	24	24	-0.6567153919148875	24	3	21	1.4358913311138024
PIMOBENDAN	4	4	0.906218989355225	4	4	0	1.5416200531766926
PIMOZIDE	4	4	0.4540200762676329	4	3	1	1.2760769134864203
PINAVERIUM BROMIDE	8	8	-0.4082353515257702	8	2	6	1.368093674613064
PINDOLOL	3	3	-0.7237350296265005	3	0	3	0.9178734537726589
PIOGLITAZONE	54	54	0.42526897240197004	54	40	14	1.461849520366662
PIOGLITAZONE HYDROCHLORIDE	78	78	0.3397096467881481	78	58	20	1.3144972508899462
PIPAMPERONE	21	21	-0.04257084946775763	21	10	11	1.212789224969224
PIPAMPERONE HYDROCHLORIDE	6	6	0.21301313637274522	6	4	2	0.916346882951185
PIPERACILLIN	15	15	0.6796763763699194	15	13	2	1.2111930142908907
PIPERACILLIN SODIUM	18	18	0.44332973910305606	18	15	3	1.1663523518880523
PIPERACILLIN SODIUM\TAZOBACTAM SODIUM	286	286	0.7095875480496934	286	258	28	1.9814657503549737
PIRACETAM	4	4	-0.33599358853896755	4	1	3	0.6859843559373116
PIRARUBICIN	5	5	0.1547689506242505	5	3	2	1.1634809546516365
PIRARUBICIN HYDROCHLORIDE	4	4	-0.7978636688190762	4	0	4	1.0983423029037318
PIRBUTEROL ACETATE	1	1	-0.625206251549745	1	0	1	0.625206251549745
PIRENZEPINE	1	1	1.1469377715220104	1	1	0	1.1469377715220104
PIRENZEPINE HYDROCHLORIDE	1	1	0.5462555532937156	1	1	0	0.5462555532937156
PIRFENIDONE	79	79	-0.08779637139070398	79	33	46	1.368966114406687
PIRIBEDIL	1	1	-0.7458825151911022	1	0	1	0.7458825151911022
PIRITRAMIDE	10	10	0.5854912921345049	10	7	3	1.8102429545202539
PIROXICAM	119	119	0.5390345785056191	119	77	42	2.6221501584278597
PIRTOBRUTINIB	1	1	0.7138694751468886	1	1	0	0.7138694751468886
PIT VIPER (CROTALINAE) IMMUNE GLOBULIN ANTIVENIN (EQUINE)	1	1	-0.5850246544529664	1	0	1	0.5850246544529664
PITAVASTATIN	7	7	-0.7195691639748298	7	0	7	1.0966517159836995
PITAVASTATIN CALCIUM	36	36	0.06259740741945478	36	20	16	1.2823071064463
PITOLISANT HYDROCHLORIDE	16	16	-0.6905258639075103	16	0	16	0.970675891864165
PIXANTRONE	3	3	0.5867269291865214	3	2	1	1.2523556158815423
PIZOTYLINE	4	4	-0.8348640681906925	4	0	4	1.2826313452917553
PLANTAGO OVATA SEED	5	5	-0.40478229698564744	5	1	4	1.0656314295451286
PLANTAGO SEED	52	52	0.044146061293862365	52	25	27	1.7137016593769385
PLATINUM	1	1	0.9408217011964374	1	1	0	0.9408217011964374
PLECANATIDE	8	8	-0.8551748148434245	8	0	8	1.174994987420427
PLERIXAFOR	4	4	0.5628928004353355	4	3	1	1.152433202839285
PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE	31	31	0.07809230917307812	31	16	15	3.335468762828487
PNEUMOCOCCAL 7-VALENT CONJUGATE VACCINE (DIPHTHERIA CRM197 PROTEIN)	16	16	-0.06582434581796087	16	7	9	1.1889928984899625
PNEUMOCOCCAL VACCINE POLYVALENT	36	36	0.11006169065145986	36	22	14	2.357115886334993
PNEUMOCOCCAL VACCINE, POLYVALENT 23	13	13	-0.17719814647834037	13	6	7	1.1324100974556603
POLAPREZINC	12	12	0.5009879631041402	12	11	1	0.9339937530888597
POLATUZUMAB VEDOTIN	35	35	0.6218750235273949	35	28	7	1.770073782014169
POLATUZUMAB VEDOTIN-PIIQ	16	16	0.4992149942457622	16	13	3	1.474001122948641
POLIDOCANOL	5	5	-1.0276252470507654	5	0	5	1.4414563252498935
POLIHEXANIDE HYDROCHLORIDE	1	1	1.4003223315287776	1	1	0	1.4003223315287776
POLOXAMER	24	24	-0.6739973759060803	24	2	22	1.9858375792679483
POLYETHYLENE GLYCOL 3350	221	221	-0.47504572322285993	221	56	165	2.355678836459369
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE	255	255	-0.0037973288306348326	255	131	124	3.2145193849144613
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM SULFATE	3	3	0.1011520847586204	3	2	1	1.1345249203554313
POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM SULFATE ANHYDROUS	6	6	-0.9458434183072045	6	0	6	1.2506551390058347
POLYETHYLENE GLYCOL 400	2	2	-0.5617399161631041	2	0	2	0.5963711651380781
POLYETHYLENE GLYCOL 4000	71	71	-0.17240944511747086	71	35	36	2.7267916486084993
POLYETHYLENE GLYCOL 400\PROPYLENE GLYCOL	23	23	-1.0234850967955291	23	0	23	1.7465803725024889
POLYETHYLENE GLYCOLS	233	233	8.500184942607182e-05	233	127	106	2.732898071576948
POLYETHYLENE GLYCOL\POTASSIUM CHLORIDE\SODIUM BICARBONATE	2	2	0.39584997360983165	2	1	1	1.405191396367778
POLYETHYLENE GLYCOL\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE	4	4	0.1827302377919567	4	3	1	1.3435980698073198
POLYMYXIN	4	4	0.6479095766208313	4	3	1	1.348348709713827
POLYMYXIN B	3	3	-0.13112653869042612	3	1	2	0.7423199652272466
POLYMYXIN B SULFATE	3	3	0.22236571802628513	3	2	1	1.3041887139983324
POLYMYXIN B SULFATE\TRIMETHOPRIM SULFATE	2	2	-0.7802303767378341	2	0	2	0.8798871009330299
POLYVINYL ALCOHOL\POVIDONE	6	6	-0.7927706539963314	6	0	6	1.0205178826143615
POMALIDOMIDE	128	128	0.11651252626429524	128	73	55	1.5249930564533434
PONATINIB	75	75	0.45061612316489963	75	60	15	1.6844170134345824
PORACTANT ALFA	2	2	0.2158448986148953	2	1	1	1.0754906869611058
POSACONAZOLE	150	150	0.6346295341111424	150	127	23	2.1529014026433475
POTASSIUM	184	184	-0.11767255588521582	184	80	104	1.9882834802354488
POTASSIUM ASPARTATE	15	15	0.669702167909092	15	14	1	1.23104270241047
POTASSIUM BICARBONATE\POTASSIUM CHLORIDE	3	3	-0.4094379027907051	3	1	2	1.102093636428399
POTASSIUM BICARBONATE\SODIUM ALGINATE	7	7	-0.9430896360675101	7	0	7	1.4546793638543203
POTASSIUM BITARTRATE\SODIUM BICARBONATE	2	2	0.5465310888319993	2	2	0	0.5688973158516224
POTASSIUM BROMIDE	1	1	-0.9491597983656587	1	0	1	0.9491597983656587
POTASSIUM CHLORATE	5	5	-1.8199127910540245	5	0	5	2.519614106994717
POTASSIUM CHLORIDE	370	370	0.14108220563041055	370	224	146	2.3175912868286708
POTASSIUM CHLORIDE\RIBOFLAVIN 5^-PHOSPHATE SODIUM	3	3	-1.0716573981291182	3	0	3	1.4962484365231286
POTASSIUM CITRATE	41	41	-0.02353965033248526	41	19	22	1.610901745550016
POTASSIUM GLUCONATE	8	8	-0.1284999391195219	8	3	5	0.9080703661660853
POTASSIUM IODIDE	8	8	-0.4959322613086175	8	2	6	1.1993159348239073
POTASSIUM PHOSPHATE	1	1	0.5451957620100903	1	1	0	0.5451957620100903
POTASSIUM PHOSPHATE, DIBASIC\POTASSIUM PHOSPHATE, MONOBASIC	1	1	0.9782918158894528	1	1	0	0.9782918158894528
POTASSIUM PHOSPHATE, MONOBASIC	4	4	0.7501393690756805	4	4	0	0.8980951579431647
POTASSIUM PHOSPHATE, MONOBASIC\SODIUM PHOSPHATE, DIBASIC, ANHYDROUS\SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE	4	4	0.3058935800404233	4	3	1	0.6323484222617537
POVIDONE	1	1	-0.5704663040277607	1	0	1	0.5704663040277607
POVIDONE-IODINE	36	36	-0.14911893141181717	36	15	21	1.4590198010778188
PRABOTULINUMTOXINA-XVFS	2	2	-0.9071932405936491	2	0	2	1.1307272764249248
PRALATREXATE	4	4	0.46283789664587915	4	3	1	1.388883792491803
PRALSETINIB	6	6	0.24231222634343985	6	4	2	0.8042771409965682
PRAMIPEXOLE	179	179	-0.1203550402257902	179	78	101	2.4346986815999387
PRAMIPEXOLE DIHYDROCHLORIDE	104	104	-0.29323400677697814	104	38	66	2.2531638093831203
PRAMLINTIDE ACETATE	1	1	0.8546894061535614	1	1	0	0.8546894061535614
PRAMOXINE HYDROCHLORIDE	4	4	-0.7399350022764855	4	0	4	0.8855002660083401
PRANLUKAST	7	7	-0.638852671710554	7	1	6	1.057151290411656
PRASTERONE	18	18	-0.6731112593717934	18	1	17	1.3521763466516963
PRASUGREL	23	23	0.8293754624193335	23	22	1	1.6254220061616027
PRASUGREL HYDROCHLORIDE	51	51	0.6847319238797179	51	49	2	1.6723402749219702
PRAVASTATIN	169	169	-0.20933461892449334	169	73	96	2.7941018825024044
PRAVASTATIN SODIUM	113	113	-0.07948944038910899	113	54	59	2.2469521694498815
PRAZEPAM	26	26	-0.11069546549518569	26	11	15	1.2596737665822908
PRAZOSIN	43	43	0.08271148233227749	43	23	20	1.51453449411336
PRAZOSIN HYDROCHLORIDE	7	7	0.20401380215416065	7	4	3	1.2306568380881246
PREDNICARBATE	3	3	-0.8971229479452388	3	0	3	1.1237103418278123
PREDNISOLONE	720	720	0.5238035551192836	720	569	151	3.2061124973840847
PREDNISOLONE ACETATE	33	33	-0.4875610124598042	33	6	27	1.5506260011836224
PREDNISOLONE SODIUM METAZOATE	2	2	0.08978323238114339	2	1	1	0.9796635805263164
PREDNISOLONE SODIUM PHOSPHATE	19	19	0.8776270516123547	19	16	3	2.2297909221393493
PREDNISOLONE SODIUM SUCCINATE	6	6	0.39055671990801527	6	3	3	2.033756667576367
PREDNISOLONE-NEPAFENAC	1	1	-0.5845324382762539	1	0	1	0.5845324382762539
PREDNISONE	1091	1091	0.34919530164947854	1091	721	370	4.538373382788614
PREDNISONE ACETATE	41	41	0.15464444512944084	41	25	16	1.568823960597419
PREGABALIN	596	596	0.10455763803357782	596	329	267	3.0189784758039897
PRETOMANID	3	3	0.8193201065843333	3	3	0	0.9858327384573866
PRILOCAINE	1	1	-0.6557144360566793	1	0	1	0.6557144360566793
PRILOSEC /00661201/	5	5	-0.6649438822458398	5	0	5	0.8861335631042856
PRIMAQUINE PHOSPHATE	1	1	0.6107787516084875	1	1	0	0.6107787516084875
PRIMIDONE	49	49	-0.33863001046062324	49	14	35	1.3073021136959326
PRISTINAMYCIN	10	10	0.12545860361371264	10	5	5	1.0641864158114385
PROACTIV ACNE CLEARING BODY SPRAY	2	2	-0.6752815815860186	2	0	2	0.7591846158955442
PROACTIV AMAZONIAN CLAY MASK	7	7	-0.5747561021410984	7	0	7	0.7451684098956844
PROACTIV CLARIFYING MINERAL SERUM	7	7	-0.5887805889006685	7	1	6	1.292191763330689
PROACTIV DAILY OIL CONTROL	4	4	-0.37015383043889255	4	1	3	0.8524465180182068
PROACTIV DAILY PROTECTION PLUS SUNSCREEN SPF 30	2	2	-0.9642271723999911	2	0	2	1.40432332791678
PROACTIV DETOX HYDROGEL FACE MASK	4	4	-0.663980575119582	4	0	4	0.7571689153632075
PROACTIV MAKEUP CLEANSING WIPES	1	1	-0.5688936818467173	1	0	1	0.5688936818467173
PROACTIV MD ULTRA GENTLE CLEANSER	4	4	-0.9158717659667955	4	0	4	1.4181523281721355
PROACTIV REDNESS RELIEF SERUM	16	16	-0.6734436706298266	16	1	15	1.0687907263625
PROACTIV T-ZONE OIL ABSORBER	7	7	-0.4986945421573286	7	1	6	0.9339420911171934
PROACTIV T?ZONE OIL ABSORBER	2	2	-0.5392366888483657	2	0	2	0.551680429041911
PROACTIV?MD DEEP CLEANSING FACE?WASH	1	1	-1.5289676614209817	1	0	1	1.5289676614209817
PROBENECID	3	3	0.9771079618736369	3	3	0	1.1144540919614294
PROBIOTICS NOS	90	90	-0.48823282954008485	90	19	71	2.2545787883707797
PROCAINAMIDE HYDROCHLORIDE	1	1	-0.5235520928144829	1	0	1	0.5235520928144829
PROCAINE	1	1	0.5428412167734563	1	1	0	0.5428412167734563
PROCARBAZINE	18	18	0.6922601413924184	18	15	3	1.736363560227026
PROCARBAZINE HYDROCHLORIDE	12	12	-0.16687653928077087	12	5	7	1.1572645799531582
PROCATEROL HYDROCHLORIDE	6	6	-0.7832999527498549	6	0	6	1.084518699850545
PROCHLORAZINE	5	5	-0.9291287742874517	5	0	5	1.18434646024137
PROCHLORPER	2	2	-0.03463656151244093	2	1	1	0.6431070743906743
PROCHLORPERAZINE	126	126	0.3673318852478257	126	85	41	2.7602770711488502
PROCHLORPERAZINE EDISYLATE	6	6	0.1526851352793032	6	4	2	0.8467999630470092
PROCHLORPERAZINE MALEATE	110	110	0.2529002891162887	110	74	36	1.7603889111185727
PROCRIT	3	3	0.06593586061102426	3	2	1	0.8816005153872599
PROCRIT /00909301/	10	10	-0.012030476919871701	10	5	5	1.0367842642951057
PROCYCLIDINE	46	46	0.9366635074114342	46	40	6	2.310937723793965
PROCYCLIDINE HYDROCHLORIDE	1	1	1.3542250171409185	1	1	0	1.3542250171409185
PROGESTERONE	23	23	-2.0292393763631384	23	5	18	4.2672762959745585
PROMAZINE	3	3	-0.23103348630031917	3	1	2	0.7787759586325229
PROMAZINE HYDROCHLORIDE	8	8	0.1957196380300369	8	5	3	1.2339435006766846
PROMETHAZINE	1	1	1.1258155972342372	1	1	0	1.1258155972342372
PROMETHAZINE HYDROCHLORIDE	197	197	-0.39250994957314944	197	54	143	2.4646178174188997
PROPACETAMOL	1	1	1.052602797330058	1	1	0	1.052602797330058
PROPAFENONE	31	31	0.2855772023611817	31	22	9	1.4495270788985803
PROPAFENONE HYDROCHLORIDE	3	3	-0.2957368194578505	3	1	2	0.961220140409191
PROPARACAINE	1	1	-0.7188136135844985	1	0	1	0.7188136135844985
PROPARACAINE HYDROCHLORIDE	3	3	-0.6053930665689746	3	0	3	0.6941679635233251
PROPATYL NITRATE	3	3	0.6187747854650009	3	3	0	0.645804040288714
PROPIOMAZINE	14	14	-0.15731886954447752	14	7	7	1.14267135147314
PROPIVERINE	1	1	-0.9516429651715722	1	0	1	0.9516429651715722
PROPOFOL	209	209	0.4151259282584406	209	153	56	2.1483485064445373
PROPOXYPHENE	4	4	-0.5299492787676745	4	1	3	1.4113474802747163
PROPOXYPHENE HYDROCHLORIDE	19	19	-0.13923644368497232	19	8	11	1.32223637760368
PROPOXYPHENE HYDROCHLORIDE/ACETAMINOPHEN 65/650	2	2	0.9632791451419598	2	2	0	1.1206566251409171
PROPOXYPHENE NAPSYLATE	3	3	-0.17767638448636922	3	1	2	0.5904674679268151
PROPOXYPHENE NAPSYLATE/ACETAMINOPHEN TABLETS	4	4	1.0015203289102652	4	4	0	1.2949478670278616
PROPRANOLOL HYDROCHLORIDE	247	247	-0.2659789011102535	247	89	158	2.317338772004528
PROPYLENE GLYCOL	33	33	-1.4068095311954025	33	0	33	3.616020187425776
PROPYLTHIOURACIL	9	9	-0.8851686022834123	9	0	9	1.2730091705333135
PROTAMINE	5	5	0.7778023026549941	5	5	0	1.0478731596271817
PROTAMINE SULFATE	3	3	0.8783694718333735	3	3	0	1.0636449573174225
PROTHIPENDYL HYDROCHLORIDE	2	2	0.21921506922069206	2	1	1	1.1701942112954704
PROTIONAMIDE	5	5	0.5167460117306626	5	4	1	1.201810178211542
PROTONIX ^PHARMACIA^	27	27	-0.8187016492136209	27	1	26	1.9108597502175266
PROTRIPTYLINE HYDROCHLORIDE	3	3	-0.7276286038188288	3	0	3	0.8808062807132067
PROVENTIL /00139501/	1	1	-1.1037650654964557	1	0	1	1.1037650654964557
PRUCALOPRIDE	2	2	-0.7728537928832553	2	0	2	0.8539801932139226
PRUCALOPRIDE SUCCINATE	10	10	-0.7425134495929371	10	1	9	1.8157467498902389
PSEUDOEPHEDRINE	33	33	1.0405705602401196	33	23	10	3.4132571284050535
PSEUDOEPHEDRINE HYDROCHLORIDE	165	165	0.38148243492422174	165	78	87	3.970985026316674
PSORALEN	3	3	1.0359674534752368	3	3	0	1.5232073945302205
PSYLLIUM HUSK	63	63	-0.33034758593237984	63	20	43	2.3506330231308157
PURAN T4	1	1	-0.9218000108659292	1	0	1	0.9218000108659292
PYRAZINAMIDE	54	54	0.5230279835346084	54	43	11	1.7646185152675222
PYRIDOSTIGMINE	24	24	-0.3797793298138359	24	6	18	1.3832702451402308
PYRIDOSTIGMINE BROMIDE	24	24	-0.442078143669083	24	7	17	1.6019541189974615
PYRIDOXAL	7	7	0.09380654630582985	7	4	3	0.9373947383860919
PYRIDOXINE	65	65	-0.0878247835962123	65	32	33	2.449882788102037
PYRIDOXINE HYDROCHLORIDE	147	147	-0.5282009992789433	147	47	100	2.841471414146791
PYRIMETHAMINE	12	12	0.09445454813086566	12	6	6	1.4360270654553118
PYRITHIONE ZINC	1	1	-0.5845177747417669	1	0	1	0.5845177747417669
QSYMIA 3.75MG/23MG	2	2	-0.8475898819619498	2	0	2	0.9759399894231878
QSYMIA 7.5MG/46MG	2	2	-0.8645579423370129	2	0	2	0.9164401875817677
QUAZEPAM	1	1	0.5029875460296653	1	1	0	0.5029875460296653
QUERCETIN	2	2	-0.6435581540817675	2	0	2	0.6899153094610347
QUETIAPINE	484	484	0.4218442338252444	484	326	158	4.396925065072953
QUETIAPINE FUMARATE	423	423	0.4963510394303203	423	286	137	3.866367713350445
QUINAPRIL	44	44	0.1689744055217788	44	23	21	2.7503788608750264
QUINAPRIL HYDROCHLORIDE	37	37	-0.06522746456077096	37	15	22	2.7107741837844705
QUINIDINE	1	1	-1.1149303805173503	1	0	1	1.1149303805173503
QUININE	41	41	0.4240992998067029	41	28	13	1.7428788243543245
QUININE SULFATE	25	25	0.2116166863600203	25	15	10	2.087888962584668
QUIZARTINIB DIHYDROCHLORIDE	1	1	-0.9389946777323553	1	0	1	0.9389946777323553
RABEPRAZOLE	143	143	-0.22785304957193395	143	63	80	2.414786344770517
RABEPRAZOLE SODIUM	152	152	0.2599023802636895	152	103	49	2.56606998760841
RACECADOTRIL	21	21	0.265293068993248	21	15	6	1.6837372069121992
RADIATION THERAPY	110	110	0.8647691085741387	110	105	5	3.131635388643435
RADIUM RA-223 DICHLORIDE	1	1	3.327124495583603	1	1	0	3.327124495583603
RALTEGRAVIR	45	45	0.7151636501319386	45	37	8	2.0151720955047474
RALTEGRAVIR POTASSIUM	84	84	-0.11901433711332197	84	34	50	2.7067123556849366
RALTITREXED	5	5	0.5140339207596561	5	4	1	1.3242652358477631
RAMELTEON	24	24	0.3662351087194395	24	18	6	1.4708360182725209
RAMIPRIL	697	697	0.630369401409667	697	522	175	3.800762273981126
RAMOSETRON HYDROCHLORIDE	6	6	0.21743460604860154	6	4	2	0.8029066927216147
RAMUCIRUMAB	40	40	0.4559060020010586	40	31	9	1.419948265865303
RANIBIZUMAB	62	62	-0.1802066787329505	62	26	36	1.8963715752801529
RANIDIL	6	6	-0.7609351472616638	6	0	6	1.103038207957917
RANITIDINE	660	660	0.8816818529893519	660	627	33	3.110238657317576
RANITIDINE HYDROCHLORIDE	788	788	1.042815028549432	788	775	13	3.1618234158007996
RANOLAZINE	77	77	0.4811901235074514	77	61	16	1.4338400038151042
RASAGILINE	26	26	0.3294157788376368	26	20	6	2.001119701272082
RASAGILINE MESYLATE	47	47	-0.041503823047640755	47	23	24	2.0616814697816763
RASBURICASE	35	35	0.5464099847551575	35	28	7	1.6635801266554375
RAVULIZUMAB-CWVZ	45	45	-0.4545297845546853	45	10	35	1.500345543998208
REBAMIPIDE	76	76	0.31298734310436	76	55	21	1.3228446848989468
REBOXETINE	1	1	-0.592749290298453	1	0	1	0.592749290298453
RECOMBINANT HUMAN THROMBOPOIETIN	2	2	0.6106111010611164	2	2	0	0.7057765420357074
RECOMBINANT VARICELLA ZOSTER VIRUS (VZV) GLYCOPROTEIN E	12	12	-0.6744608431092108	12	1	11	1.3160754299296138
REGADENOSON	19	19	-0.11213590533809828	19	8	11	1.1788362372477987
REGLAN /USA/	13	13	-1.3108364688744638	13	0	13	1.9022031903866858
REGORAFENIB	70	70	0.4034360824025987	70	52	18	1.8405329946271576
RELUGOLIX	1	1	3.18516045801166	1	1	0	3.18516045801166
REMDESIVIR	68	68	0.7137641481576326	68	64	4	1.8976855678303528
REMIFENTANIL	19	19	0.23070335823529964	19	12	7	1.456476515408877
REMIFENTANIL HYDROCHLORIDE	8	8	0.42781176194289766	8	6	2	1.0521852340159943
REPAGLINIDE	72	72	0.49830076033189996	72	59	13	1.9655411334292339
REPOTRECTINIB	1	1	-0.5803960837358886	1	0	1	0.5803960837358886
RESLIZUMAB	5	5	-0.8401584855967126	5	0	5	1.3486346568644456
